ID,Reduced Composition,Z,True Composition,Ionic conductivity (S cm-1),IC (Total),IC (Bulk),Space group,Space group #,a,b,c,alpha,beta,gamma,Family,DOI,Checked,Ref,Cif ID,Cif ref_1,Cif ref_2,note,close match,close match DOI,ICSD ID,Laskowski ID,Liion ID
caltech_icsd_122000,Li5.52P1S4.3Br0.7Cl1,,Li5.52 P1 S4.3 Br0.7 Cl1,0.024,,,,,,,,,,,argyrodites,10.1021/acs.chemmater.0c04650,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,122000,,
caltech_icsd_122371,Li6PCS5N,,Li6 P1 C1 S5 N1,6e-05,,,,,,,,,,,nitrides,10.1021/acs.chemmater.1c01170,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,122371,,
caltech_icsd_122396,Li2.9Zr0.1In0.9Cl6,,Li2.9 Zr0.1 In0.9 Cl6,0.000801,,,,,,,,,,,halides,10.1021/acs.chemmater.1c01348,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,122396,,
caltech_icsd_122397,Li2.8Zr0.18In0.78Cl6,,Li2.8 Zr0.18 In0.78 Cl6,0.000763,,,,,,,,,,,halides,10.1021/acs.chemmater.1c01348,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,122397,,
caltech_icsd_122398,Li2.66Zr0.29In0.69Cl6,,Li2.66 Zr0.29 In0.69 Cl6,0.000949,,,,,,,,,,,halides,10.1021/acs.chemmater.1c01348,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,122398,,
caltech_icsd_122399,Li2.6Zr0.4In0.6Cl6,,Li2.6 Zr0.4 In0.6 Cl6,0.00125,,,,,,,,,,,halides,10.1021/acs.chemmater.1c01348,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,122399,,
caltech_icsd_130092,Li2.925Sc0.358P2S6,,Li2.925 Sc0.358 P2 S6,1.9e-06,,,,,,,,,,,thio_phosphate,10.1002/zaac.201800363,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,130092,,
caltech_icsd_130546,Li4Cu8Ge3H2S12O,,Li4 Cu8 Ge3 H2 S12 O1,9e-05,,,,,,,,,,,hydrides,10.1002/anie.201901739,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,130546,,
caltech_icsd_133976,Li6PS5Cl,,Li6 P1 S5 Cl1,0.0034,,,,,,,,,,,argyrodites,10.1021/acs.chemmater.0c02418,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,133976,,
caltech_icsd_134058,Li6.77La3Zr1.95Nb0.05O12,,Li6.77 La3 Zr1.95 Nb0.05 O12,0.000321,,,,,,,,,,,garnet,10.1021/acs.inorgchem.0c02161,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,134058,,
caltech_icsd_140546,Li6.4La3Zr2Ge0.11O12,,Li6.4 La3 Zr2 Ge0.11 O12,0.00028,,,,,,,,,,,garnet,10.1016/j.ssi.2019.04.021,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,140546,,
caltech_icsd_141510,Li5.77P1S5Br1,,Li5.77 P1 S5 Br1,0.00548,,,,,,,,,,,argyrodites,10.1021/acs.chemmater.9b05331,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,141510,,
caltech_icsd_143928,Li6B7S13I,,Li6 B7 S13 I1,0.000476,,,,,,,,,,,halides,10.1021/jacs.1c00941,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,143928,,
caltech_icsd_143975,Li4.4B10S18Cl1.8,,Li4.4 B10 S18 Cl1.8,0.00052,,,,,,,,,,,halides,10.1002/anie.202013339,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,143975,,
caltech_icsd_143976,Li5.6B10S18Br1.7,,Li5.6 B10 S18 Br1.7,0.000942,,,,,,,,,,,halides,10.1002/anie.202013339,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,143976,,
caltech_icsd_143977,Li6.8B10S18I1.6,,Li6.8 B10 S18 I1.6,0.00142,,,,,,,,,,,halides,10.1002/anie.202013339,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,143977,,
caltech_icsd_158180,Li4BH10N3,,Li4 B1 H10 N3,0.0002,,,,,,,,,,,other,10.1021/ja907249p,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,158180,,
caltech_icsd_163298,Li1.4Ti1.4Al0.4Ge0.2P3O12,,Li1.4 Ti1.4 Al0.4 Ge0.2 P3 O12,0.002,,,,,,,,,,,nasicon,10.3166/acsm.32.561-572,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,163298,,
caltech_icsd_163299,Li1.6Ti1.2Al0.6Ge0.2P3O12,,Li1.6 Ti1.2 Al0.6 Ge0.2 P3 O12,2e-05,,,,,,,,,,,nasicon,10.3166/acsm.32.561-572,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,163299,,
caltech_icsd_163300,Li1.2Ti1.4Al0.2Ge0.4P3O12,,Li1.2 Ti1.4 Al0.2 Ge0.4 P3 O12,0.0007,,,,,,,,,,,nasicon,10.3166/acsm.32.561-572,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,163300,,
caltech_icsd_163301,Li1.4Ti1.2Al0.4Ge0.4P3O12,,Li1.4 Ti1.2 Al0.4 Ge0.4 P3 O12,0.001,,,,,,,,,,,nasicon,10.3166/acsm.32.561-572,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,163301,,
caltech_icsd_163302,Li1.6Ti1Al0.6Ge0.4P3O12,,Li1.6 Ti1 Al0.6 Ge0.4 P3 O12,0.0001,,,,,,,,,,,nasicon,10.3166/acsm.32.561-572,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,163302,,
caltech_icsd_163303,Li1.2Ti1.2Al0.2Ge0.6P3O12,,Li1.2 Ti1.2 Al0.2 Ge0.6 P3 O12,0.0007,,,,,,,,,,,nasicon,10.3166/acsm.32.561-572,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,163303,,
caltech_icsd_163304,Li1.4Ti1Al0.4Ge0.6P3O12,,Li1.4 Ti1 Al0.4 Ge0.6 P3 O12,0.001,,,,,,,,,,,nasicon,10.3166/acsm.32.561-572,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,163304,,
caltech_icsd_163305,Li1.6Ti0.8Al0.6Ge0.6P3O12,,Li1.6 Ti0.8 Al0.6 Ge0.6 P3 O12,0.0004,,,,,,,,,,,nasicon,10.3166/acsm.32.561-572,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,163305,,
caltech_icsd_165472,Li0.5La0.5Ti1O3,,Li0.5 La0.5 Ti1 O3,0.001,,,,,,,,,,,perovskites,10.1016/j.ssi.2009.08.002,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,165472,,
caltech_icsd_165481,Na0.2Li0.3La0.5Ti1O3,,Na0.2 Li0.3 La0.5 Ti1 O3,3.64e-05,,,,,,,,,,,perovskites,10.1016/j.ssi.2009.08.002,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,165481,,
caltech_icsd_171171,Li5La3Nb2O12,,Li5 La3 Nb2 O12,1e-05,,,,,,,,,,,garnet,10.1111/j.1151-2916.2003.tb03318.x,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,171171,,
caltech_icsd_185539,Li6.06La3Zr2Al0.2O12,,Li6.06 La3 Zr2 Al0.2 O12,0.0004,,,,,,,,,,,garnet,10.1039/c1cp22108f,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,185539,,
caltech_icsd_188650,Li1.137Mn0.473Co0.137Ni0.252O2,,Li1.137 Mn0.473 Co0.137 Ni0.252 O2,3.31e-06,,,,,,,,,,,oxides,10.1039/c3ta11040k,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,188650,,
caltech_icsd_188651,Li1.149Mn0.467Co0.137Ni0.246O2,,Li1.149 Mn0.467 Co0.137 Ni0.246 O2,4.88e-06,,,,,,,,,,,oxides,10.1039/c3ta11040k,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,188651,,
caltech_icsd_188887,Li10GePS12,,Li10 Ge1 P1 S12,0.0121,,,,,,,,,,,lgps,10.1039/c4ta05231e,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,188887,,
caltech_icsd_190825,Sr0.049Li0.461La0.49Ti1O3,,Sr0.049 Li0.461 La0.49 Ti1 O3,0.000709,,,,,,,,,,,perovskites,10.1016/j.ceramint.2013.05.083,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,190825,,
caltech_icsd_190826,Sr0.111Li0.429La0.46Ti1O3,,Sr0.111 Li0.429 La0.46 Ti1 O3,0.000197,,,,,,,,,,,perovskites,10.1016/j.ceramint.2013.05.083,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,190826,,
caltech_icsd_190827,Sr0.23Li0.368La0.402Ti1O3,,Sr0.23 Li0.368 La0.402 Ti1 O3,2.87e-05,,,,,,,,,,,perovskites,10.1016/j.ceramint.2013.05.083,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,190827,,
caltech_icsd_191542,Li6.46La3Zr2Al0.081O12,,Li6.46 La3 Zr2 Al0.081 O12,0.00049,,,,,,,,,,,garnet,10.1016/j.ssi.2014.01.043,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,191542,,
caltech_icsd_193168,Li2B3PO8,,Li2 B3 P1 O8,0.00052,,,,,,,,,,,borophosphates,10.1016/j.ssi.2014.10.009,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,193168,,
caltech_icsd_193768,Li4SnSe4,,Li4 Sn1 Se4,2e-05,,,,,,,,,,,chalcogenidotetrelates,10.1021/cm400541n,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,193768,,
caltech_icsd_235184,Li8GeP4,,Li8 Ge1 P4,1.8e-05,,,,,,,,,,,phosphates,10.1021/acs.chemmater.8b02759,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,235184,,
caltech_icsd_239762,LiY(BH4)4,,Li1 Y1 B4 H16,1.26e-06,,,,,,,,,,,hydrides,10.1039/c6ta02761j,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,239762,,
caltech_icsd_240676,Li2Ca(HN)2,,Li2 Ca1 H2 N2,6.4e-06,,,,,,,,,,,other,10.1039/c2cp23636b,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,240676,,
caltech_icsd_248836,Li4CoTeO6,,Li8 Co2 Te2 O12,1.66e-06,,,,,,,,,,,oxides,10.1021/ic301125n,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,248836,,
caltech_icsd_258921,Li6.5La3Hf1.5Ta0.5O12,,Li6.5 La3 Hf1.5 Ta0.5 O12,0.0004,,,,,,,,,,,garnet,10.2109/jcersj2.16273,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,258921,,
caltech_icsd_258922,Li6.5La3Ta0.5Sn1.5O12,,Li6.5 La3 Ta0.5 Sn1.5 O12,0.00019,,,,,,,,,,,garnet,10.2109/jcersj2.16273,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,258922,,
caltech_icsd_259001,Li5La3Ta2O12,,Li5 La3 Ta2 O12,1.65e-05,,,,,,,,,,,garnet,10.1039/c6dt04021g,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,259001,,
caltech_icsd_259002,Li5.3La3Gd0.15Ta1.85O12,,Li5.3 La3 Gd0.15 Ta1.85 O12,4.86e-06,,,,,,,,,,,garnet,10.1039/c6dt04021g,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,259002,,
caltech_icsd_259003,Li5.5La3Gd0.25Ta1.75O12,,Li5.5 La3 Gd0.25 Ta1.75 O12,6.5e-05,,,,,,,,,,,garnet,10.1039/c6dt04021g,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,259003,,
caltech_icsd_259004,Li5.7La3Gd0.35Ta1.65O12,,Li5.7 La3 Gd0.35 Ta1.65 O12,8.18e-05,,,,,,,,,,,garnet,10.1039/c6dt04021g,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,259004,,
caltech_icsd_259005,Li5.9La3Gd0.45Ta1.55O12,,Li5.9 La3 Gd0.45 Ta1.55 O12,4.32e-06,,,,,,,,,,,garnet,10.1039/c6dt04021g,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,259005,,
caltech_icsd_261343,LiZnSO4F,,Li1 Zn1 S1 O4 F1,2.8e-05,,,,,,,,,,,oxyhalides,10.1002/anie.201006331,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,261343,,
caltech_icsd_264462,Li1.69Zn0.66P1S4,,Li1.69 Zn0.66 P1 S4,0.00013,,,,,,,,,,,sulfides,10.1021/acs.chemmater.7b05108,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,264462,,
caltech_icsd_264463,Li1.19Zn0.9P1S4,,Li1.19 Zn0.9 P1 S4,1.65e-05,,,,,,,,,,,sulfides,10.1021/acs.chemmater.7b05108,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,264463,,
caltech_icsd_264522,Li6.74La3Hf2Al0.08O12,,Li6.74 La3 Hf2 Al0.08 O12,8e-05,,,,,,,,,,,garnet,10.1016/j.jpowsour.2018.04.066,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,264522,,
caltech_icsd_264526,Li6B0.9P1H3.6S4.9,,Li6 B0.9 P1 H3.6 S4.9,0.0018,,,,,,,,,,,hydrides,10.1021/acsomega.8b00377,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,264526,,
caltech_icsd_267193,Li6PS5Br,,Li6 P1 S5 Br1,0.00277,,,,,,,,,,,argyrodites,10.1021/acs.inorgchem.8b02443,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,267193,,
caltech_icsd_291520,Sr0.69Li0.16Ta0.75Ga0.25O3,,Sr0.69 Li0.16 Ta0.75 Ga0.25 O3,3.69e-06,,,,,,,,,,,perovskites,10.1016/j.jssc.2015.01.007,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,291520,,
caltech_icsd_403573,Li10.34Si1.35P1.65S9.68O2.3,,Li10.34 Si1.35 P1.65 S9.68 O2.3,0.00313,,,,,,,,,,,lisicon,10.1021/acs.chemmater.9b00505,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,403573,,
caltech_icsd_403574,Li13.73Si1.35P1.65S10.46O1.54,,Li13.73 Si1.35 P1.65 S10.46 O1.54,0.00269,,,,,,,,,,,lisicon,10.1021/acs.chemmater.9b00505,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,403574,,
caltech_icsd_403592,Li6.22Si0.2P0.8S5I1,,Li6.22 Si0.2 P0.8 S5 I1,7.79e-06,,,,,,,,,,,argyrodites,10.1021/acs.chemmater.9b01857,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,403592,,
caltech_icsd_420126,Li2SiN2,,Li2 Si1 N2,6.99e-06,,,,,,,,,,,nitride,10.1016/0167-2738(87)90119-6,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,420126,,
caltech_icsd_421130,Li7PS6,,Li7 P1 S6,0.00011,,,,,,,,,,,thio_phosphate,10.1021/acsami.8b19181,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,421130,,
caltech_icsd_422259,Li7La3Zr2O12,,Li7 La3 Zr2 O12,0.000569,,,,,,,,,,,garnet,10.1016/j.ssi.2010.12.010,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,422259,,
caltech_icsd_427619,Li1.2Ti1.8Al0.2P3O12,,Li1.2 Ti1.8 Al0.2 P3 O12,0.00338,,,,,,,,,,,nasicon,10.1016/j.jeurceramsoc.2014.11.023,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,427619,,
caltech_icsd_430574,Li6.16La2.94Zr2Al0.07Ga0.15O12,,Li6.16 La2.94 Zr2 Al0.07 Ga0.15 O12,0.00106,,,,,,,,,,,garnet,10.1021/acs.chemmater.6b00579,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,430574,,
caltech_icsd_430575,Li6.85La2.94Zr2Al0.11Ga0.08O12,,Li6.85 La2.94 Zr2 Al0.11 Ga0.08 O12,0.00063,,,,,,,,,,,garnet,10.1021/acs.chemmater.6b00579,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,430575,,
caltech_icsd_430576,Li5.55La2.88Zr2Al0.19Ga0.05O12,,Li5.55 La2.88 Zr2 Al0.19 Ga0.05 O12,0.00038,,,,,,,,,,,garnet,10.1021/acs.chemmater.6b00579,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,430576,,
caltech_icsd_432169,Li4.117P1S4I1,,Li4.117 P1 S4 I1,0.00012,,,,,,,,,,,argyrodites,10.1021/acs.chemmater.7b00013,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,432169,,
liverpool_18_0012,Li3.4Si0.4P0.6S4,,Li3.4 Si0.4 P0.6 S4,0.00064,,,,,,,,,,,thio_lisicon,10.1006/jssc.2002.9701,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=18; measured_temperature_C=27; chemical_family=Sulphides,,,,,
liverpool_26_0020,Li1.3Ti1.7Al0.3P3O12,,Li1.3 Ti1.7 Al0.3 P3 O12,0.0062,,,,,,,,,,,nasicon,10.1016/j.ssi.2014.07.018,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=26; measured_temperature_C=24.85; chemical_family=Oxides,,,,,
liverpool_30_0023,Li1.6Al0.6Ge0.8P3O12,,Li1.6 Al0.6 Ge0.8 P3 O12,0.0007,,,,,,,,,,,nasicon,10.1021/cm021717j,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=30; measured_temperature_C=24.85; chemical_family=Oxides,,,,,
liverpool_31_0024,Li6.55La3Zr2Ga0.9O12,,Li6.55 La3 Zr2 Ga0.9 O12,0.0013,,,,,,,,,,,garnet,10.1021/cm5008069,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=31; measured_temperature_C=24.85; chemical_family=Oxides,,,,,
liverpool_40_0030,Li1.4Ti1.6Al0.4P3O12,,Li1.4 Ti1.6 Al0.4 P3 O12,0.00563,,,,,,,,,,,nasicon,10.1039/c5ta08545d,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=40; measured_temperature_C=24.85; chemical_family=Oxides,,,,,
liverpool_41_0031,Li6.46La3Zr1.95Al0.15O11.86,,Li6.46 La3 Zr1.95 Al0.15 O11.86,8.3e-05,,,,,,,,,,,garnet,10.1016/j.ensm.2019.08.017,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=41; measured_temperature_C=25; chemical_family=Oxides,,,,,
liverpool_60_0044,Li0.36La0.55Ti0.992Al0.008O3,,Li0.36 La0.55 Ti0.992 Al0.008 O3,0.000654,,,,,,,,,,,perovskites,10.1007/bf02375549,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=60; measured_temperature_C=25; chemical_family=Oxides,,,,,
liverpool_64_0048,Li0.022La0.117Ti0.208Al0.001O0.626,,Li0.022 La0.117 Ti0.208 Al0.001 O0.626,0.00126,,,,,,,,,,,perovskites,10.1007/bf02378009,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=64; measured_temperature_C=30; chemical_family=Oxides,,,,,
liverpool_79_0061,Li0.24La0.59Ti1O3,,Li0.24 La0.59 Ti1 O3,0.000166,,,,,,,,,,,perovskites,10.1007/s10717-007-0032-5,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=79; measured_temperature_C=23; chemical_family=Oxides,,,,,
liverpool_103_0083,Li1P0.9I0.1O2.7,,Li1 P0.9 I0.1 O2.7,0.000398,,,,,,,,,,,glass,10.1007/s11581-008-0252-x,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=103; measured_temperature_C=25; chemical_family=Oxides and Other Anions,,,,,
liverpool_134_0110,Li0.72Ga0.098Ge0.441S1.239I0.3,,Li0.72 Ga0.098 Ge0.441 S1.239 I0.3,0.000291,,,,,,,,,,,glass,10.1016/j.ssi.2007.10.011,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=134; measured_temperature_C=25; chemical_family=Sulphides and Other Anions,,,,,
liverpool_135_0111,Li0.6Ga0.14Ge0.63S1.77,,Li0.6 Ga0.14 Ge0.63 S1.77,1.89e-06,,,,,,,,,,,glass,10.1016/j.ssi.2007.10.011,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=135; measured_temperature_C=25; chemical_family=Sulphides and Other Anions,,,,,
liverpool_147_0119,Li1.4P0.6S2.2,,Li1.4 P0.6 S2.2,0.0032,,,,,,,,,,,glass,10.1016/j.jpowsour.2006.04.037,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=147; measured_temperature_C=25; chemical_family=Sulphides,,,,,
liverpool_149_0121,Li1.6P0.4S1.8,,Li1.6 P0.4 S1.8,0.00112,,,,,,,,,,,glass,10.1016/j.jpowsour.2006.04.037,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=149; measured_temperature_C=25; chemical_family=Sulphides,,,,,
liverpool_150_0122,Li1.75P0.25S1.5,,Li1.75 P0.25 S1.5,0.00021,,,,,,,,,,,glass,10.1016/j.jpowsour.2006.04.037,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=150; measured_temperature_C=25; chemical_family=Sulphides,,,,,
liverpool_153_0124,Li1.15P0.6Cl0.25O1.95,,Li1.15 P0.6 Cl0.25 O1.95,2.45e-06,,,,,,,,,,,glass,10.1016/j.jpowsour.2008.07.089,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=153; measured_temperature_C=23.66; chemical_family=Oxides and Other Anions,,,,,
liverpool_169_0138,Li1.4Ti0.528Al0.4Ge1.072P3O12,,Li1.4 Ti0.528 Al0.4 Ge1.072 P3 O12,0.000676,,,,,,,,,,,nasicon,10.1016/j.ssi.2004.05.009,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=169; measured_temperature_C=21; chemical_family=Oxides,,,,,
liverpool_185_0152,Li1Ga0.1Ge0.45S1.55,,Li1 Ga0.1 Ge0.45 S1.55,6.7e-05,,,,,,,,,,,glass,10.1016/j.ssi.2007.10.011,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=185; measured_temperature_C=28; chemical_family=Sulphides,,,,,
liverpool_189_0154,Li0.8Ga0.12Ge0.54S1.66,,Li0.8 Ga0.12 Ge0.54 S1.66,2.87e-06,,,,,,,,,,,glass,10.1016/j.ssi.2007.10.011,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=189; measured_temperature_C=21; chemical_family=Sulphides,,,,,
liverpool_246_0205,Li4.2Ga0.2Ge0.8S4,,Li4.2 Ga0.2 Ge0.8 S4,6.5e-05,,,,,,,,,,,thio_lisicon,10.1016/s0167-2738(00)00277-0,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=246; measured_temperature_C=25; chemical_family=Sulphides,,,,,
liverpool_248_0207,Li1.076Ti1.462Al0.6923P3O12,,Li1.076 Ti1.462 Al0.6923 P3 O12,0.000825,,,,,,,,,,,nasicon,10.1016/s0167-2738(97)00018-0,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=248; measured_temperature_C=21; chemical_family=Oxides,,,,,
liverpool_250_0209,LiGe2(PO4)3,,Li1 Ge2 P3 O12,1e-06,,,,,,,,,,,nasicon,10.1016/s0167-2738(97)00434-7,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=250; measured_temperature_C=21.23; chemical_family=Oxides,,,,,
liverpool_289_0233,Ba0.5Sr0.5Li6La2Ta2O12,,Ba0.5 Sr0.5 Li6 La2 Ta2 O12,8.08e-06,,,,,,,,,,,garnet,10.1149/1.2800764,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=289; measured_temperature_C=20; chemical_family=Oxides,,,,,
liverpool_302_0239,Li133B33P34(H44S45)3,,Li133 B33 P34 H132 S135,0.00143,,,,,,,,,,,glass,10.1016/j.jpowsour.2012.12.001,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=302; measured_temperature_C=25; chemical_family=Sulphides and Other Anions,,,,,
liverpool_311_0248,Li1.3Sc0.1Ti1.7Al0.2P3O12,,Li1.3 Sc0.1 Ti1.7 Al0.2 P3 O12,0.000269,,,,,,,,,,,nasicon,10.1007/s10008-012-1780-x,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=311; measured_temperature_C=25; chemical_family=Oxides,,,,,
liverpool_313_0250,LiTi2(PO4)3,,Li1 Ti2 P3 O12,7.2e-05,,,,,,,,,,,nasicon,10.1007/s11164-013-1348-0,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=313; measured_temperature_C=25; chemical_family=Oxides,,,,,
liverpool_332_0266,Li1.6Ti1.4Ga0.6P3O12,,Li1.6 Ti1.4 Ga0.6 P3 O12,1.3e-05,,,,,,,,,,,nasicon,10.1016/0167-2738(86)90176-1,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=332; measured_temperature_C=25; chemical_family=Oxides,,,,,
liverpool_333_0267,Li1.2Sc0.2Ti1.8P3O12,,Li1.2 Sc0.2 Ti1.8 P3 O12,0.000246,,,,,,,,,,,nasicon,10.1016/0167-2738(86)90179-7,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=333; measured_temperature_C=25; chemical_family=Oxides,,,,,
liverpool_334_0268,Li1.8Sc0.8Ti1.2P3O12,,Li1.8 Sc0.8 Ti1.2 P3 O12,0.00088,,,,,,,,,,,nasicon,10.1016/0167-2738(86)90179-7,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=334; measured_temperature_C=25; chemical_family=Oxides,,,,,
