ID,Reduced Composition,Z,True Composition,Ionic conductivity (S cm-1),IC (Total),IC (Bulk),Space group,Space group #,a,b,c,alpha,beta,gamma,Family,DOI,Checked,Ref,Cif ID,Cif ref_1,Cif ref_2,note,close match,close match DOI,ICSD ID,Laskowski ID,Liion ID
caltech_icsd_174202,Li7La3Hf2O12,,Li7 La3 Hf2 O12,9.85e-07,,,,,,,,,,,garnet,10.1016/j.jssc.2009.10.030,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,174202,,
caltech_icsd_180318,Li3PS4,,Li3 P1 S4,2.6e-07,,,,,,,,,,,thio_lisicon,10.1021/ja3110895,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=373,,,180318,,
caltech_icsd_183686,Li6.5La3Zr1.5Ta0.5O12,,Li6.5 La3 Zr1.5 Ta0.5 O12,0.00067,,,,,,,,,,,garnet,10.1149/2.024205esl,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,183686,,
caltech_icsd_184087,Li0.9Ti1.8Nb0.2P3O12,,Li0.9 Ti1.8 Nb0.2 P3 O12,3.2e-08,,,,,,,,,,,nasicon,10.1016/j.ssi.2012.01.035,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,184087,,
caltech_icsd_184917,LiLa(PO3)4,,Li1 La1 P4 O12,6.25e-15,,,,,,,,,,,phosphates,10.1016/j.physb.2012.03.077,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=553,,,184917,,
caltech_icsd_185539,Li6.06La3Zr2Al0.2O12,,Li6.06 La3 Zr2 Al0.2 O12,0.0004,,,,,,,,,,,garnet,10.1039/c1cp22108f,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,185539,,
caltech_icsd_188649,Li1.134Mn0.47Co0.138Ni0.257O2,,Li1.134 Mn0.47 Co0.138 Ni0.257 O2,3.67e-07,,,,,,,,,,,oxides,10.1039/c3ta11040k,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,188649,,
caltech_icsd_188650,Li1.137Mn0.473Co0.137Ni0.252O2,,Li1.137 Mn0.473 Co0.137 Ni0.252 O2,3.31e-06,,,,,,,,,,,oxides,10.1039/c3ta11040k,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,188650,,
caltech_icsd_188651,Li1.149Mn0.467Co0.137Ni0.246O2,,Li1.149 Mn0.467 Co0.137 Ni0.246 O2,4.88e-06,,,,,,,,,,,oxides,10.1039/c3ta11040k,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,188651,,
caltech_icsd_188652,Li1.136Mn0.467Co0.139Ni0.258O2,,Li1.136 Mn0.467 Co0.139 Ni0.258 O2,7.13e-07,,,,,,,,,,,oxides,10.1039/c3ta11040k,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,188652,,
caltech_icsd_188887,Li10GePS12,,Li10 Ge1 P1 S12,0.0121,,,,,,,,,,,lgps,10.1039/c4ta05231e,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,188887,,
caltech_icsd_190654,LiZr2(AsO4)3,,Li1 Zr2 As3 O12,1.12e-09,,,,,,,,,,,oxides,10.1134/s0020168514030091,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=353,,,190654,,
caltech_icsd_190825,Sr0.049Li0.461La0.49Ti1O3,,Sr0.049 Li0.461 La0.49 Ti1 O3,0.000709,,,,,,,,,,,perovskites,10.1016/j.ceramint.2013.05.083,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,190825,,
caltech_icsd_190826,Sr0.111Li0.429La0.46Ti1O3,,Sr0.111 Li0.429 La0.46 Ti1 O3,0.000197,,,,,,,,,,,perovskites,10.1016/j.ceramint.2013.05.083,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,190826,,
caltech_icsd_190827,Sr0.23Li0.368La0.402Ti1O3,,Sr0.23 Li0.368 La0.402 Ti1 O3,2.87e-05,,,,,,,,,,,perovskites,10.1016/j.ceramint.2013.05.083,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,190827,,
caltech_icsd_190830,Sr0.5Li0.25La0.25Ti1O3,,Sr0.5 Li0.25 La0.25 Ti1 O3,1.56e-21,,,,,,,,,,,perovskites,10.1016/j.ceramint.2013.05.083,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=882,,,190830,,
caltech_icsd_191542,Li6.46La3Zr2Al0.081O12,,Li6.46 La3 Zr2 Al0.081 O12,0.00049,,,,,,,,,,,garnet,10.1016/j.ssi.2014.01.043,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,191542,,
caltech_icsd_193168,Li2B3PO8,,Li2 B3 P1 O8,0.00052,,,,,,,,,,,borophosphates,10.1016/j.ssi.2014.10.009,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,193168,,
caltech_icsd_193768,Li4SnSe4,,Li4 Sn1 Se4,2e-05,,,,,,,,,,,chalcogenidotetrelates,10.1021/cm400541n,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,193768,,
caltech_icsd_196431,CsLi5Mn(P2O7)2,,Cs1 Li5 Mn1 P4 O14,3.37e-13,,,,,,,,,,,phosphates,10.1039/c5dt04427h,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=423,,,196431,,
caltech_icsd_196465,Li4.5Cr0.5Te1O6,,Li4.5 Cr0.5 Te1 O6,2.13e-10,,,,,,,,,,,oxides,10.1016/j.materresbull.2015.12.011,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=373,,,196465,,
caltech_icsd_196466,Li4.5Mn0.5Te1O6,,Li4.5 Mn0.5 Te1 O6,9.89e-13,,,,,,,,,,,oxides,10.1016/j.materresbull.2015.12.011,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=373,,,196466,,
caltech_icsd_196467,Li4.5Al0.5Te1O6,,Li4.5 Al0.5 Te1 O6,4.6e-13,,,,,,,,,,,oxides,10.1016/j.materresbull.2015.12.011,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=373,,,196467,,
caltech_icsd_202401,Li6CoCl8,,Li6 Co1 Cl8,4.6e-09,,,,,,,,,,,rocksalt,10.1002/zaac.19875531020,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=373,,,202401,,
caltech_icsd_235184,Li8GeP4,,Li8 Ge1 P4,1.8e-05,,,,,,,,,,,phosphates,10.1021/acs.chemmater.8b02759,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,235184,,
caltech_icsd_238601,Li6.6Si1P1O8,,Li6.6 Si1 P1 O8,1.48e-07,,,,,,,,,,,lisicon,10.1021/jacs.5b04444,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=323,,,238601,,
caltech_icsd_238603,Li4SiO4,,Li4 Si1 O4,5e-10,,,,,,,,,,,lisicon,10.1016/0022-4596(84)90114-2,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,238603,,
caltech_icsd_239304,Li3.2V1N0.24O3.76,,Li3.2 V1 N0.24 O3.76,4.52e-13,,,,,,,,,,,oxides,10.1039/c5ta07823g,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=604,,,239304,,
caltech_icsd_239762,LiY(BH4)4,,Li1 Y1 B4 H16,1.26e-06,,,,,,,,,,,hydrides,10.1039/c6ta02761j,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,239762,,
caltech_icsd_239763,LiBH4,,Li1 B1 H4,1e-08,,,,,,,,,,,other,10.1039/c6ta02761j,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,239763,,
caltech_icsd_240676,Li2Ca(HN)2,,Li2 Ca1 H2 N2,6.4e-06,,,,,,,,,,,other,10.1039/c2cp23636b,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,240676,,
caltech_icsd_240749,Li9S3N,,Li9 S3 N1,8.3e-07,,,,,,,,,,,nitrides,10.1039/c5ta05432j,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,240749,,
caltech_icsd_241829,Li2VS2O9,,Li2 V1 S2 O9,4.2e-10,,,,,,,,,,,oxides,10.1021/acs.chemmater.6b02759,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,241829,,
caltech_icsd_242170,Li2PS3,,Li4 P2 S6,2.38e-07,,,,,,,,,,,glass,10.1016/j.ssi.2015.10.015,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,242170,,
caltech_icsd_243915,Li2Mg2P3NO9,,Li2 Mg2 P3 N1 O9,9e-07,,,,,,,,,,,phosphates,10.1021/jacs.7b02323,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,243915,,
caltech_icsd_248343,Li3B(PO4)2,,Li3 B1 P2 O8,9.6e-12,,,,,,,,,,,borophosphates,10.1016/j.jssc.2014.11.024,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,248343,,
caltech_icsd_248836,Li4CoTeO6,,Li8 Co2 Te2 O12,1.66e-06,,,,,,,,,,,oxides,10.1021/ic301125n,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,248836,,
caltech_icsd_254406,LiGa2GeS6,,Li1 Ga2 Ge1 S6,3.8e-08,,,,,,,,,,,sulfides,10.1016/j.ssi.2014.04.015,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,254406,,
caltech_icsd_255464,Li4Zn(PO4)2,,Li4 Zn1 P2 O8,5.44e-18,,,,,,,,,,,phosphates,10.1021/acs.chemmater.7b05139,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=473,,,255464,,
caltech_icsd_258921,Li6.5La3Hf1.5Ta0.5O12,,Li6.5 La3 Hf1.5 Ta0.5 O12,0.0004,,,,,,,,,,,garnet,10.2109/jcersj2.16273,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,258921,,
caltech_icsd_258922,Li6.5La3Ta0.5Sn1.5O12,,Li6.5 La3 Ta0.5 Sn1.5 O12,0.00019,,,,,,,,,,,garnet,10.2109/jcersj2.16273,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,258922,,
caltech_icsd_259001,Li5La3Ta2O12,,Li5 La3 Ta2 O12,1.65e-05,,,,,,,,,,,garnet,10.1039/c6dt04021g,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,259001,,
caltech_icsd_259002,Li5.3La3Gd0.15Ta1.85O12,,Li5.3 La3 Gd0.15 Ta1.85 O12,4.86e-06,,,,,,,,,,,garnet,10.1039/c6dt04021g,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,259002,,
caltech_icsd_259003,Li5.5La3Gd0.25Ta1.75O12,,Li5.5 La3 Gd0.25 Ta1.75 O12,6.5e-05,,,,,,,,,,,garnet,10.1039/c6dt04021g,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,259003,,
caltech_icsd_259004,Li5.7La3Gd0.35Ta1.65O12,,Li5.7 La3 Gd0.35 Ta1.65 O12,8.18e-05,,,,,,,,,,,garnet,10.1039/c6dt04021g,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,259004,,
caltech_icsd_259005,Li5.9La3Gd0.45Ta1.55O12,,Li5.9 La3 Gd0.45 Ta1.55 O12,4.32e-06,,,,,,,,,,,garnet,10.1039/c6dt04021g,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,259005,,
caltech_icsd_259006,Li6.1La3Gd0.55Ta1.45O12,,Li6.1 La3 Gd0.55 Ta1.45 O12,8.56e-07,,,,,,,,,,,garnet,10.1039/c6dt04021g,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,259006,,
caltech_icsd_259199,Li5B3H13N,,Li5 B3 H13 N1,1.04e-07,,,,,,,,,,,hydrides,10.1021/acs.jpcc.7b00821,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,259199,,
caltech_icsd_259200,Li6PS5Cl,,Li6 P1 S5 Cl1,0.00205,,,,,,,,,,,argyrodites,10.1021/jacs.7b06327,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,259200,,
caltech_icsd_261343,LiZnSO4F,,Li1 Zn1 S1 O4 F1,2.8e-05,,,,,,,,,,,oxyhalides,10.1002/anie.201006331,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,261343,,
caltech_icsd_262046,LiMn2TeO6,,Li1 Mn2 Te1 O6,2e-07,,,,,,,,,,,oxides,10.1016/j.solidstatesciences.2011.08.019,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,262046,,
caltech_icsd_262922,Li14Ce5Si11N19O7F2,,Li14 Ce5 Si11 N19 O7 F2,1.7e-10,,,,,,,,,,,nitridosilicates,10.1021/ja302255d,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=433,,,262922,,
caltech_icsd_264462,Li1.69Zn0.66P1S4,,Li1.69 Zn0.66 P1 S4,0.00013,,,,,,,,,,,sulfides,10.1021/acs.chemmater.7b05108,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,264462,,
caltech_icsd_264463,Li1.19Zn0.9P1S4,,Li1.19 Zn0.9 P1 S4,1.65e-05,,,,,,,,,,,sulfides,10.1021/acs.chemmater.7b05108,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,264463,,
caltech_icsd_264522,Li6.74La3Hf2Al0.08O12,,Li6.74 La3 Hf2 Al0.08 O12,8e-05,,,,,,,,,,,garnet,10.1016/j.jpowsour.2018.04.066,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,264522,,
caltech_icsd_264526,Li6B0.9P1H3.6S4.9,,Li6 B0.9 P1 H3.6 S4.9,0.0018,,,,,,,,,,,hydrides,10.1021/acsomega.8b00377,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,264526,,
caltech_icsd_267193,Li6PS5Br,,Li6 P1 S5 Br1,0.00277,,,,,,,,,,,argyrodites,10.1021/acs.inorgchem.8b02443,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,267193,,
caltech_icsd_280927,BaLiP2O7,,Ba1 Li1 P2 O7,2.03e-12,,,,,,,,,,,pyrophosphate,10.1007/s11581-014-1261-6,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=589,,,280927,,
caltech_icsd_281119,LiMgSO4F,,Li1 Mg1 S1 O4 F1,5.4e-08,,,,,,,,,,,oxyhalides,10.1021/jp304767d,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,281119,,
caltech_icsd_290831,Li4GeS4,,Li4 Ge1 S4,2e-07,,,,,,,,,,,thio_lisicon,10.1016/j.ssi.2004.02.025,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,290831,,
caltech_icsd_290979,Li3SNO3,,Li3 S1 N1 O3,1e-14,,,,,,,,,,,oxides,10.1016/j.solidstatesciences.2013.08.004,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=476,,,290979,,
caltech_icsd_291218,LiLa9(Si3O13)2,,Li1 La9 Si6 O26,1.45e-12,,,,,,,,,,,silicates,10.1016/0167-2738(95)00240-5,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=531,,,291218,,
caltech_icsd_291220,LiEu9(Si3O13)2,,Li1 Eu9 Si6 O26,9.7e-14,,,,,,,,,,,silicates,10.1016/0167-2738(95)00240-5,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=531,,,291220,,
caltech_icsd_291520,Sr0.69Li0.16Ta0.75Ga0.25O3,,Sr0.69 Li0.16 Ta0.75 Ga0.25 O3,3.69e-06,,,,,,,,,,,perovskites,10.1016/j.jssc.2015.01.007,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,291520,,
caltech_icsd_402062,Li2ZnI4,,Li2 Zn1 I4,4e-08,,,,,,,,,,,halides,10.1016/j.ssi.2007.10.018,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,402062,,
caltech_icsd_403573,Li10.34Si1.35P1.65S9.68O2.3,,Li10.34 Si1.35 P1.65 S9.68 O2.3,0.00313,,,,,,,,,,,lisicon,10.1021/acs.chemmater.9b00505,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,403573,,
caltech_icsd_403574,Li13.73Si1.35P1.65S10.46O1.54,,Li13.73 Si1.35 P1.65 S10.46 O1.54,0.00269,,,,,,,,,,,lisicon,10.1021/acs.chemmater.9b00505,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,403574,,
caltech_icsd_403592,Li6.22Si0.2P0.8S5I1,,Li6.22 Si0.2 P0.8 S5 I1,7.79e-06,,,,,,,,,,,argyrodites,10.1021/acs.chemmater.9b01857,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,403592,,
caltech_icsd_414244,LiI,,Li1 I1,1e-07,,,,,,,,,,,rocksalt,10.1149/1.2403248,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,414244,,
caltech_icsd_415121,Li2TeSe3,,Li2 Te1 Se3,1.82e-10,,,,,,,,,,,sulfides,10.1002/zaac.200500007,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=383,,,415121,,
caltech_icsd_420126,Li2SiN2,,Li2 Si1 N2,6.99e-06,,,,,,,,,,,nitride,10.1016/0167-2738(87)90119-6,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,420126,,
caltech_icsd_421130,Li7PS6,,Li7 P1 S6,0.00011,,,,,,,,,,,thio_phosphate,10.1021/acsami.8b19181,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,421130,,
caltech_icsd_422259,Li7La3Zr2O12,,Li7 La3 Zr2 O12,0.000569,,,,,,,,,,,garnet,10.1016/j.ssi.2010.12.010,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,422259,,
caltech_icsd_424834,Li3SbS3,,Li3 Sb1 S3,1e-07,,,,,,,,,,,sulfides,10.1016/0167-2738(83)90222-9,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,424834,,
caltech_icsd_427619,Li1.2Ti1.8Al0.2P3O12,,Li1.2 Ti1.8 Al0.2 P3 O12,0.00338,,,,,,,,,,,nasicon,10.1016/j.jeurceramsoc.2014.11.023,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,427619,,
caltech_icsd_428404,LiFePO4F,,Li1 Fe1 P1 O4 F1,6e-08,,,,,,,,,,,fluorophosphates,10.1016/j.electacta.2012.08.073,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,428404,,
caltech_icsd_430574,Li6.16La2.94Zr2Al0.07Ga0.15O12,,Li6.16 La2.94 Zr2 Al0.07 Ga0.15 O12,0.00106,,,,,,,,,,,garnet,10.1021/acs.chemmater.6b00579,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,430574,,
caltech_icsd_430575,Li6.85La2.94Zr2Al0.11Ga0.08O12,,Li6.85 La2.94 Zr2 Al0.11 Ga0.08 O12,0.00063,,,,,,,,,,,garnet,10.1021/acs.chemmater.6b00579,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,430575,,
caltech_icsd_430576,Li5.55La2.88Zr2Al0.19Ga0.05O12,,Li5.55 La2.88 Zr2 Al0.19 Ga0.05 O12,0.00038,,,,,,,,,,,garnet,10.1021/acs.chemmater.6b00579,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,430576,,
caltech_icsd_431128,Li2Ti3O7,,Li2 Ti3 O7,7.44e-07,,,,,,,,,,,oxides,10.1016/0038-1098(79)90780-4,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,431128,,
caltech_icsd_432169,Li4.117P1S4I1,,Li4.117 P1 S4 I1,0.00012,,,,,,,,,,,argyrodites,10.1021/acs.chemmater.7b00013,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=na,,,432169,,
caltech_icsd_433117,Li3CoTeO6,,Li3 Co1 Te1 O6,5.83e-16,,,,,,,,,,,oxides,10.1039/c7dt02663c,0,data/database/caltech/ionic_conductivity_database .csv,,,,lowest_extrapolation_temperature_K=523,,,433117,,
liverpool_2_0002,Li2HBrO,,Li2 H1 Br1 O1,5.4e-07,,,,,,,,,,,Anti-Perovskite,10.1002/aenm.201700971,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=2; measured_temperature_C=22.06; chemical_family=Oxides and Other Anions,,,,,
liverpool_3_0003,Li2.4H0.6Cl1O1,,Li2.4 H0.6 Cl1 O1,8.9e-08,,,,,,,,,,,Anti-Perovskite,10.1002/aenm.201700971,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=3; measured_temperature_C=26; chemical_family=Oxides and Other Anions,,,,,
liverpool_4_0004,Li2.1H0.9Cl1O1,,Li2.1 H0.9 Cl1 O1,8.05e-08,,,,,,,,,,,Anti-Perovskite,10.1002/aenm.201700971,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=4; measured_temperature_C=26; chemical_family=Oxides and Other Anions,,,,,
liverpool_6_0006,Li2.7H0.3Cl1O1,,Li2.7 H0.3 Cl1 O1,7.3e-09,,,,,,,,,,,Anti-Perovskite,10.1002/aenm.201700971,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=6; measured_temperature_C=26; chemical_family=Oxides and Other Anions,,,,,
liverpool_18_0012,Li3.4Si0.4P0.6S4,,Li3.4 Si0.4 P0.6 S4,0.00064,,,,,,,,,,,Thio-LISICON,10.1006/jssc.2002.9701,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=18; measured_temperature_C=27; chemical_family=Sulphides,,,,,
liverpool_26_0020,Li1.3Ti1.7Al0.3P3O12,,Li1.3 Ti1.7 Al0.3 P3 O12,0.0062,,,,,,,,,,,NASICON,10.1016/j.ssi.2014.07.018,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=26; measured_temperature_C=24.85; chemical_family=Oxides,,,,,
liverpool_29_0022,Li1.2Sc0.2Ti1.8P3O12,,Li1.2 Sc0.2 Ti1.8 P3 O12,0.000231,,,,,,,,,,,NASICON,10.1021/acs.inorgchem.6b02274,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=29; measured_temperature_C=25; chemical_family=Oxides,,,,,
liverpool_30_0023,Li1.6Al0.6Ge0.8P3O12,,Li1.6 Al0.6 Ge0.8 P3 O12,0.0007,,,,,,,,,,,NASICON,10.1021/cm021717j,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=30; measured_temperature_C=24.85; chemical_family=Oxides,,,,,
liverpool_31_0024,Li6.55La3Zr2Ga0.9O12,,Li6.55 La3 Zr2 Ga0.9 O12,0.0013,,,,,,,,,,,Garnet,10.1021/cm5008069,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=31; measured_temperature_C=24.85; chemical_family=Oxides,,,,,
liverpool_37_0028,Li10Ge(PS6)2,,Li10 Ge1 P2 S12,0.00203,,,,,,,,,,,Thio-LISICON,10.1016/j.ssi.2015.02.014,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=37; measured_temperature_C=25; chemical_family=Sulphides,,,,,
liverpool_40_0030,Li1.4Ti1.6Al0.4P3O12,,Li1.4 Ti1.6 Al0.4 P3 O12,0.00563,,,,,,,,,,,NASICON,10.1039/c5ta08545d,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=40; measured_temperature_C=24.85; chemical_family=Oxides,,,,,
liverpool_41_0031,Li6.46La3Zr1.95Al0.15O11.86,,Li6.46 La3 Zr1.95 Al0.15 O11.86,8.3e-05,,,,,,,,,,,Garnet,10.1016/j.ensm.2019.08.017,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=41; measured_temperature_C=25; chemical_family=Oxides,,,,,
liverpool_44_0033,Li3.25Ge0.25P0.75S4,,Li3.25 Ge0.25 P0.75 S4,0.00203,,,,,,,,,,,Thio-LISICON,10.1016/j.ssi.2015.02.014,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=44; measured_temperature_C=25; chemical_family=Sulphides,,,,,
liverpool_46_0035,Li6.5La3Zr1.5Ta0.5O12,,Li6.5 La3 Zr1.5 Ta0.5 O12,0.000794,,,,,,,,,,,Garnet,10.3389/fenrg.2016.00028,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=46; measured_temperature_C=26.85; chemical_family=Oxides,,,,,
liverpool_60_0044,Li0.36La0.55Ti0.992Al0.008O3,,Li0.36 La0.55 Ti0.992 Al0.008 O3,0.000654,,,,,,,,,,,Perovskite,10.1007/bf02375549,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=60; measured_temperature_C=25; chemical_family=Oxides,,,,,
liverpool_64_0048,Li0.022La0.117Ti0.208Al0.001O0.626,,Li0.022 La0.117 Ti0.208 Al0.001 O0.626,0.00126,,,,,,,,,,,Perovskite,10.1007/bf02378009,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=64; measured_temperature_C=30; chemical_family=Oxides,,,,,
liverpool_79_0061,Li0.24La0.59Ti1O3,,Li0.24 La0.59 Ti1 O3,0.000166,,,,,,,,,,,Perovskite,10.1007/s10717-007-0032-5,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=79; measured_temperature_C=23; chemical_family=Oxides,,,,,
liverpool_86_0067,Li0.8Sb0.72P0.48S2.68,,Li0.8 Sb0.72 P0.48 S2.68,1.6e-07,,,,,,,,,,,Glass,10.1007/s11581-006-0054-y,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=86; measured_temperature_C=25; chemical_family=Sulphides,,,,,
