ID,Reduced Composition,Z,True Composition,Ionic conductivity (S cm-1),IC (Total),IC (Bulk),Space group,Space group #,a,b,c,alpha,beta,gamma,Family,DOI,Checked,Ref,Cif ID,Cif ref_1,Cif ref_2,note,close match,close match DOI,ICSD ID,Laskowski ID,Liion ID,removed_reason
liverpool_399_0329,Li0.98Zr1.98Nb0.02P3O12,,Li0.98 Zr1.98 Nb0.02 P3 O12,2.5e-07,,,,,,,,,,,nasicon,10.1016/j.ssi.2003.12.037,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=399; measured_temperature_C=25; chemical_family=Oxides,,,,,,model threshold: conductivity < 1e-06
liverpool_489_0407,Li3.2P1N0.7O3.1,,Li3.2 P1 N0.7 O3.1,5e-07,,,,,,,,,,,lisicon,10.1016/j.ssi.2005.10.021,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=489; measured_temperature_C=25; chemical_family=Oxides and Other Anions,,,,,,model threshold: conductivity < 1e-06
liverpool_495_0411,LiFePO4,,Li1 Fe1 P1 O4,1.1e-09,,,,,,,,,,,olivine,10.1016/j.ssi.2008.06.028,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=495; measured_temperature_C=30; chemical_family=Oxides,,,,,,model threshold: conductivity < 1e-06
liverpool_505_0419,Li4B2SeO7,,Li100 B50 Se25 O175,7.54e-07,,,,,,,,,,,glass,10.1016/s0167-2738(02)00137-6,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=505; measured_temperature_C=27; chemical_family=Oxides,,,,,,model threshold: conductivity < 1e-06
liverpool_541_0446,Li3PO4,,Li3 P1 O4,1.75e-13,,,,,,,,,,,lisicon,10.1021/acs.chemmater.8b01504,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=541; measured_temperature_C=30; chemical_family=Oxides,,,,,,model threshold: conductivity < 1e-06
liverpool_587_0484,LiBH4,,Li1 B1 H4,9.89e-08,,,,,,,,,,,other,10.1021/acsomega.8b00377,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=587; measured_temperature_C=27; chemical_family=Other,,,,,,model threshold: conductivity < 1e-06
liverpool_637_0524,Sr0.8Li0.1Ti0.7Nb0.3O3,,Sr0.8 Li0.1 Ti0.7 Nb0.3 O3,1e-08,,,,,,,,,,,perovskites,10.1149/1.1629102,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=637; measured_temperature_C=25; chemical_family=Oxides,,,,,,model threshold: conductivity < 1e-06
liverpool_638_0525,Sr0.6Li0.3Ta0.5Ti0.2Fe0.3O3,,Sr0.6 Li0.3 Ta0.5 Ti0.2 Fe0.3 O3,1e-07,,,,,,,,,,,perovskites,10.1149/1.1629102,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=638; measured_temperature_C=25; chemical_family=Oxides,,,,,,model threshold: conductivity < 1e-06
liverpool_654_0541,Ba2LiTi2NbO9,,Ba2 Li1 Ti2 Nb1 O9,1e-07,,,,,,,,,,,perovskites,10.1021/cm9810382,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=654; measured_temperature_C=30; chemical_family=Oxides,,,,,,model threshold: conductivity < 1e-06
liverpool_703_0586,Li6Br3N,,Li6 Br3 N1,3.1e-07,,,,,,,,,,,rocksalt,10.1002/anie.198000741,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=703; measured_temperature_C=25; chemical_family=Halides,,,,,,model threshold: conductivity < 1e-06
liverpool_704_0587,Li4SiO4,,Li4 Si1 O4,2e-10,,,,,,,,,,,lisicon,10.1016/0025-5408(76)90235-x,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=704; measured_temperature_C=25; chemical_family=Oxides,,,,,,model threshold: conductivity < 1e-06
liverpool_708_0591,LiI,,Li1 I1,2.8e-08,,,,,,,,,,,rocksalt,10.1016/0167-2738(81)90020-5,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=708; measured_temperature_C=25; chemical_family=Halides,,,,,,model threshold: conductivity < 1e-06
liverpool_712_0595,Li3Sc2(PO4)3,,Li3 Sc2 P3 O12,1e-10,,,,,,,,,,,nasicon,10.1016/j.materresbull.2007.08.007,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=712; measured_temperature_C=25; chemical_family=Oxides,,,,,,model threshold: conductivity < 1e-06
liverpool_726_0606,Li13.6Si2.8S1.2O16,,Li13.6 Si2.8 S1.2 O16,6e-07,,,,,,,,,,,lisicon,10.1016/0013-4686(77)80035-2,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=726; measured_temperature_C=25; chemical_family=Oxides,,,,,,model threshold: conductivity < 1e-06
liverpool_847_0705,Li10Al(P3O10)3,,Li100 Al10 P90 O300,1.15e-08,,,,,,,,,,,glass,10.1016/j.jeurceramsoc.2008.12.016,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=847; measured_temperature_C=25; chemical_family=Oxides,,,,,,model threshold: conductivity < 1e-06
liverpool_852_0710,LiPO3,,Li100 P100 O300,1.32e-09,,,,,,,,,,,glass,10.1016/j.jeurceramsoc.2008.12.016,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=852; measured_temperature_C=25; chemical_family=Oxides,,,,,,model threshold: conductivity < 1e-06
liverpool_853_0711,Li18LaS9IO,,Li18 La1 S9 I1 O1,8.13e-09,,,,,,,,,,,glass,10.1016/j.ssi.2008.01.072,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=853; measured_temperature_C=30; chemical_family=Sulphides and Other Anions,,,,,,model threshold: conductivity < 1e-06
liverpool_855_0713,Li0.5Ag0.5P0.5I0.5O1.5,,Li0.5 Ag0.5 P0.5 I0.5 O1.5,4.1e-08,,,,,,,,,,,glass,10.1016/j.ssi.2008.04.015,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=855; measured_temperature_C=30; chemical_family=Oxides and Other Anions,,,,,,model threshold: conductivity < 1e-06
liverpool_857_0715,Li4La5S2(IO)5,,Li4 La5 S2 I5 O5,6.92e-08,,,,,,,,,,,glass,10.1016/j.ssi.2008.01.072,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=857; measured_temperature_C=30; chemical_family=Sulphides and Other Anions,,,,,,model threshold: conductivity < 1e-06
liverpool_858_0716,Li2LaSIO,,Li2 La1 S1 I1 O1,2.75e-07,,,,,,,,,,,glass,10.1016/j.ssi.2008.01.072,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=858; measured_temperature_C=30; chemical_family=Sulphides and Other Anions,,,,,,model threshold: conductivity < 1e-06
liverpool_859_0717,Li3.9Zn0.05Ge1S4,,Li3.9 Zn0.05 Ge1 S4,2.84e-07,,,,,,,,,,,thio_lisicon,10.1016/s0167-2738(00)00277-0,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=859; measured_temperature_C=25; chemical_family=Sulphides,,,,,,model threshold: conductivity < 1e-06
liverpool_891_0749,Li6La2MgTa2O12,,Li6 La2 Mg1 Ta2 O12,1.92e-07,,,,,,,,,,,garnet,10.1149/1.2800764,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=891; measured_temperature_C=21.1; chemical_family=Oxides,,,,,,model threshold: conductivity < 1e-06
liverpool_904_0762,Li0.95Mg0.95In0.05P1O4,,Li0.95 Mg0.95 In0.05 P1 O4,1.12e-10,,,,,,,,,,,olivine,10.1021/cm504518q,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=904; measured_temperature_C=25; chemical_family=Oxides,,,,,,model threshold: conductivity < 1e-06
liverpool_905_0763,Li0.9Mg0.9In0.1P1O4,,Li0.9 Mg0.9 In0.1 P1 O4,5.01e-10,,,,,,,,,,,olivine,10.1021/cm504518q,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=905; measured_temperature_C=25; chemical_family=Oxides,,,,,,model threshold: conductivity < 1e-06
liverpool_906_0764,Li0.85Mg0.85In0.15P1O4,,Li0.85 Mg0.85 In0.15 P1 O4,1.26e-09,,,,,,,,,,,olivine,10.1021/cm504518q,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=906; measured_temperature_C=25; chemical_family=Oxides,,,,,,model threshold: conductivity < 1e-06
liverpool_907_0765,Li0.83Mg0.83In0.17P1O4,,Li0.83 Mg0.83 In0.17 P1 O4,1.41e-09,,,,,,,,,,,olivine,10.1021/cm504518q,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=907; measured_temperature_C=25; chemical_family=Oxides,,,,,,model threshold: conductivity < 1e-06
liverpool_2003_0792,Li3.09B1N0.52O2.53,,Li3.09 B1 N0.52 O2.53,8.65e-07,,,,,,,,,,,glass,10.1016/j.jpowsour.2008.09.089,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=2003; measured_temperature_C=25; chemical_family=Oxides,,,,,,model threshold: conductivity < 1e-06
liverpool_2004_0793,Li5Nd3(SbO6)2,,Li5 Nd3 Sb2 O12,5.58e-07,,,,,,,,,,,garnet,10.1016/j.ssi.2008.01.002,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=2004; measured_temperature_C=25; chemical_family=Oxides,,,,,,model threshold: conductivity < 1e-06
liverpool_2006_0795,LiAl(SiO3)2,,Li1 Al1 Si2 O6,3.49e-09,,,,,,,,,,,glass,10.1016/j.ssi.2009.02.028,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=2006; measured_temperature_C=25; chemical_family=Oxides,,,,,,model threshold: conductivity < 1e-06
liverpool_2007_0796,Li33.2Si83.4O183.4,,Li33.2 Si83.4 O183.4,1.3e-09,,,,,,,,,,,glass,10.1016/s0022-3093(99)00688-2,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=2007; measured_temperature_C=25; chemical_family=Oxides,,,,,,model threshold: conductivity < 1e-06
liverpool_2010_0799,Li1.9Mg0.1Ti1O3.05,,Li1.9 Mg0.1 Ti1 O3.05,1.96e-07,,,,,,,,,,,rocksalt,10.1016/j.ssi.2008.03.001,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=2010; measured_temperature_C=25; chemical_family=Sulphides and Other Anions,,,,,,model threshold: conductivity < 1e-06
liverpool_2011_0800,Li0.3Y0.9P1O4,,Li0.3 Y0.9 P1 O4,4.64e-07,,,,,,,,,,,zircon,10.1016/0167-2738(89)90457-8,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=2011; measured_temperature_C=25; chemical_family=Oxides,,,,,,model threshold: conductivity < 1e-06
liverpool_2012_0801,Li0.9Y0.7P1O4,,Li0.9 Y0.7 P1 O4,6.57e-09,,,,,,,,,,,zircon,10.1016/0167-2738(89)90457-8,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=2012; measured_temperature_C=25; chemical_family=Oxides,,,,,,model threshold: conductivity < 1e-06
liverpool_2013_0802,Li1.5Y0.5P1O4,,Li1.5 Y0.5 P1 O4,6.68e-11,,,,,,,,,,,zircon,10.1016/0167-2738(89)90457-8,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=2013; measured_temperature_C=25; chemical_family=Oxides,,,,,,model threshold: conductivity < 1e-06
liverpool_2014_0803,LiGaSiO4,,Li1 Ga1 Si1 O4,1.08e-11,,,,,,,,,,,phenakite,10.1016/0167-2738(87)90048-8,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=2014; measured_temperature_C=25; chemical_family=Oxides,,,,,,model threshold: conductivity < 1e-06
liverpool_2015_0804,Li0.68Ga0.68Si2.33O6,,Li0.68 Ga0.68 Si2.33 O6,3.15e-11,,,,,,,,,,,phenakite,10.1016/0167-2738(87)90048-8,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=2015; measured_temperature_C=25; chemical_family=Oxides,,,,,,model threshold: conductivity < 1e-06
liverpool_2016_0805,Li0.96Ga0.96Si2.04O6,,Li0.96 Ga0.96 Si2.04 O6,2.35e-11,,,,,,,,,,,phenakite,10.1016/0167-2738(87)90048-8,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=2016; measured_temperature_C=25; chemical_family=Oxides,,,,,,model threshold: conductivity < 1e-06
liverpool_2021_0810,LiCaTiNbO6,,Li1 Ca1 Ti1 Nb1 O6,6.07e-07,,,,,,,,,,,perovskites,10.1021/cm9810382,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=2021; measured_temperature_C=25; chemical_family=Oxides,,,,,,model threshold: conductivity < 1e-06
liverpool_2029_0818,Li6NiCl8,,Li6 Ni1 Cl8,2.69e-10,,,,,,,,,,,rocksalt,10.1002/zaac.19875531020,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=2029; measured_temperature_C=25; chemical_family=Halides,,,,,,model threshold: conductivity < 1e-06
fft,Li3N,,Li3 N1,0.0002085,,,,,,,,,,,nitrides,10.1016/0167-2738(83)90045-0,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=1983,,,,,,same formula representative selection; kept gvd with highest reported conductivity
iwe,Li1.3Sc0.3Ti1.7P3O12,,Li1.3 Sc0.3 Ti1.7 P3 O12,0.000407,,,,,,,,,,,nasicon,10.1016/0167-2738(86)90179-7,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=1986,,,,,,same formula representative selection; kept do2 with highest reported conductivity
qkr,Li1.3La0.3Ti1.7P3O12,,Li1.3 La0.3 Ti1.7 P3 O12,0.000523,,,,,,,,,,,nasicon,10.1149/1.2086597,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=1990,,,,,,same formula representative selection; kept ctg with highest reported conductivity
vus,Li1.5La0.5Ti1.5P3O12,,Li1.5 La0.5 Ti1.5 P3 O12,0.000281,,,,,,,,,,,nasicon,10.1149/1.2086597,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=1990,,,,,,same formula representative selection; kept liverpool_470_0388 with highest reported conductivity
sv7,Li0.34La0.51Ti1O2.94,,Li0.34 La0.51 Ti1 O2.94,0.001,,,,,,,,,,,perovskites,10.1016/0167-2738(94)90309-3,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=1994,,,,,,same formula representative selection; kept liverpool_603_0499 with highest reported conductivity
ag1,Li1.3Al0.3Ge1.7P3O12,,Li1.3 Al0.3 Ge1.7 P3 O12,3.9e-05,,,,,,,,,,,nasicon,10.1016/s0955-2219(99)00055-2,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=1999,,,,,,same formula representative selection; kept 3uq with highest reported conductivity
0y6,Li1.6Al0.6Ge1.4P3O12,,Li1.6 Al0.6 Ge1.4 P3 O12,0.00014,,,,,,,,,,,nasicon,10.1016/s0955-2219(99)00055-2,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=1999,,,,,,same formula representative selection; kept 1dm with highest reported conductivity
68u,Li5La3Nb2O12,,Li5 La3 Nb2 O12,8e-06,,,,,,,,,,,garnet,10.1111/j.1551-2916.2005.00060.x,1,data/database/obelix/processed/all-v1.csv,,,,close match: Yes；close match DOI: 10.1016/0025-5408(88)90264-4; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2005,,,,,,same formula representative selection; kept caltech_icsd_171171 with highest reported conductivity
gyw,SrLi6La2Ta2O12,,Sr1 Li6 La2 Ta2 O12,4.2e-06,,,,,,,,,,,garnet,10.1111/j.1551-2916.2005.00060.x,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2005,,,,,,same formula representative selection; kept ps0 with highest reported conductivity
mdp,Li7P3S11,,Li7 P3 S11,0.0032,,,,,,,,,,,thio_phosphate,10.1016/j.ssi.2006.04.017|10.1016/j.ssi.2007.05.020|10.1039/c3ee41655k,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2006,,,,,,same formula representative selection; kept liverpool_717_0599 with highest reported conductivity
7o7,BaLi6La2Ta2O12,,Ba1 Li6 La2 Ta2 O12,2.95e-05,,,,,,,,,,,garnet,10.1007/s11581-007-0097-8,1,data/database/obelix/processed/all-v1.csv,,,,lattice parameter double check；close match: Yes；close match DOI: 10.1021/am4060194; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2007,,,,,,same formula representative selection; kept 544 with highest reported conductivity
kbq,Li5La3(BiO6)2,,Li5 La3 Bi2 O12,1.9e-05,,,,,,,,,,,garnet,10.1016/j.mseb.2007.07.009,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2007,,,,,,same formula representative selection; kept b7v with highest reported conductivity
tbj,Li5La3(SbO6)2,,Li5 La3 Sb2 O12,3.33e-06,,,,,,,,,,,garnet,10.1016/j.ssi.2008.01.002,1,data/database/obelix/processed/all-v1.csv,,,,duplicate with line 536; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2008,,,,,,same formula representative selection; kept xog with highest reported conductivity
gcj,Li6CaLa2Nb2O12,,Li6 Ca1 La2 Nb2 O12,1.33e-06,,,,,,,,,,,garnet,10.1016/j.ssi.2008.01.047,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2008,,,,,,same formula representative selection; kept uaz with highest reported conductivity
20k,SrLi6La2Nb2O12,,Sr1 Li6 La2 Nb2 O12,3.69e-06,,,,,,,,,,,garnet,10.1016/j.ssi.2008.01.047,1,data/database/obelix/processed/all-v1.csv,,,,"Value for annealed, quenched also available: 6.2e-7; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2008",,,,,,same formula representative selection; kept cjq with highest reported conductivity
hud,BaLi6La2Ta2O12,,Ba1 Li6 La2 Ta2 O12,1.3e-05,,,,,,,,,,,garnet,10.1016/j.ssi.2008.10.022,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2009,,,,,,same formula representative selection; kept 544 with highest reported conductivity
gkl,Li5La3Nb2O12,,Li5 La3 Nb2 O12,5.08e-06,,,,,,,,,,,garnet,10.1016/j.jpowsour.2011.05.031,1,data/database/obelix/processed/all-v1.csv,,,,ic # incorrect；close match: Yes；close match DOI: 10.1039/b514640b; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2011,,,,,,same formula representative selection; kept caltech_icsd_171171 with highest reported conductivity
dq4,Li1.3Sc0.2Ti1.7Al0.1P3O12,,Li1.3 Sc0.2 Ti1.7 Al0.1 P3 O12,0.000426,,,,,,,,,,,nasicon,10.1007/s10008-012-1780-x,1,data/database/obelix/processed/all-v1.csv,,,,refer D2 - 144; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,,same formula representative selection; kept czo with highest reported conductivity
ner,BaLi6La2Ta2O12,,Ba1 Li6 La2 Ta2 O12,1.69e-05,,,,,,,,,,,garnet,10.1016/j.materresbull.2012.04.032,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,,same formula representative selection; kept 544 with highest reported conductivity
o8s,Li1.3Sc0.3Ti1.7P3O12,,Li1.3 Sc0.3 Ti1.7 P3 O12,0.000452,,,,,,,,,,,nasicon,10.1016/j.ssi.2012.03.045,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,,same formula representative selection; kept do2 with highest reported conductivity
gdr,Li6.2La3Zr1.2Ta0.8O12,,Li6.2 La3 Zr1.2 Ta0.8 O12,0.00032,,,,,,,,,,,garnet,10.1039/c2jm31413d,1,data/database/obelix/processed/all-v1.csv,,,,close match: Yes；close match DOI: 10.2109/jcersj2.19022; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,,same formula representative selection; kept caltech_icsd_22959 with highest reported conductivity
zqx,Li6.6La3Zr1.6Ta0.4O12,,Li6.6 La3 Zr1.6 Ta0.4 O12,0.00073,,,,,,,,,,,garnet,10.1039/c2jm31413d,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,,same formula representative selection; kept caltech_icsd_22956 with highest reported conductivity
o5q,Li6.8La3Zr1.8Ta0.2O12,,Li6.8 La3 Zr1.8 Ta0.2 O12,0.00028,,,,,,,,,,,garnet,10.1039/c2jm31413d,1,data/database/obelix/processed/all-v1.csv,,,,close match: Yes；close match DOI: 10.2109/jcersj2.19022; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,,same formula representative selection; kept v1q with highest reported conductivity
0ew,Li6La3ZrTaO12,,Li6 La3 Zr1 Ta1 O12,0.00016,,,,,,,,,,,garnet,10.1039/c2jm31413d,1,data/database/obelix/processed/all-v1.csv,,,,duplicate with line 510; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,,same formula representative selection; kept 6hq with highest reported conductivity
4vd,Li6.75La3Zr1.75Ta0.25O12,,Li6.75 La3 Zr1.75 Ta0.25 O12,0.00063,,,,,,,,,,,garnet,10.1149/2.024205esl,1,data/database/obelix/processed/all-v1.csv,,,,duplicate with line 512; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,,same formula representative selection; kept 7w5 with highest reported conductivity
2wb,Li6.6La3Zr1.6Ta0.4O12,,Li6.6 La3 Zr1.6 Ta0.4 O12,0.00047,,,,,,,,,,,garnet,10.1149/2.024205esl,1,data/database/obelix/processed/all-v1.csv,,,,close match: Yes；close match DOI: 10.2109/jcersj2.19022; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,,same formula representative selection; kept caltech_icsd_22956 with highest reported conductivity
e6a,Li6.7La3Zr1.7Ta0.3O12,,Li6.7 La3 Zr1.7 Ta0.3 O12,0.00069,,,,,,,,,,,garnet,10.1149/2.024205esl,1,data/database/obelix/processed/all-v1.csv,,,,close match: Yes；close match DOI: 10.1021/acsaem.1c03632; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,,same formula representative selection; kept liverpool_802_0671 with highest reported conductivity
sqm,Ba0.5Sr0.5Li6La2Ta2O12,,Ba0.5 Sr0.5 Li6 La2 Ta2 O12,7.1e-06,,,,,,,,,,,garnet,10.1021/am4060194,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2014,,,,,,same formula representative selection; kept liverpool_289_0233 with highest reported conductivity
zxr,SrLi6La2Ta2O12,,Sr1 Li6 La2 Ta2 O12,5.4e-06,,,,,,,,,,,garnet,10.1021/am4060194,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2014,,,,,,same formula representative selection; kept ps0 with highest reported conductivity
h89,BaLi6La2Ta2O12,,Ba1 Li6 La2 Ta2 O12,1.5e-05,,,,,,,,,,,garnet,10.1021/am4060194,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2014,,,,,,same formula representative selection; kept 544 with highest reported conductivity
l9r,Li6CaLa2Ta2O12,,Li6 Ca1 La2 Ta2 O12,2.2e-06,,,,,,,,,,,garnet,10.1021/am4060194,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2014,,,,,,same formula representative selection; kept jej with highest reported conductivity
z53,Li6.6La3Zr1.6Ta0.4O12,,Li6.6 La3 Zr1.6 Ta0.4 O12,0.000313,,,,,,,,,,,garnet,10.1021/am503731h,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2014,,,,,,same formula representative selection; kept caltech_icsd_22956 with highest reported conductivity
hx7,Li2HBrO,,Li2 H1 Br1 O1,1.2e-06,,,,,,,,,,,antiperovskite,10.1002/ange.201604554,1,data/database/obelix/processed/all-v1.csv,,,,close match: Yes；close match DOI: 10.1016/0022-5088(81)90132-6; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2016,,,,,,same formula representative selection; kept trv1_0020 with highest reported conductivity
ptg,Li7P3S11,,Li7 P3 S11,0.0086,,,,,,,,,,,thio_phosphate,10.1021/acs.chemmater.6b02163,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2016,,,,,,same formula representative selection; kept liverpool_717_0599 with highest reported conductivity
elz,Li3YBr6,,Li3 Y1 Br6,0.00192,,,,,,,,,,,halides,10.1002/adma.201803075,1,data/database/obelix/processed/all-v1.csv,,,,appendix: diffraction data available；close match: Yes；close match DOI: 10.1021/acs.chemmater.0c04352; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2018,,,,,,same formula representative selection; kept caltech_icsd_29957 with highest reported conductivity
13q,Li10Sn(PS6)2,,Li10 Sn1 P2 S12,0.00398,,,,,,,,,,,lgps,10.1021/acs.chemmater.8b00266,1,data/database/obelix/processed/all-v1.csv,,,,lattice parameters not matching cif; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2018,,,,,,same formula representative selection; kept 9lx with highest reported conductivity
0fh,Li1.2Al0.2Ge1.8P3O12,,Li1.2 Al0.2 Ge1.8 P3 O12,4.83e-05,,,,,,,,,,,nasicon,10.1021/acsami.8b00842,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2018,,,,,,same formula representative selection; kept ed4 with highest reported conductivity
v23,Li3InCl6,,Li3 In1 Cl6,0.00149,,,,,,,,,,,halides,10.1039/c9ee02311a,1,data/database/obelix/processed/all-v1.csv,,,,Curator row 23; ball-milled and annealed at 260 C; monoclinic; original 1.49 mS/cm; synthesis_method=球磨 + 260°C退火; measured_temperature=RT; amorphous=否; source_year=2019,,,,,,same formula representative selection; kept de5 with highest reported conductivity
v22,Li3InCl6,,Li3 In1 Cl6,0.0015,,,,,,,,,,,halides,10.1016/j.nanoen.2020.105015,1,data/database/obelix/processed/all-v1.csv,,,,Curator row 22; aqueous in situ growth on LiCoO2 surface; original 1.5 mS/cm; synthesis_method=水相原位生长; measured_temperature=RT; amorphous=否; source_year=2020,,,,,,same formula representative selection; kept de5 with highest reported conductivity
v24,Li3InCl6,,Li3 In1 Cl6,0.00142,,,,,,,,,,,halides,10.1021/acs.nanolett.0c01156,1,data/database/obelix/processed/all-v1.csv,,,,Curator row 24; ball-milled and annealed; independent group; original 1.42 mS/cm; synthesis_method=球磨 + 退火; measured_temperature=RT; amorphous=否; source_year=2020,,,,,,same formula representative selection; kept de5 with highest reported conductivity
v17,Li3Y(BrCl)3,,Li3 Y1 Br3 Cl3,0.0016,,,,,,,,,,,halides,10.1021/acsenergylett.0c01690,1,data/database/obelix/processed/all-v1.csv,,,,Curator row 17; ball-milled and annealed; original 1.6 mS/cm; synthesis_method=球磨 + 退火; measured_temperature=RT; amorphous=否; source_year=2020,,,,,,same formula representative selection; kept trv1_0075 with highest reported conductivity
n7a,Li2.5Y0.5Zr0.5Cl6,,Li2.5 Y0.5 Zr0.5 Cl6,0.0014,,,,,,,,,,,halides,10.1021/acsenergylett.9b02599,1,data/database/obelix/processed/all-v1.csv,,,,Li2.5Er0.5Zr0.5Cl6 is available; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2020,,,,,,same formula representative selection; kept v10 with highest reported conductivity
