audit_stage,duplicate_group,Reduced Composition,normalized_DOIs,candidate_rows,sources,IDs,conductivities,log10_min,log10_max,log10_span,kept_source,kept_ID,kept_conductivity,dropped_rows
doi_formula,291,Li6.4La3Zr1.4Sb0.6O12,10.1039/c3cp50991e,2,v1|liverpool,dll|liverpool_807_0676,0.00066|0.00066,-3.1804560644581312,-3.1804560644581312,0.0,v1,dll,0.00066,1
doi_formula,292,Li6.2La3Zr1.2Sb0.8O12,10.1039/c3cp50991e,2,v1|liverpool,i90|liverpool_808_0677,0.00045|0.00045,-3.3467874862246565,-3.3467874862246565,0.0,v1,i90,0.00045,1
doi_formula,293,Li6La3ZrSbO12,10.1039/c3cp50991e,2,v1|liverpool,dm9|liverpool_809_0678,0.00026|0.00026,-3.5850266520291822,-3.5850266520291822,0.0,v1,dm9,0.00026,1
doi_formula,295,Li5.5Nd3Zr2Al0.5O12,10.1039/c3ta13252h,2,v1|caltech,z2s|caltech_icsd_189530,3.9e-05|3.9e-05,-4.4089353929735005,-4.4089353929735005,0.0,v1,z2s,3.9e-05,1
doi_formula,296,Li10Si0.05Ge0.95P2S12,10.1016/j.jpowsour.2014.07.159,2,v1|liverpool,kmr|liverpool_772_0642,0.0086|0.0086,-2.065501548756432,-2.065501548756432,0.0,v1,kmr,0.0086,1
doi_formula,304,Ba0.5Sr0.5Li6La2Ta2O12,10.1021/am4060194,2,v1|caltech,sqm|caltech_icsd_237199,7.1e-06|7.1e-06,-5.1487416512809245,-5.1487416512809245,0.0,v1,sqm,7.1e-06,1
doi_formula,305,SrLi6La2Ta2O12,10.1021/am4060194,2,v1|caltech,zxr|caltech_icsd_237200,5.4e-06|5.4e-06,-5.267606240177032,-5.267606240177032,0.0,v1,zxr,5.4e-06,1
doi_formula,306,BaLi6La2Ta2O12,10.1021/am4060194,2,v1|caltech,h89|caltech_icsd_237201,1.5e-05|1.5e-05,-4.823908740944319,-4.823908740944319,0.0,v1,h89,1.5e-05,1
doi_formula,307,Li6CaLa2Ta2O12,10.1021/am4060194,2,v1|caltech,l9r|caltech_icsd_237202,2.2e-06|2.2e-06,-5.657577319177793,-5.657577319177793,0.0,v1,l9r,2.2e-06,1
doi_formula,309,Li6.6La2.875Y0.125Zr1.6Ta0.4O12,10.1021/am503731h,2,v1|liverpool,8y4|liverpool_786_0656,0.000317|0.000317,-3.4989407377822483,-3.4989407377822483,0.0,v1,8y4,0.000317,1
doi_formula,310,Li6.6La2.75Y0.25Zr1.6Ta0.4O12,10.1021/am503731h,2,v1|liverpool,ucw|liverpool_785_0655,0.000436|0.000436,-3.360513510731414,-3.360513510731414,0.0,v1,ucw,0.000436,1
doi_formula,311,Li6.6La2.5Y0.5Zr1.6Ta0.4O12,10.1021/am503731h,2,v1|liverpool,ff9|liverpool_787_0657,0.000226|0.000226,-3.6458915608525992,-3.6458915608525992,0.0,v1,ff9,0.000226,1
doi_formula,323,Li10Si(PS6)2,10.1149/2.0501412jes,2,v1|liverpool,02p|liverpool_821_0687,0.0023|0.0023,-2.638272163982407,-2.638272163982407,0.0,v1,02p,0.0023,1
doi_formula,324,Li5.74La3Zr1.5Ta0.5O12,10.1002/aenm.201500096|10.1002/aenm.201570062,2,v1|caltech,ueu|caltech_icsd_239663,0.000903|0.000903,-3.0443122496864943,-3.0443122496864943,0.0,v1,ueu,0.000903,1
doi_formula,325,Li5.08La3Zr0.39Ta1.51O12,10.1002/aenm.201500096|10.1002/aenm.201570062,2,v1|caltech,uwh|caltech_icsd_239664,0.000103|0.000103,-3.987162775294828,-3.987162775294828,0.0,v1,uwh,0.000103,1
doi_formula,327,Li1.15Ti1.85Fe0.15P3O12,10.1007/s11164-013-1348-0,2,v1|liverpool,6j9|liverpool_312_0249,0.000522|0.000522,-3.282329496997738,-3.282329496997738,0.0,v1,6j9,0.000522,1
doi_formula,332,NaLi2B(PO4)2,10.1016/j.jssc.2014.11.024,2,v1|caltech,7cr|caltech_icsd_291512,4.4e-18|4.4e-18,-17.356547323513812,-17.356547323513812,0.0,v1,7cr,4.4e-18,1
doi_formula,336,LiBiO2,10.1016/j.ssi.2015.10.016,2,v1|caltech,x2i|caltech_icsd_46022,3.8e-08|3.8e-08,-7.42021640338319,-7.42021640338319,0.0,v1,x2i,3.8e-08,1
doi_formula,338,LiH7C3NClO,10.1021/acs.chemmater.5b00940,2,v1|caltech,goi|caltech_icsd_238683,0.00016|0.00016,-3.795880017344075,-3.795880017344075,0.0,v1,goi,0.00016,1
doi_formula,344,Li6.5La3Zr1.75Mo0.25O12,10.1021/acs.inorgchem.5b01895,2,v1|caltech,9o6|caltech_icsd_239128,0.000333|0.000333,-3.4775557664936803,-3.4775557664936803,0.0,v1,9o6,0.000333,1
doi_formula,346,Li7.22Si1.5P0.5O8,10.1021/jacs.5b04444,2,v1|caltech,pwr|caltech_icsd_238602,1.64e-07|1.64e-07,-6.785156151952302,-6.785156151952302,0.0,v1,pwr,1.64e-07,1
doi_formula,347,Li6.5Si0.5P1.5O8,10.1021/jacs.5b04444,2,v1|caltech,fj5|caltech_icsd_238600,4.49e-07|4.49e-07,-6.347753658996677,-6.347753658996677,0.0,v1,fj5,4.49e-07,1
doi_formula,348,Li51.2La24Zr16Al1.6O96,10.1038/srep18053,2,v1|caltech,wa3|caltech_icsd_241475,0.000254|0.000254,-3.595166283380062,-3.595166283380062,0.0,v1,wa3,0.000254,1
doi_formula,349,Li49.6La24Zr14.4Ta1.6Al1.6O96,10.1038/srep18053,2,v1|caltech,l6h|caltech_icsd_241476,0.000614|0.000614,-3.211831628858832,-3.211831628858832,0.0,v1,l6h,0.000614,1
doi_formula,353,Li10.35Ge1.35P1.65S12,10.1039/c4ta05231e,2,v1|caltech,824|caltech_icsd_193947,0.0144|0.0144,-1.8416375079047504,-1.8416375079047504,0.0,v1,824,0.0144,1
doi_formula,356,Li2HBrO,10.1002/ange.201604554,2,v1|caltech,hx7|caltech_icsd_200874,1.2e-06|1.2e-06,-5.920818753952375,-5.920818753952375,0.0,v1,hx7,1.2e-06,1
doi_formula,361,Sr0.1Li1La0.9O2,10.1016/j.ssi.2015.09.001,2,v1|caltech,me3|caltech_icsd_239279,6.29e-10|6.29e-10,-9.201349354554731,-9.201349354554731,0.0,v1,me3,6.29e-10,1
doi_formula,362,Li0.76La1Mg0.08O2,10.1016/j.ssi.2015.09.001,2,v1|caltech,zs0|caltech_icsd_239280,7.27e-10|7.27e-10,-9.138465589140962,-9.138465589140962,0.0,v1,zs0,7.27e-10,1
doi_formula,365,Li5.68La2.95Zr2Fe0.16O12,10.1021/acs.chemmater.6b02516,2,v1|caltech,mtr|caltech_icsd_431391,0.000935|0.000935,-3.0291883891274822,-3.0291883891274822,0.0,v1,mtr,0.000935,1
doi_formula,366,Li5.57La2.95Zr2Fe0.19O12,10.1021/acs.chemmater.6b02516,2,v1|caltech,s2v|caltech_icsd_431392,0.00138|0.00138,-2.8601209135987635,-2.8601209135987635,0.0,v1,s2v,0.00138,1
doi_formula,369,Li9.54Si1.74P1.44S11.7Cl0.3,10.1038/nenergy.2016.30,2,v1|liverpool,ete|liverpool_36_0027,0.025|0.025,-1.6020599913279623,-1.6020599913279623,0.0,v1,ete,0.025,1
doi_formula,394,Li10.35Si1.08Sn0.27P1.65S12,10.1021/acs.chemmater.7b00886,2,v1|caltech,ui6|caltech_icsd_257946,0.011|0.011,-1.958607314841775,-1.958607314841775,0.0,v1,ui6,0.011,1
doi_formula,395,LiPS3,10.1021/acs.inorgchem.7b00751,2,v1|caltech,cfy|caltech_icsd_253894,7.8e-11|7.8e-11,-10.10790539730952,-10.10790539730952,0.0,v1,cfy,7.8e-11,1
doi_formula,396,Li5.3La3Sm0.15Ta1.85O12,10.1021/acs.inorgchem.7b00816,2,v1|caltech,419|caltech_icsd_259165,7.11e-06|7.11e-06,-5.148130399270234,-5.148130399270234,0.0,v1,419,7.11e-06,1
doi_formula,397,Li5.5La3Sm0.25Ta1.75O12,10.1021/acs.inorgchem.7b00816,2,v1|caltech,c0g|caltech_icsd_259166,5.17e-06|5.17e-06,-5.286509456906058,-5.286509456906058,0.0,v1,c0g,5.17e-06,1
doi_formula,398,Li5.7La3Sm0.35Ta1.65O12,10.1021/acs.inorgchem.7b00816,2,v1|caltech,kbu|caltech_icsd_259167,2.15e-05|2.15e-05,-4.667561540084395,-4.667561540084395,0.0,v1,kbu,2.15e-05,1
doi_formula,399,Li5.9La3Sm0.45Ta1.55O12,10.1021/acs.inorgchem.7b00816,2,v1|caltech,fam|caltech_icsd_259168,1.18e-05|1.18e-05,-4.928117992693875,-4.928117992693875,0.0,v1,fam,1.18e-05,1
doi_formula,400,Li6.1La3Sm0.55Ta1.45O12,10.1021/acs.inorgchem.7b00816,2,v1|caltech,dae|caltech_icsd_259169,1.4e-05|1.4e-05,-4.853871964321762,-4.853871964321762,0.0,v1,dae,1.4e-05,1
doi_formula,401,Li4Al0.33Si0.33P0.33O4,10.1021/acsami.6b14402,2,v1|liverpool,s3r|liverpool_2017_0806,3.25e-06|3.25e-06,-5.488116639021126,-5.488116639021126,0.0,v1,s3r,3.25e-06,1
doi_formula,402,Li4.25Al0.25Si0.75O4,10.1021/acsami.6b14402,2,v1|liverpool,max|liverpool_2019_0808,2.02e-08|2.02e-08,-7.694648630553377,-7.694648630553377,0.0,v1,max,2.02e-08,1
doi_formula,403,Li3.75Si0.75P0.25O4,10.1021/acsami.6b14402,2,v1|liverpool,k5y|liverpool_2020_0809,5.54e-07|5.54e-07,-6.2564902352715706,-6.2564902352715706,0.0,v1,k5y,5.54e-07,1
doi_formula,405,Li6P1S5Br0.5Cl0.5,10.1021/jacs.7b06327,2,v1|caltech,ij5|caltech_icsd_259201,0.00333|0.00333,-2.4775557664936803,-2.4775557664936803,0.0,v1,ij5,0.00333,1
doi_formula,406,Li6P1S5I0.5Br0.5,10.1021/jacs.7b06327,2,v1|caltech,ymc|caltech_icsd_259203,2.62e-05|2.62e-05,-4.581698708680254,-4.581698708680254,0.0,v1,ymc,2.62e-05,1
doi_formula,407,Li6P1S5Br0.25Cl0.75,10.1021/jacs.7b06327,2,v1|caltech,kgl|caltech_icsd_259206,0.00226|0.00226,-2.6458915608525992,-2.6458915608525992,0.0,v1,kgl,0.00226,1
doi_formula,408,Li6P1S5I0.25Br0.75,10.1021/jacs.7b06327,2,v1|caltech,vqj|caltech_icsd_259209,0.000112|0.000112,-3.9507819773298185,-3.9507819773298185,0.0,v1,vqj,0.000112,1
doi_formula,409,Li6P1S5I0.75Br0.25,10.1021/jacs.7b06327,2,v1|caltech,h82|caltech_icsd_259211,4.72e-06|4.72e-06,-5.3260580013659125,-5.3260580013659125,0.0,v1,h82,4.72e-06,1
doi_formula,414,LiZnPS4,10.1021/acs.chemmater.7b05108,2,v1|caltech,i47|caltech_icsd_95785,5.4e-08|5.4e-08,-7.267606240177032,-7.267606240177032,0.0,v1,i47,5.4e-08,1
doi_formula,422,Li3V0.8P0.2O4,10.1021/acs.chemmater.8b01504,2,v1|liverpool,ssv|liverpool_546_0450,1.31e-13|1.31e-13,-12.882728704344236,-12.882728704344236,0.0,v1,ssv,1.31e-13,1
doi_formula,423,Li3VO4,10.1021/acs.chemmater.8b01504,2,v1|liverpool,h6c|liverpool_542_0447,9.2e-14|9.2e-14,-13.036212172654444,-13.036212172654444,0.0,v1,h6c,9.2e-14,1
doi_formula,424,Li3.2Ge0.2P0.8O4,10.1021/acs.chemmater.8b01504,2,v1|liverpool,e6e|liverpool_543_0448,1.14e-06|1.14e-06,-5.943095148663527,-5.943095148663527,0.0,v1,e6e,1.14e-06,1
doi_formula,425,Li3.2V0.8Ge0.2O4,10.1021/acs.chemmater.8b01504,2,v1|liverpool,ylh|liverpool_549_0453,1.9e-05|1.9e-05,-4.721246399047171,-4.721246399047171,0.0,v1,ylh,1.9e-05,1
doi_formula,426,Li3.4Ge0.4P0.6O4,10.1021/acs.chemmater.8b01504,2,v1|liverpool,eij|liverpool_548_0452,4.5e-06|4.5e-06,-5.346787486224656,-5.346787486224656,0.0,v1,eij,4.5e-06,1
doi_formula,427,Li3.4V0.6Ge0.4O4,10.1021/acs.chemmater.8b01504,2,v1|liverpool,ldd|liverpool_553_0456,8.89e-07|8.89e-07,-6.051098239029787,-6.051098239029787,0.0,v1,ldd,8.89e-07,1
doi_formula,428,Li3.6Ge0.6P0.4O4,10.1021/acs.chemmater.8b01504,2,v1|liverpool,efb|liverpool_547_0451,1.1e-05|1.1e-05,-4.958607314841775,-4.958607314841775,0.0,v1,efb,1.1e-05,1
doi_formula,429,Li3.6V0.4Ge0.6O4,10.1021/acs.chemmater.8b01504,2,v1|liverpool,lcm|liverpool_550_0454,3.19e-05|3.19e-05,-4.496209316942819,-4.496209316942819,0.0,v1,lcm,3.19e-05,1
doi_formula,430,Li3.8Ge0.8P0.2O4,10.1021/acs.chemmater.8b01504,2,v1|liverpool,mgs|liverpool_540_0445,1.03e-06|1.03e-06,-5.987162775294828,-5.987162775294828,0.0,v1,mgs,1.03e-06,1
doi_formula,431,Li3.8V0.2Ge0.8O4,10.1021/acs.chemmater.8b01504,2,v1|liverpool,31s|liverpool_551_0455,2.71e-06|2.71e-06,-5.567030709125595,-5.567030709125595,0.0,v1,31s,2.71e-06,1
doi_formula,432,Li3V0.6P0.4O4,10.1021/acs.chemmater.8b01504,2,v1|liverpool,dku|liverpool_544_0449,3.55e-13|3.55e-13,-12.449771646944907,-12.449771646944907,0.0,v1,dku,3.55e-13,1
doi_formula,433,Li3V0.4P0.6O4,10.1021/acs.chemmater.8b01504,2,v1|liverpool,ndx|liverpool_554_0457,3.2e-13|3.2e-13,-12.494850021680094,-12.494850021680094,0.0,v1,ndx,3.2e-13,1
doi_formula,434,Li3V0.2P0.8O4,10.1021/acs.chemmater.8b01504,2,v1|liverpool,m0j|liverpool_556_0459,2.05e-13|2.05e-13,-12.688246138944246,-12.688246138944246,0.0,v1,m0j,2.05e-13,1
doi_formula,435,Li4GeO4,10.1021/acs.chemmater.8b01504,2,v1|liverpool,dth|liverpool_555_0458,1.3e-12|1.3e-12,-11.886056647693163,-11.886056647693163,0.0,v1,dth,1.3e-12,1
doi_formula,436,Li8SiP4,10.1021/acs.chemmater.8b02759,2,v1|caltech,pql|caltech_icsd_235186,4.5e-05|4.5e-05,-4.346787486224656,-4.346787486224656,0.0,v1,pql,4.5e-05,1
doi_formula,439,Li6Cu(B2O5)2,10.1021/acs.inorgchem.8b01785,2,v1|caltech,clt|caltech_icsd_4819,1e-13|1e-13,-13.0,-13.0,0.0,v1,clt,1e-13,1
doi_formula,440,Li6P1Se0.1S4.9Br1,10.1021/acs.inorgchem.8b02443,2,v1|caltech,z16|caltech_icsd_267194,0.0032|0.0032,-2.494850021680094,-2.494850021680094,0.0,v1,z16,0.0032,1
doi_formula,441,Li6P1Se0.2S4.8Br1,10.1021/acs.inorgchem.8b02443,2,v1|caltech,hbz|caltech_icsd_267195,0.00392|0.00392,-2.406713932979543,-2.406713932979543,0.0,v1,hbz,0.00392,1
doi_formula,442,Li6P1Se0.3S4.7Br1,10.1021/acs.inorgchem.8b02443,2,v1|caltech,uut|caltech_icsd_267196,0.00362|0.00362,-2.441291429466834,-2.441291429466834,0.0,v1,uut,0.00362,1
doi_formula,443,Li6P1Se0.4S4.6Br1,10.1021/acs.inorgchem.8b02443,2,v1|caltech,cju|caltech_icsd_267197,0.00364|0.00364,-2.438898616350944,-2.438898616350944,0.0,v1,cju,0.00364,1
doi_formula,444,Li6P1Se0.5S4.5Br1,10.1021/acs.inorgchem.8b02443,2,v1|caltech,d9l|caltech_icsd_267198,0.00268|0.00268,-2.571865205971211,-2.571865205971211,0.0,v1,d9l,0.00268,1
doi_formula,445,Li6P1Se0.6S4.4Br1,10.1021/acs.inorgchem.8b02443,2,v1|caltech,96f|caltech_icsd_267199,0.00278|0.00278,-2.555955204081924,-2.555955204081924,0.0,v1,96f,0.00278,1
doi_formula,446,Li6P1Se0.7S4.3Br1,10.1021/acs.inorgchem.8b02443,2,v1|caltech,1kq|caltech_icsd_267200,0.00301|0.00301,-2.5214335044061564,-2.5214335044061564,0.0,v1,1kq,0.00301,1
doi_formula,447,Li6P1Se0.8S4.2Br1,10.1021/acs.inorgchem.8b02443,2,v1|caltech,c6e|caltech_icsd_267201,0.00348|0.00348,-2.4584207560534193,-2.4584207560534193,0.0,v1,c6e,0.00348,1
doi_formula,448,Li6P1Se0.9S4.1Br1,10.1021/acs.inorgchem.8b02443,2,v1|caltech,t2c|caltech_icsd_267202,0.00382|0.00382,-2.417936637088291,-2.417936637088291,0.0,v1,t2c,0.00382,1
doi_formula,449,Li6PSeS4Br,10.1021/acs.inorgchem.8b02443,2,v1|caltech,dlj|caltech_icsd_267203,0.00361|0.00361,-2.4424927980943423,-2.4424927980943423,0.0,v1,dlj,0.00361,1
doi_formula,450,Li1.2Al0.2Ge1.8P3O12,10.1021/acsami.8b00842,2,v1|caltech,0fh|caltech_icsd_263760,4.83e-05|4.83e-05,-4.316052869248487,-4.316052869248487,0.0,v1,0fh,4.83e-05,1
doi_formula,451,Li1.4Al0.4Ge1.6P3O12,10.1021/acsami.8b00842,2,v1|caltech,gw2|caltech_icsd_263762,0.000188|0.000188,-3.72584215073632,-3.72584215073632,0.0,v1,gw2,0.000188,1
doi_formula,452,Li1.5Al0.5Ge1.5P3O12,10.1021/acsami.8b00842,2,v1|caltech,1xf|caltech_icsd_263763,0.000336|0.000336,-3.473660722610156,-3.473660722610156,0.0,v1,1xf,0.000336,1
doi_formula,453,Li1.7Al0.7Ge1.3P3O12,10.1021/acsami.8b00842,2,v1|caltech,tjh|caltech_icsd_263765,0.000264|0.000264,-3.5783960731301687,-3.5783960731301687,0.0,v1,tjh,0.000264,1
doi_formula,454,Li1.8Al0.8Ge1.2P3O12,10.1021/acsami.8b00842,2,v1|caltech,8fn|caltech_icsd_263766,0.000137|0.000137,-3.8632794328435933,-3.8632794328435933,0.0,v1,8fn,0.000137,1
doi_formula,468,Li6.025Si0.025P0.975S5Br1,10.1039/c7ta08581h,2,v1|caltech,a8v|caltech_icsd_234585,0.000878|0.000878,-3.0565054840938974,-3.0565054840938974,0.0,v1,a8v,0.000878,1
doi_formula,470,Li6.075Si0.075P0.925S5Br1,10.1039/c7ta08581h,2,v1|caltech,x2v|caltech_icsd_234587,0.000873|0.000873,-3.0589857562944305,-3.0589857562944305,0.0,v1,x2v,0.000873,1
doi_formula,471,Li6.1Si0.1P0.95S5Br1,10.1039/c7ta08581h,2,v1|caltech,bnh|caltech_icsd_234588,0.000799|0.000799,-3.097453220686009,-3.097453220686009,0.0,v1,bnh,0.000799,1
doi_formula,472,Li6.125Si0.125P0.875S5Br1,10.1039/c7ta08581h,2,v1|caltech,x9d|caltech_icsd_234589,0.000902|0.000902,-3.0447934624580584,-3.0447934624580584,0.0,v1,x9d,0.000902,1
doi_formula,473,Li6.175Si0.175P0.825S5Br1,10.1039/c7ta08581h,2,v1|caltech,ish|caltech_icsd_234591,0.000931|0.000931,-3.0310503190186573,-3.0310503190186573,0.0,v1,ish,0.000931,1
doi_formula,475,Li6.225Si0.225P0.775S5Br1,10.1039/c7ta08581h,2,v1|caltech,3zo|caltech_icsd_234593,0.00108|0.00108,-2.96657624451305,-2.96657624451305,0.0,v1,3zo,0.00108,1
doi_formula,489,Li3SbS4,10.1016/j.ssi.2019.01.017,2,v1|caltech,mq1|caltech_icsd_8407,4.8e-09|4.8e-09,-8.318758762624412,-8.318758762624412,0.0,v1,mq1,4.8e-09,1
doi_formula,490,Li3AlS3,10.1021/acs.chemmater.9b03230,2,v1|liverpool,dmq|liverpool_913_0771,1.31e-08|1.31e-08,-7.882728704344236,-7.882728704344236,0.0,v1,dmq,1.31e-08,1
doi_formula,499,Li2.5Y0.5Zr0.5Cl6,10.1021/acsenergylett.9b02599,2,v1|v1,n7a|yz7,0.0014|0.0014,-2.853871964321762,-2.853871964321762,0.0,v1,n7a,0.0014,1
doi_formula,802,Li10Ge(PS6)2,10.1021/acs.chemmater.8b00266,2,caltech|caltech,caltech_icsd_30161|caltech_icsd_255749,0.0076|0.0076,-2.1191864077192086,-2.1191864077192086,0.0,caltech,caltech_icsd_30161,0.0076,1
doi_formula,860,Li2Ge7O15,10.1016/0025-5408(76)90235-x,2,caltech|liverpool,caltech_icsd_68247|liverpool_706_0589,5e-16|5e-16,-15.301029995663981,-15.301029995663981,0.0,caltech,caltech_icsd_68247,5e-16,1
doi_formula,997,Li4BH10N3,10.1021/ja907249p,2,caltech|liverpool,caltech_icsd_158180|liverpool_718_0600,0.0002|0.0002,-3.6989700043360187,-3.6989700043360187,0.0,caltech,caltech_icsd_158180,0.0002,1
doi_formula,1140,Li2Ca(HN)2,10.1039/c2cp23636b,2,caltech|liverpool,caltech_icsd_240676|liverpool_723_0604,6.4e-06|6.4e-06,-5.1938200260161125,-5.1938200260161125,0.0,caltech,caltech_icsd_240676,6.4e-06,1
