ID,Reduced Composition,Z,True Composition,Ionic conductivity (S cm-1),IC (Total),IC (Bulk),Space group,Space group #,a,b,c,alpha,beta,gamma,Family,DOI,Checked,Ref,Cif ID,Cif ref_1,Cif ref_2,note,close match,close match DOI,ICSD ID,Laskowski ID,Liion ID
4vd,Li6.75La3Zr1.75Ta0.25O12,,Li6.75 La3 Zr1.75 Ta0.25 O12,0.00063,,,,,,,,,,,garnet,10.1149/2.024205esl,1,data/obelix/processed/all-v1.csv,,,,duplicate with line 512; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,
5xk,Li6.65La3Zr1.65Ta0.35O12,,Li6.65 La3 Zr1.65 Ta0.35 O12,0.00046,,,,,,,,,,,garnet,10.1149/2.024205esl,1,data/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,
2wb,Li6.6La3Zr1.6Ta0.4O12,,Li6.6 La3 Zr1.6 Ta0.4 O12,0.00047,,,,,,,,,,,garnet,10.1149/2.024205esl,1,data/obelix/processed/all-v1.csv,,,,close match: Yes；close match DOI: 10.2109/jcersj2.19022; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,
zfg,Li6.55La3Zr1.55Ta0.45O12,,Li6.55 La3 Zr1.55 Ta0.45 O12,0.0004,,,,,,,,,,,garnet,10.1149/2.024205esl,1,data/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,
6hq,Li6La3ZrTaO12,,Li6 La3 Zr1 Ta1 O12,0.00035,,,,,,,,,,,garnet,10.1149/2.024205esl,1,data/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,
e6a,Li6.7La3Zr1.7Ta0.3O12,,Li6.7 La3 Zr1.7 Ta0.3 O12,0.00069,,,,,,,,,,,garnet,10.1149/2.024205esl,1,data/obelix/processed/all-v1.csv,,,,close match: Yes；close match DOI: 10.1021/acsaem.1c03632; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2012,,,,,
85t,Li0.29La0.57Ti1O3,,Li0.29 La0.57 Ti1 O3,0.0016,,,,,,,,,,,perovskites,10.1016/j.jpowsour.2012.11.098,1,data/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2013,,,,,
d6f,Li7La3Zr1.89Al0.15O12,,Li7 La3 Zr1.89 Al0.15 O12,0.00034,,,,,,,,,,,garnet,10.1016/j.jpowsour.2013.03.049,1,data/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2013,,,,,
r07,Li6.75La3Zr1.875Te0.125O12,,Li6.75 La3 Zr1.875 Te0.125 O12,0.00033,,,,,,,,,,,garnet,10.1016/j.jpowsour.2013.03.166,1,data/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2013,,,,,
uht,Li6.5La3Zr1.75Te0.25O12,,Li6.5 La3 Zr1.75 Te0.25 O12,0.00102,,,,,,,,,,,garnet,10.1016/j.jpowsour.2013.03.166,1,data/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2013,,,,,
lpx,Li1.15Y0.15Zr1.85P3O12,,Li1.15 Y0.15 Zr1.85 P3 O12,7.1e-05,,,,,,,,,,,NASICON,10.1016/j.jpowsour.2013.03.175,1,data/obelix/processed/all-v1.csv,,,,bulk ic (total ic 7.10E-05); synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2013,,,,,
cdk,Li2PNO2,,Li2 P1 N1 O2,<1E-10,,,,,,,,,,,LIPON,10.1016/j.ssi.2012.12.013,1,data/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2013,,,,,
2t8,LiVPO4F,,Li1 V1 P1 O4 F1,8.1e-07,,,,,,,,,,,Tavorite,10.1016/j.ssi.2013.04.002,1,data/obelix/processed/all-v1.csv,,,,appendix: diffraction data available; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2013,,,,,
9lx,Li10Sn(PS6)2,,Li10 Sn1 P2 S12,0.007,,,,,,,,,,,LGPS,10.1021/ja407393y,1,data/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2013,,,,,
whw,Li6.8La3Zr1.8Sb0.2O12,,Li6.8 La3 Zr1.8 Sb0.2 O12,5.9e-05,,,,,,,,,,,garnet,10.1039/c3cp50991e,1,data/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2013,,,,,
duf,Li6.6La3Zr1.6Sb0.4O12,,Li6.6 La3 Zr1.6 Sb0.4 O12,0.00077,,,,,,,,,,,garnet,10.1039/c3cp50991e,1,data/obelix/processed/all-v1.csv,,,,close match: Yes；close match DOI: 10.1016/j.ssi.2019.115185; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2013,,,,,
dll,Li6.4La3Zr1.4Sb0.6O12,,Li6.4 La3 Zr1.4 Sb0.6 O12,0.00066,,,,,,,,,,,garnet,10.1039/c3cp50991e,1,data/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2013,,,,,
i90,Li6.2La3Zr1.2Sb0.8O12,,Li6.2 La3 Zr1.2 Sb0.8 O12,0.00045,,,,,,,,,,,garnet,10.1039/c3cp50991e,1,data/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2013,,,,,
dm9,Li6La3ZrSbO12,,Li6 La3 Zr1 Sb1 O12,0.00026,,,,,,,,,,,garnet,10.1039/c3cp50991e,1,data/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2013,,,,,
hd3,Li7GePS8,,Li7 Ge1 P1 S8,0.007,,,,,,,,,,,LGPS,10.1039/c3ee41728j,1,data/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2013,,,,,
z2s,Li5.5Nd3Zr2Al0.5O12,,Li5.5 Nd3 Zr2 Al0.5 O12,3.9e-05,,,,,,,,,,,garnet,10.1039/c3ta13252h,1,data/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2013,,,,,
kmr,Li10Si0.05Ge0.95P2S12,,Li10 Si0.05 Ge0.95 P2 S12,0.0086,,,,,,,,,,,thio-LISICON,10.1016/j.jpowsour.2014.07.159,1,data/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2014,,,,,
47i,Li4P2O7,,Li4 P2 O7,<1E-10,,,,,,,,,,,diphosphate,10.1016/j.jssc.2013.12.015,1,data/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2014,,,,,
hln,Li2Ga2GeS6,,Li2 Ga2 Ge1 S6,3.8e-08,,,,,,,,,,,sulfides,10.1016/j.ssi.2014.04.015,1,data/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2014,,,,,
tzl,Li1.05Ti1.95Al0.05P3O12,,Li1.05 Ti1.95 Al0.05 P3 O12,0.0011,,,,,,,,,,,NASICON,10.1016/j.ssi.2014.07.018,1,data/obelix/processed/all-v1.csv,,,,composition should be corrected; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2014,,,,,
d4q,Li1.05Ti1.95Cr0.05P3O12,,Li1.05 Ti1.95 Cr0.05 P3 O12,0.00018,,,,,,,,,,,NASICON,10.1016/j.ssi.2014.07.018,1,data/obelix/processed/all-v1.csv,,,,composition should be corrected; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2014,,,,,
6he,Li1.1Ti1.9Cr0.1P3O12,,Li1.1 Ti1.9 Cr0.1 P3 O12,0.00026,,,,,,,,,,,NASICON,10.1016/j.ssi.2014.07.018,1,data/obelix/processed/all-v1.csv,,,,composition should be corrected; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2014,,,,,
rc1,Li1.05Ti1.95Fe0.05P3O12,,Li1.05 Ti1.95 Fe0.05 P3 O12,0.00013,,,,,,,,,,,NASICON,10.1016/j.ssi.2014.07.018,1,data/obelix/processed/all-v1.csv,,,,composition should be corrected; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2014,,,,,
lzt,Li1.1Ti1.9Fe0.1P3O12,,Li1.1 Ti1.9 Fe0.1 P3 O12,0.00063,,,,,,,,,,,NASICON,10.1016/j.ssi.2014.07.018,1,data/obelix/processed/all-v1.csv,,,,composition should be corrected; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2014,,,,,
sqm,Ba0.5Sr0.5Li6La2Ta2O12,,Ba0.5 Sr0.5 Li6 La2 Ta2 O12,7.1e-06,,,,,,,,,,,garnet,10.1021/am4060194,1,data/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2014,,,,,
zxr,SrLi6La2Ta2O12,,Sr1 Li6 La2 Ta2 O12,5.4e-06,,,,,,,,,,,garnet,10.1021/am4060194,1,data/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2014,,,,,
h89,BaLi6La2Ta2O12,,Ba1 Li6 La2 Ta2 O12,1.5e-05,,,,,,,,,,,garnet,10.1021/am4060194,1,data/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2014,,,,,
l9r,Li6CaLa2Ta2O12,,Li6 Ca1 La2 Ta2 O12,2.2e-06,,,,,,,,,,,garnet,10.1021/am4060194,1,data/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2014,,,,,
z53,Li6.6La3Zr1.6Ta0.4O12,,Li6.6 La3 Zr1.6 Ta0.4 O12,0.000313,,,,,,,,,,,garnet,10.1021/am503731h,1,data/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2014,,,,,
8y4,Li6.6La2.875Y0.125Zr1.6Ta0.4O12,,Li6.6 La2.875 Y0.125 Zr1.6 Ta0.4 O12,0.000317,,,,,,,,,,,garnet,10.1021/am503731h,1,data/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2014,,,,,
ucw,Li6.6La2.75Y0.25Zr1.6Ta0.4O12,,Li6.6 La2.75 Y0.25 Zr1.6 Ta0.4 O12,0.000436,,,,,,,,,,,garnet,10.1021/am503731h,1,data/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2014,,,,,
ff9,Li6.6La2.5Y0.5Zr1.6Ta0.4O12,,Li6.6 La2.5 Y0.5 Zr1.6 Ta0.4 O12,0.000226,,,,,,,,,,,garnet,10.1021/am503731h,1,data/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2014,,,,,
ro9,Li3B(PO4)2,,Li3 B1 P2 O8,9.6e-12,,,,,,,,,,,Borophosphates,10.1039/c3dt52917g,1,data/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2014,,,,,
dc8,Li9Mg3P4O16F3,,Li9 Mg3 P4 O16 F3,<1E-10,,,,,,,,,,,fluorophosphates,10.1039/c3ta15264b,1,data/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2014,,,,,
mqo,Li3.45Si0.45P0.55S4,,Li3.45 Si0.45 P0.55 S4,0.00673,,,,,,,,,,,LGPS,10.1039/c4fd00143e,1,data/obelix/processed/all-v1.csv,,,,refer D2 - 109; 252037-ICSD; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2014,,,,,
izs,Li3.475Si0.475P0.525S4,,Li3.475 Si0.475 P0.525 S4,0.00527,,,,,,,,,,,LGPS,10.1039/c4fd00143e,1,data/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2014,,,,,
8nc,Li3.425Si0.425P0.575S4,,Li3.425 Si0.425 P0.575 S4,0.00565,,,,,,,,,,,LGPS,10.1039/c4fd00143e,1,data/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2014,,,,,
xga,Li3.335Sn0.33P0.67S4,,Li3.335 Sn0.33 P0.67 S4,0.00373,,,,,,,,,,,LGPS,10.1039/c4fd00143e,1,data/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2014,,,,,
xn9,Li3.3Sn0.3P0.7S4,,Li3.3 Sn0.3 P0.7 S4,0.00365,,,,,,,,,,,LGPS,10.1039/c4fd00143e,1,data/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2014,,,,,
sg4,Li3.285Sn0.28P0.72S4,,Li3.285 Sn0.28 P0.72 S4,0.00436,,,,,,,,,,,LGPS,10.1039/c4fd00143e,1,data/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2014,,,,,
ns3,Li3.27Sn0.27P0.73S4,,Li3.27 Sn0.27 P0.73 S4,0.00496,,,,,,,,,,,LGPS,10.1039/c4fd00143e,1,data/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2014,,,,,
g8j,Li3.26Sn0.26P0.74S4,,Li3.26 Sn0.26 P0.74 S4,0.00453,,,,,,,,,,,LGPS,10.1039/c4fd00143e,1,data/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2014,,,,,
bim,Li3.25Sn0.25P0.75S4,,Li3.25 Sn0.25 P0.75 S4,0.0036,,,,,,,,,,,LGPS,10.1039/c4fd00143e,1,data/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2014,,,,,
02p,Li10Si(PS6)2,,Li10 Si1 P2 S12,0.0023,,,,,,,,,,,LGPS,10.1149/2.0501412jes,1,data/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2014,,,,,
ueu,Li5.74La3Zr1.5Ta0.5O12,,Li5.74 La3 Zr1.5 Ta0.5 O12,0.000903,,,,,,,,,,,garnet,10.1002/aenm.201570062|10.1002/aenm.201500096,1,data/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2015,,,,,
uwh,Li5.08La3Zr0.39Ta1.51O12,,Li5.08 La3 Zr0.39 Ta1.51 O12,0.000103,,,,,,,,,,,garnet,10.1002/aenm.201570062|10.1002/aenm.201500096,1,data/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2015,,,,,
pe2,Li17Sb13S28,,Li17 Sb13 S28,1.05e-09,,,,,,,,,,,sulfides,10.1002/chem.201502052,1,data/obelix/processed/all-v1.csv,,,,partial occupancy corrected; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2015,,,,,
6j9,Li1.15Ti1.85Fe0.15P3O12,,Li1.15 Ti1.85 Fe0.15 P3 O12,0.000522,,,,,,,,,,,NASICON,10.1007/s11164-013-1348-0,1,data/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2015,,,,,
kfp,BaLi2P2O7,,Ba1 Li2 P2 O7,1.59881e-17,,,,,,,,,,,pyrophosphate,10.1007/s11581-014-1261-6,1,data/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2015,,,,,
kkn,Li6Br3N,,Li6 Br3 N1,1e-08,,,,,,,,,,,halides,10.1016/j.jallcom.2015.01.082,1,data/obelix/processed/all-v1.csv,,,,close match: Yes；close match DOI: 10.1016/s0925-8388(97)00158-8; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2015,,,,,
ed4,Li1.2Al0.2Ge1.8P3O12,,Li1.2 Al0.2 Ge1.8 P3 O12,7.94e-05,,,,,,,,,,,NASICON,10.1016/j.jeurceramsoc.2014.11.023,1,data/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2015,,,,,
vg0,Li1.5Al0.5Ge1.5P3O12,,Li1.5 Al0.5 Ge1.5 P3 O12,0.00019,,,,,,,,,,,NASICON,10.1016/j.jeurceramsoc.2014.11.023,1,data/obelix/processed/all-v1.csv,,,,close match: Yes；close match DOI: 10.1016/j.jallcom.2020.155878; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2015,,,,,
7cr,NaLi2B(PO4)2,,Na1 Li2 B1 P2 O8,4.4e-18,,,,,,,,,,,Borophosphates,10.1016/j.jssc.2014.11.024,1,data/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2015,,,,,
72f,Li6.26La3Zr2Al0.24O12,,Li6.26 La3 Zr2 Al0.24 O12,0.00021,,,,,,,,,,,garnet,10.1016/j.ssi.2015.04.011,1,data/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2015,,,,,
bq9,Li3BiO3,,Li3 Bi1 O3,2.4e-10,,,,,,,,,,,oxides,10.1016/j.ssi.2015.10.016,1,data/obelix/processed/all-v1.csv,,,,D - Rhi - 1_si_1_ Li3BiO3；close match: Yes；close match DOI: 10.1002/zaac.19895760119; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2015,,,,,
skm,Li5BiO5,,Li5 Bi1 O5,3.9e-09,,,,,,,,,,,oxides,10.1016/j.ssi.2015.10.016,1,data/obelix/processed/all-v1.csv,,,,D - Rhi - 1_si_2_ Li5BiO5; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2015,,,,,
x2i,LiBiO2,,Li1 Bi1 O2,3.8e-08,,,,,,,,,,,oxides,10.1016/j.ssi.2015.10.016,1,data/obelix/processed/all-v1.csv,,,,close match: Yes；close match DOI: icsd-46022; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2015,,,,,
d7f,Li3BiO4,,Li3 Bi1 O4,4.1e-10,,,,,,,,,,,oxides,10.1016/j.ssi.2015.10.016,1,data/obelix/processed/all-v1.csv,,,,close match: Yes；close match DOI: icsd-109087; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2015,,,,,
goi,LiH7C3NClO,,Li1 H7 C3 N1 Cl1 O1,0.00016,,,,,,,,,,,organic_salts,10.1021/acs.chemmater.5b00940,1,data/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2015,,,,,
5z8,Li5.72La3Zr1.5Al0.26W0.25O12,,Li5.72 La3 Zr1.5 Al0.26 W0.25 O12,0.00049,,,,,,,,,,,garnet,10.1021/acs.chemmater.5b02429,1,data/obelix/processed/all-v1.csv,,,,composition check; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2015,,,,,
5d6,Li6.8La3Zr1.9Mo0.1O12,,Li6.8 La3 Zr1.9 Mo0.1 O12,8e-05,,,,,,,,,,,garnet,10.1021/acs.inorgchem.5b01895,1,data/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2015,,,,,
ciq,Li6.6La3Zr1.8Mo0.2O12,,Li6.6 La3 Zr1.8 Mo0.2 O12,0.000311,,,,,,,,,,,garnet,10.1021/acs.inorgchem.5b01895,1,data/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2015,,,,,
suz,Li6.4La3Zr1.7Mo0.3O12,,Li6.4 La3 Zr1.7 Mo0.3 O12,0.000369,,,,,,,,,,,garnet,10.1021/acs.inorgchem.5b01895,1,data/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2015,,,,,
1tk,Li6.2La3Zr1.6Mo0.4O12,,Li6.2 La3 Zr1.6 Mo0.4 O12,0.00034,,,,,,,,,,,garnet,10.1021/acs.inorgchem.5b01895,1,data/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2015,,,,,
9o6,Li6.5La3Zr1.75Mo0.25O12,,Li6.5 La3 Zr1.75 Mo0.25 O12,0.000333,,,,,,,,,,,garnet,10.1021/acs.inorgchem.5b01895,1,data/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2015,,,,,
xas,Li2SnS3,,Li2 Sn1 S3,1.5e-05,,,,,,,,,,,sulfides,10.1021/cm5037524,1,data/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2015,,,,,
pwr,Li7.22Si1.5P0.5O8,,Li7.22 Si1.5 P0.5 O8,1.64e-07,,,,,,,,,,,LISICON,10.1021/jacs.5b04444,1,data/obelix/processed/all-v1.csv,,,,partial occupancy corrected; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2015,,,,,
fj5,Li6.5Si0.5P1.5O8,,Li6.5 Si0.5 P1.5 O8,4.49e-07,,,,,,,,,,,LISICON,10.1021/jacs.5b04444,1,data/obelix/processed/all-v1.csv,,,,partial occupancy corrected; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2015,,,,,
wa3,Li51.2La24Zr16Al1.6O96,,Li51.2 La24 Zr16 Al1.6 O96,0.000254,,,,,,,,,,,garnet,10.1038/srep18053,1,data/obelix/processed/all-v1.csv,,,,"Z, composition incorrect; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2015",,,,,
l6h,Li49.6La24Zr14.4Ta1.6Al1.6O96,,Li49.6 La24 Zr14.4 Ta1.6 Al1.6 O96,0.000614,,,,,,,,,,,garnet,10.1038/srep18053,1,data/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2015,,,,,
52b,Li10.05Ge1.05P1.95S12,,Li10.05 Ge1.05 P1.95 S12,0.0122,,,,,,,,,,,LGPS,10.1039/c4ta05231e,1,data/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2015,,,,,
8po,Li10.2Ge1.2P1.8S12,,Li10.2 Ge1.2 P1.8 S12,0.0132,,,,,,,,,,,LGPS,10.1039/c4ta05231e,1,data/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2015,,,,,
ya8,Li10.5Ge1.5P1.5S12,,Li10.5 Ge1.5 P1.5 S12,0.011,,,,,,,,,,,LGPS,10.1039/c4ta05231e,1,data/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2015,,,,,
824,Li10.35Ge1.35P1.65S12,,Li10.35 Ge1.35 P1.65 S12,0.0144,,,,,,,,,,,LGPS,10.1039/c4ta05231e,1,data/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2015,,,,,
nip,Li9.81Sn0.81P2.19S12,,Li9.81 Sn0.81 P2.19 S12,0.0055,,,,,,,,,,,LGPS,10.1107/s2052520615022283,1,data/obelix/processed/all-v1.csv,,,,partial occupancy corrected; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2015,,,,,
k4x,Li10.35Si1.35P1.65S12,,Li10.35 Si1.35 P1.65 S12,0.0065,,,,,,,,,,,LGPS,10.1107/s2052520615022283,1,data/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2015,,,,,
hx7,Li2HBrO,,Li2 H1 Br1 O1,1.2e-06,,,,,,,,,,,antiperovskite,10.1002/ange.201604554,1,data/obelix/processed/all-v1.csv,,,,close match: Yes；close match DOI: 10.1016/0022-5088(81)90132-6; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2016,,,,,
f5n,Li2H0.9Cl1O0.9F0.1,,Li2 H0.9 Cl1 O0.9 F0.1,3.86e-05,,,,,,,,,,,antiperovskite,10.1002/anie.201604554,1,data/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2016,,,,,
kbo,Sr2Li2Al(PO4)3,,Sr2 Li2 Al1 P3 O12,<1E-10,,,,,,,,,,,NASICON,10.1016/j.jssc.2016.08.006,1,data/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2016,,,,,
u8r,Ba3LiZrTa5(Si2O13)2,,Ba3 Li1 Zr1 Ta5 Si4 O26,<1E-10,,,,,,,,,,,oxides,10.1016/j.ssi.2015.08.011,1,data/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2016,,,,,
ecp,LiLaO2,,Li1 La1 O2,<1E-10,,,,,,,,,,,Lanthanumlithiumoxide,10.1016/j.ssi.2015.09.001,1,data/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2016,,,,,
me3,Sr0.1Li1La0.9O2,,Sr0.1 Li1 La0.9 O2,6.29e-10,,,,,,,,,,,Lanthanumlithiumoxide,10.1016/j.ssi.2015.09.001,1,data/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2016,,,,,
zs0,Li0.76La1Mg0.08O2,,Li0.76 La1 Mg0.08 O2,7.27e-10,,,,,,,,,,,Lanthanumlithiumoxide,10.1016/j.ssi.2015.09.001,1,data/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2016,,,,,
qbb,Li3BrO,,Li3 Br1 O1,1.1e-06,,,,,,,,,,,antiperovskite,10.1016/j.ssi.2015.11.027,1,data/obelix/processed/all-v1.csv,,,,close match: Yes；close match DOI: 10.1515/znb-1989-1103; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2016,,,,,
ptg,Li7P3S11,,Li7 P3 S11,0.0086,,,,,,,,,,,thio-phosphate,10.1021/acs.chemmater.6b02163,1,data/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2016,,,,,
mtr,Li5.68La2.95Zr2Fe0.16O12,,Li5.68 La2.95 Zr2 Fe0.16 O12,0.000935,,,,,,,,,,,garnet,10.1021/acs.chemmater.6b02516,1,data/obelix/processed/all-v1.csv,,,,check the composition; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2016,,,,,
s2v,Li5.57La2.95Zr2Fe0.19O12,,Li5.57 La2.95 Zr2 Fe0.19 O12,0.00138,,,,,,,,,,,garnet,10.1021/acs.chemmater.6b02516,1,data/obelix/processed/all-v1.csv,,,,check the composition; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2016,,,,,
