ID,True Composition,Z_by_element,n_Li,χ⁻,χ⁺(excl Li⁺),r⁺(excl Li⁺) (pm),r⁻ (pm),r⁺(incl Li⁺) (pm),nₕₒₛₜ cₐₜᵢₒₙ,ρ⁺(excl Li⁺) (C m⁻³),Φ⁺(excl Li⁺) (|Z| pm⁻¹),chi_range_x_r_avg,Ionic conductivity (S cm-1),conductivity_value,conductivity_qualifier,conductivity_used,sample_weight,log10_conductivity,n_Li × r⁻ (pm)
l8t,Li7.8Al0.6Y1.2Ti10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Y"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.0710382513661202,3.44,1.9186,35.532999999999994,138.2,42.12936507936508,0.273224043715847,23616577769509.15,0.2014978757564942,258.6111967213115,7.3e-05,7.3e-05,exact,7.3e-05,1.0,-4.136677139879544,9.817486338797812
3tt,Li7.8Al0.9Y0.9Ti10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Y"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.0710382513661202,3.44,1.9225,35.035999999999994,138.2,41.73492063492064,0.273224043715847,23626876297417.383,0.2018338615599109,258.2771475409836,1.9e-05,1.9e-05,exact,1.9e-05,1.0,-4.721246399047171,9.817486338797812
ag1,Li7.8Al1.8Ge10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",0.0710382513661202,3.44,2.094,28.615,138.2,36.63888888888889,0.273224043715847,23957258143336.293,0.2099276975184903,253.96139344262292,3.9e-05,3.9e-05,exact,3.9e-05,1.0,-4.4089353929735005,9.817486338797812
0y6,Li9.6Al3.6Ge8.4P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",0.086021505376344,3.44,2.07,28.630000000000003,138.2,38.05303030303031,0.2688172043010753,23932542442172.59,0.2086021981060344,252.55338709677417,0.00014,0.00014,exact,0.00014,1.0,-3.853871964321762,11.888172043010739
yq2,Li6.6Al0.6Ti11.4P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.0607734806629834,3.44,1.9314,34.115,138.2,40.135245901639344,0.2762430939226519,23639015337346.016,0.2028918524747401,258.6703591160221,3e-05,3e-05,exact,3e-05,1.0,-4.522878745280337,8.398895027624306
kab,Li7.8Al1.8Ti10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.0710382513661202,3.44,1.9342,33.544999999999995,138.2,40.5515873015873,0.273224043715847,23657771881142.08,0.2028418189701612,257.27500000000003,3.75e-05,3.75e-05,exact,3.75e-05,1.0,-4.425968732272281,9.817486338797812
tp2,Li9.6Al3.6Ti8.4P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.086021505376344,3.44,1.9384,32.690000000000005,138.2,41.12878787878788,0.2688172043010753,23685906696836.188,0.2027667687132927,255.2382258064516,2.3e-05,2.3e-05,exact,2.3e-05,1.0,-4.638272163982407,11.888172043010739
nf0,Li9.0Al3.0Ti9.0P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.081081081081081,3.44,1.937,32.975,138.2,40.94230769230769,0.2702702702702703,23676528424938.152,0.2027917854655822,255.9098108108108,1.1e-05,1.1e-05,exact,1.1e-05,1.0,-4.958607314841775,11.205405405405394
fkt,Li7.2La1.2Ti10.8P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.0659340659340659,3.44,1.9124,36.73866666666667,138.2,42.692473118279565,0.2747252747252747,23604729790624.56,0.2012809270342724,259.93459340659336,0.000528,0.000528,exact,0.000528,1.0,-3.277366077466188,9.112087912087906
ctg,Li7.8La1.8Ti10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.0710382513661202,3.44,1.9036,37.908,138.2,44.01428571428571,0.273224043715847,23592276153212.848,0.2004629559378938,260.20750819672134,0.000528,0.000528,exact,0.000528,1.0,-3.277366077466188,9.817486338797812
cmn,Li10.8Cr4.8Ti7.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Cr"", ""value"": 3.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",0.0957446808510638,3.44,1.9492,34.559999999999995,138.2,43.27941176470589,0.2659574468085106,23598025629199.477,0.2001432348791159,255.51287234042556,0.00024,0.00024,exact,0.00024,1.0,-3.619788758288394,13.231914893617017
vtr,Li6.0Fe6.0Sb6.0P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Fe"", ""value"": 3.0}, {""element"": ""Sb"", ""value"": 5.0}, {""element"": ""P"", ""value"": 5.0}]",0.0555555555555555,3.44,2.0900000000000003,33.55,138.2,39.208333333333336,0.2777777777777778,23655920248417.51,0.2037099421266303,258.79883333333333,1.37e-06,1.37e-06,exact,1.37e-06,1.0,-5.863279432843593,7.677777777777769
tvf,Li12.0N8.0H16.0I4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""I"", ""value"": -1.0}, {""element"": ""N"", ""value"": -3.0}, {""element"": ""H"", ""value"": 1.0}]",0.3,2.9133333333333336,0.0,0.0,170.66666666666666,67.5,0.0,0.0,0.0,147.187,1e-05,1e-05,exact,1e-05,1.0,-5.0,51.199999999999996
gvd,Li3.0N1.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""N"", ""value"": -3.0}]",0.75,3.04,0.0,0.0,146.0,67.5,0.0,0.0,0.0,179.4775,0.0005767,0.0005767,exact,0.0005767,1.0,-3.2390500485891027,109.5
11b,Li6.0P2.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""P"", ""value"": -3.0}]",0.75,2.19,0.0,0.0,212.0,67.5,0.0,0.0,0.0,125.38625,0.000703,0.000703,exact,0.000703,1.0,-3.153044674980176,159.0
fft,Li6.0N2.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""N"", ""value"": -3.0}]",0.75,3.04,0.0,0.0,146.0,67.5,0.0,0.0,0.0,179.4775,0.0002085,0.0002085,exact,0.0002085,1.0,-3.6808939406902237,109.5
lf5,Li48.0Ba8.0La16.0Nb16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ba"", ""value"": 2.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Nb"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2608695652173913,3.44,1.2580000000000002,102.57238095238094,138.2,83.44199134199134,0.217391304347826,327263081278.80945,0.0441725863783451,285.6290372670807,6e-06,6e-06,exact,6e-06,1.0,-5.221848749616356,36.052173913043475
68u,Li40.0La24.0Nb16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Nb"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2272727272727272,3.44,1.3,96.88,138.2,82.19,0.2272727272727272,336117547862.4076,0.0465028376158532,277.3426363636364,8e-06,8e-06,exact,8e-06,1.0,-5.096910013008056,31.4090909090909
gyw,Li48.0Sr8.0La16.0Ta16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sr"", ""value"": 2.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2608695652173913,3.44,1.23,101.05333333333331,138.2,82.75151515151515,0.217391304347826,267167911421.1679,0.042165149815695,278.08608695652174,4.2e-06,4.2e-06,exact,4.2e-06,1.0,-5.376750709602099,36.052173913043475
0v9,Li44.0La24.0Nb14.0In2.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Nb"", ""value"": 5.0}, {""element"": ""In"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}]",0.2444444444444444,3.44,1.3090000000000002,97.6925,138.2,81.87738095238095,0.2222222222222222,310418126336.5227,0.0444562689884023,275.31363333333326,2.4e-05,2.4e-05,exact,2.4e-05,1.0,-4.619788758288394,33.78222222222222
qtc,Li44.0La22.0K2.0Nb16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""K"", ""value"": 1.0}, {""element"": ""Nb"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2444444444444444,3.44,1.286,98.43166666666666,138.2,82.22936507936508,0.2222222222222222,333277004930.9167,0.0455753135661661,293.6505703703704,1.06e-05,1.06e-05,exact,1.06e-05,1.0,-4.97469413473523,33.78222222222222
rwr,Li64.0Ge8.0P32.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""P"", ""value"": -3.0}]",0.6153846153846154,2.19,2.01,46.0,212.0,65.11111111111111,0.0769230769230769,1571666508793.5586,0.0869565217391304,133.47230769230768,1.8e-05,1.8e-05,exact,1.8e-05,1.0,-4.7447274948966935,130.46153846153848
pql,Li64.0Si8.0P32.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""P"", ""value"": -3.0}]",0.6153846153846154,2.19,1.9,33.0,212.0,63.66666666666666,0.0769230769230769,4256886531984.5776,0.1212121212121212,132.2623076923077,4.5e-05,4.5e-05,exact,4.5e-05,1.0,-4.346787486224656,130.46153846153848
9yt,Li24.0P4.0S20.0Cl1.0Br3.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Cl"", ""value"": -1.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.4615384615384615,2.651666666666667,2.19,17.0,185.375,60.285714285714285,0.0769230769230769,38922178734970.95,0.2941176470588235,257.2819230769231,0.00186,0.00186,exact,0.00186,1.0,-2.7304870557820835,85.5576923076923
122,Li24.0P4.0S20.0Cl4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Cl"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.4615384615384615,2.676666666666667,2.19,17.0,183.5,60.285714285714285,0.0769230769230769,38922178734970.95,0.2941176470588235,255.39538461538464,0.00205,0.00205,exact,0.00205,1.0,-2.688246138944246,84.6923076923077
6jf,Li24.0P4.0S20.0Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.4615384615384615,2.643333333333333,2.19,17.0,186.0,60.285714285714285,0.0769230769230769,38922178734970.95,0.2941176470588235,234.2492307692308,0.00115,0.00115,exact,0.00115,1.0,-2.939302159646388,85.84615384615384
ymc,Li24.0P4.0S20.0Br2.0I2.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""I"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.4615384615384615,2.6183333333333336,2.19,17.0,188.0,60.285714285714285,0.0769230769230769,38922178734970.95,0.2941176470588235,236.07692307692307,2.62e-05,2.62e-05,exact,2.62e-05,1.0,-4.581698708680254,86.76923076923076
kgl,Li24.0P4.0S20.0Cl3.0Br1.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Cl"", ""value"": -1.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.4615384615384615,2.668333333333333,2.19,17.0,184.125,60.285714285714285,0.0769230769230769,38922178734970.95,0.2941176470588235,256.0242307692308,0.00226,0.00226,exact,0.00226,1.0,-2.6458915608525992,84.98076923076923
vqj,Li24.0P4.0S20.0Br3.0I1.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""I"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.4615384615384615,2.6308333333333334,2.19,17.0,187.0,60.285714285714285,0.0769230769230769,38922178734970.95,0.2941176470588235,235.16307692307691,0.000112,0.000112,exact,0.000112,1.0,-3.9507819773298185,86.3076923076923
h82,Li24.0P4.0S20.0Br1.0I3.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""I"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.4615384615384615,2.605833333333333,2.19,17.0,189.0,60.285714285714285,0.0769230769230769,38922178734970.95,0.2941176470588235,236.9907692307692,4.72e-06,4.72e-06,exact,4.72e-06,1.0,-5.3260580013659125,87.23076923076923
9zr,Li24.0P4.0S20.0Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.4615384615384615,2.643333333333333,2.19,17.0,186.0,60.285714285714285,0.0769230769230769,38922178734970.95,0.2941176470588235,234.2492307692308,0.000701,0.000701,exact,0.000701,1.0,-3.1542819820333414,85.84615384615384
a8v,Li24.1P3.9Si0.1S20.0Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.4625719769673704,2.643333333333333,2.18275,17.4,186.0,60.36832740213522,0.0767754318618042,38055546429896.29,0.2897950089126559,234.1169481765835,0.000878,0.000878,exact,0.000878,1.0,-3.0565054840938974,86.0383877159309
09w,Li24.2P3.8Si0.2S20.0Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.4636015325670498,2.643333333333333,2.1755,17.799999999999997,186.0,60.45035460992907,0.0766283524904214,37188914124821.625,0.2854723707664884,233.98517241379307,0.000437,0.000437,exact,0.000437,1.0,-3.359518563029578,86.22988505747126
x2v,Li24.3P3.7Si0.3S20.0Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.4646271510516253,2.643333333333333,2.16825,18.200000000000003,186.0,60.53180212014135,0.0764818355640535,36322281819746.97,0.2811497326203209,233.8539005736138,0.000873,0.000873,exact,0.000873,1.0,-3.0589857562944305,86.4206500956023
x9d,Li24.5P3.5Si0.5S20.0Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.4666666666666667,2.643333333333333,2.15375,19.0,186.0,60.69298245614035,0.0761904761904762,34589017209597.65,0.2725044563279857,233.5928571428572,0.000902,0.000902,exact,0.000902,1.0,-3.0447934624580584,86.8
ish,Li24.7P3.3Si0.7S20.0Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.4686907020872864,2.643333333333333,2.13925,19.8,186.0,60.85191637630662,0.0759013282732447,32855752599448.33,0.2638591800356506,233.33379506641364,0.000931,0.000931,exact,0.000931,1.0,-3.0310503190186573,87.17647058823528
iiy,Li24.8P3.2Si0.8S20.0Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.4696969696969697,2.643333333333333,2.132,20.200000000000003,186.0,60.93055555555556,0.0757575757575757,31989120294373.67,0.2595365418894831,233.20500000000004,0.00169,0.00169,exact,0.00169,1.0,-2.7721132953863266,87.36363636363637
3zo,Li24.9P3.1Si0.9S20.0Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.4706994328922495,2.643333333333333,2.12475,20.6,186.0,61.00865051903115,0.0756143667296786,31122487989299.016,0.2552139037433155,233.0766918714556,0.00108,0.00108,exact,0.00108,1.0,-2.96657624451305,87.55009451795841
10s,Li25.4P2.6Si1.4S20.0Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.4756554307116105,2.643333333333333,2.0885,22.6,186.0,61.39115646258504,0.0749063670411985,26789326463925.72,0.2336007130124777,232.44235955056175,0.00234,0.00234,exact,0.00234,1.0,-2.630784142589857,88.47191011235955
fkj,Li26.0P2.0Si2.0S20.0Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.4814814814814814,2.643333333333333,2.045,25.0,186.0,61.833333333333336,0.074074074074074,21589532633477.76,0.2076648841354723,231.69666666666663,0.00219,0.00219,exact,0.00219,1.0,-2.6595558851598815,89.55555555555554
tt3,Li24.0P4.0S20.0Cl4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Cl"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.4615384615384615,2.676666666666667,2.19,17.0,183.5,60.285714285714285,0.0769230769230769,38922178734970.95,0.2941176470588235,255.39538461538464,0.0013,0.0013,exact,0.0013,1.0,-2.886056647693163,84.6923076923077
nig,Li24.0P4.0S20.0Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.4615384615384615,2.643333333333333,2.19,17.0,186.0,60.285714285714285,0.0769230769230769,38922178734970.95,0.2941176470588235,234.2492307692308,0.00277,0.00277,exact,0.00277,1.0,-2.5575202309355514,85.84615384615384
z16,Li24.0P4.0S19.6Se0.4Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}, {""element"": ""Se"", ""value"": -2.0}]",0.4615384615384615,2.642833333333334,2.19,17.0,186.23333333333332,60.285714285714285,0.0769230769230769,38922178734970.95,0.2941176470588235,234.46246153846155,0.0032,0.0032,exact,0.0032,1.0,-2.494850021680094,85.95384615384614
hbz,Li24.0P4.0S19.2Se0.8Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}, {""element"": ""Se"", ""value"": -2.0}]",0.4615384615384615,2.642333333333333,2.19,17.0,186.46666666666667,60.285714285714285,0.0769230769230769,38922178734970.95,0.2941176470588235,234.67569230769223,0.00392,0.00392,exact,0.00392,1.0,-2.406713932979543,86.06153846153846
uut,Li24.0P4.0S18.8Se1.2Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}, {""element"": ""Se"", ""value"": -2.0}]",0.4615384615384615,2.641833333333334,2.19,17.0,186.7,60.285714285714285,0.0769230769230769,38922178734970.95,0.2941176470588235,234.8889230769231,0.00362,0.00362,exact,0.00362,1.0,-2.441291429466834,86.16923076923077
cju,Li24.0P4.0S18.4Se1.6Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}, {""element"": ""Se"", ""value"": -2.0}]",0.4615384615384615,2.6413333333333333,2.19,17.0,186.9333333333333,60.285714285714285,0.0769230769230769,38922178734970.95,0.2941176470588235,235.10215384615387,0.00364,0.00364,exact,0.00364,1.0,-2.438898616350944,86.27692307692305
1kq,Li24.0P4.0S17.2Se2.8Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}, {""element"": ""Se"", ""value"": -2.0}]",0.4615384615384615,2.6398333333333333,2.19,17.0,187.63333333333333,60.285714285714285,0.0769230769230769,38922178734970.95,0.2941176470588235,235.74184615384613,0.00301,0.00301,exact,0.00301,1.0,-2.5214335044061564,86.6
c6e,Li24.0P4.0S16.8Se3.2Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}, {""element"": ""Se"", ""value"": -2.0}]",0.4615384615384615,2.639333333333333,2.19,17.0,187.86666666666667,60.285714285714285,0.0769230769230769,38922178734970.95,0.2941176470588235,235.95507692307697,0.00348,0.00348,exact,0.00348,1.0,-2.4584207560534193,86.70769230769231
w87,Li24.0P4.0S20.0Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.4615384615384615,2.643333333333333,2.19,17.0,186.0,60.285714285714285,0.0769230769230769,38922178734970.95,0.2941176470588235,234.2492307692308,3.2e-05,3.2e-05,exact,3.2e-05,1.0,-4.494850021680094,85.84615384615384
97p,Li24.0P4.0S20.0Cl4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Cl"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.4615384615384615,2.676666666666667,2.19,17.0,183.5,60.285714285714285,0.0769230769230769,38922178734970.95,0.2941176470588235,255.39538461538464,3.3e-05,3.3e-05,exact,3.3e-05,1.0,-4.481486060122112,84.6923076923077
p9u,Li24.0P4.0S20.0I4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""I"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.4615384615384615,2.5933333333333333,2.19,17.0,190.0,60.285714285714285,0.0769230769230769,38922178734970.95,0.2941176470588235,201.8584615384616,0.00022,0.00022,exact,0.00022,1.0,-3.657577319177794,87.6923076923077
5wz,Li24.0P4.0S20.0I4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""I"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.4615384615384615,2.5933333333333333,2.19,17.0,190.0,60.285714285714285,0.0769230769230769,38922178734970.95,0.2941176470588235,201.8584615384616,1.26e-06,1.26e-06,exact,1.26e-06,1.0,-5.8996294548824375,87.6923076923077
t17,Li24.6P3.4Ge0.6S20.0I4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""I"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.467680608365019,2.5933333333333333,2.163,21.35,190.0,61.04545454545454,0.0760456273764258,33319601901044.336,0.2630434782608695,201.4051711026616,3.93e-05,3.93e-05,exact,3.93e-05,1.0,-4.405607449624573,88.85931558935361
kf7,Li24.8P3.2Ge0.8S20.0I4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""I"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.4696969696969697,2.5933333333333333,2.154,22.800000000000004,190.0,61.29166666666666,0.0757575757575757,31452076289735.47,0.2526854219948849,201.2563636363637,3.19e-05,3.19e-05,exact,3.19e-05,1.0,-4.496209316942819,89.24242424242425
utv,Li25.0P3.0Ge1.0S20.0I4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""I"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.4716981132075472,2.5933333333333333,2.145,24.25,190.0,61.53448275862069,0.0754716981132075,29584550678426.6,0.2423273657289002,201.10867924528304,0.00015,0.00015,exact,0.00015,1.0,-3.8239087409443187,89.62264150943396
q9f,Li25.2P2.8Ge1.2S20.0I4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""I"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.4736842105263157,2.5933333333333333,2.136,25.7,190.0,61.773972602739725,0.075187969924812,27717025067117.727,0.2319693094629155,200.96210526315792,0.00065,0.00065,exact,0.00065,1.0,-3.1870866433571443,89.99999999999999
pa1,Li26.4P1.6Ge2.4S20.0I4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""I"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.4852941176470588,2.5933333333333333,2.082,34.4,190.0,63.14473684210527,0.0735294117647058,16511871399264.514,0.1698209718670076,200.1052941176471,0.00521,0.00521,exact,0.00521,1.0,-2.2831622767004753,92.20588235294117
