ID,True Composition,Z_by_element,n_Li,χ⁻,χ⁺(excl Li⁺),r⁺(excl Li⁺) (pm),r⁻ (pm),nₕₒₛₜ cₐₜᵢₒₙ,ρ⁺(excl Li⁺) (C m⁻³),Φ⁺(excl Li⁺) (|Z| pm⁻¹),Ionic conductivity (S cm-1),conductivity_value,conductivity_qualifier,conductivity_used,sample_weight,log10_conductivity
0v9,Li44.0La24.0Nb14.0In2.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Nb"", ""value"": 5.0}, {""element"": ""In"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}]",0.2444444444444444,3.44,1.3090000000000002,97.6925,138.2,0.2222222222222222,310418126336.5227,0.0444562689884023,2.4e-05,2.4e-05,exact,2.4e-05,1.0,-4.619788758288394
qtc,Li44.0La22.0K2.0Nb16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""K"", ""value"": 1.0}, {""element"": ""Nb"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2444444444444444,3.44,1.286,98.43166666666666,138.2,0.2222222222222222,333277004930.9167,0.0455753135661661,1.06e-05,1.06e-05,exact,1.06e-05,1.0,-4.97469413473523
rwr,Li64.0Ge8.0P32.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""P"", ""value"": -3.0}]",0.6153846153846154,2.19,2.01,46.0,212.0,0.0769230769230769,1571666508793.5586,0.0869565217391304,1.8e-05,1.8e-05,exact,1.8e-05,1.0,-4.7447274948966935
pql,Li64.0Si8.0P32.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""P"", ""value"": -3.0}]",0.6153846153846154,2.19,1.9,33.0,212.0,0.0769230769230769,4256886531984.5776,0.1212121212121212,4.5e-05,4.5e-05,exact,4.5e-05,1.0,-4.346787486224656
9yt,Li24.0P4.0S20.0Cl1.0Br3.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Cl"", ""value"": -1.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.4615384615384615,2.651666666666667,2.19,17.0,185.375,0.0769230769230769,38922178734970.95,0.2941176470588235,0.00186,0.00186,exact,0.00186,1.0,-2.7304870557820835
122,Li24.0P4.0S20.0Cl4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Cl"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.4615384615384615,2.676666666666667,2.19,17.0,183.5,0.0769230769230769,38922178734970.95,0.2941176470588235,0.00205,0.00205,exact,0.00205,1.0,-2.688246138944246
6jf,Li24.0P4.0S20.0Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.4615384615384615,2.643333333333333,2.19,17.0,186.0,0.0769230769230769,38922178734970.95,0.2941176470588235,0.00115,0.00115,exact,0.00115,1.0,-2.939302159646388
ymc,Li24.0P4.0S20.0Br2.0I2.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""I"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.4615384615384615,2.6183333333333336,2.19,17.0,188.0,0.0769230769230769,38922178734970.95,0.2941176470588235,2.62e-05,2.62e-05,exact,2.62e-05,1.0,-4.581698708680254
kgl,Li24.0P4.0S20.0Cl3.0Br1.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Cl"", ""value"": -1.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.4615384615384615,2.668333333333333,2.19,17.0,184.125,0.0769230769230769,38922178734970.95,0.2941176470588235,0.00226,0.00226,exact,0.00226,1.0,-2.6458915608525992
vqj,Li24.0P4.0S20.0Br3.0I1.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""I"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.4615384615384615,2.6308333333333334,2.19,17.0,187.0,0.0769230769230769,38922178734970.95,0.2941176470588235,0.000112,0.000112,exact,0.000112,1.0,-3.9507819773298185
h82,Li24.0P4.0S20.0Br1.0I3.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""I"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.4615384615384615,2.605833333333333,2.19,17.0,189.0,0.0769230769230769,38922178734970.95,0.2941176470588235,4.72e-06,4.72e-06,exact,4.72e-06,1.0,-5.3260580013659125
9zr,Li24.0P4.0S20.0Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.4615384615384615,2.643333333333333,2.19,17.0,186.0,0.0769230769230769,38922178734970.95,0.2941176470588235,0.000701,0.000701,exact,0.000701,1.0,-3.1542819820333414
a8v,Li24.1P3.9Si0.1S20.0Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.4625719769673704,2.643333333333333,2.18275,17.4,186.0,0.0767754318618042,38055546429896.29,0.2897950089126559,0.000878,0.000878,exact,0.000878,1.0,-3.0565054840938974
09w,Li24.2P3.8Si0.2S20.0Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.4636015325670498,2.643333333333333,2.1755,17.799999999999997,186.0,0.0766283524904214,37188914124821.625,0.2854723707664884,0.000437,0.000437,exact,0.000437,1.0,-3.359518563029578
x2v,Li24.3P3.7Si0.3S20.0Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.4646271510516253,2.643333333333333,2.16825,18.200000000000003,186.0,0.0764818355640535,36322281819746.97,0.2811497326203209,0.000873,0.000873,exact,0.000873,1.0,-3.0589857562944305
x9d,Li24.5P3.5Si0.5S20.0Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.4666666666666667,2.643333333333333,2.15375,19.0,186.0,0.0761904761904762,34589017209597.65,0.2725044563279857,0.000902,0.000902,exact,0.000902,1.0,-3.0447934624580584
ish,Li24.7P3.3Si0.7S20.0Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.4686907020872864,2.643333333333333,2.13925,19.8,186.0,0.0759013282732447,32855752599448.33,0.2638591800356506,0.000931,0.000931,exact,0.000931,1.0,-3.0310503190186573
iiy,Li24.8P3.2Si0.8S20.0Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.4696969696969697,2.643333333333333,2.132,20.200000000000003,186.0,0.0757575757575757,31989120294373.67,0.2595365418894831,0.00169,0.00169,exact,0.00169,1.0,-2.7721132953863266
3zo,Li24.9P3.1Si0.9S20.0Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.4706994328922495,2.643333333333333,2.12475,20.6,186.0,0.0756143667296786,31122487989299.016,0.2552139037433155,0.00108,0.00108,exact,0.00108,1.0,-2.96657624451305
10s,Li25.4P2.6Si1.4S20.0Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.4756554307116105,2.643333333333333,2.0885,22.6,186.0,0.0749063670411985,26789326463925.72,0.2336007130124777,0.00234,0.00234,exact,0.00234,1.0,-2.630784142589857
fkj,Li26.0P2.0Si2.0S20.0Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.4814814814814814,2.643333333333333,2.045,25.0,186.0,0.074074074074074,21589532633477.76,0.2076648841354723,0.00219,0.00219,exact,0.00219,1.0,-2.6595558851598815
tt3,Li24.0P4.0S20.0Cl4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Cl"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.4615384615384615,2.676666666666667,2.19,17.0,183.5,0.0769230769230769,38922178734970.95,0.2941176470588235,0.0013,0.0013,exact,0.0013,1.0,-2.886056647693163
nig,Li24.0P4.0S20.0Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.4615384615384615,2.643333333333333,2.19,17.0,186.0,0.0769230769230769,38922178734970.95,0.2941176470588235,0.00277,0.00277,exact,0.00277,1.0,-2.5575202309355514
z16,Li24.0P4.0S19.6Se0.4Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}, {""element"": ""Se"", ""value"": -2.0}]",0.4615384615384615,2.642833333333334,2.19,17.0,186.23333333333332,0.0769230769230769,38922178734970.95,0.2941176470588235,0.0032,0.0032,exact,0.0032,1.0,-2.494850021680094
hbz,Li24.0P4.0S19.2Se0.8Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}, {""element"": ""Se"", ""value"": -2.0}]",0.4615384615384615,2.642333333333333,2.19,17.0,186.46666666666667,0.0769230769230769,38922178734970.95,0.2941176470588235,0.00392,0.00392,exact,0.00392,1.0,-2.406713932979543
uut,Li24.0P4.0S18.8Se1.2Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}, {""element"": ""Se"", ""value"": -2.0}]",0.4615384615384615,2.641833333333334,2.19,17.0,186.7,0.0769230769230769,38922178734970.95,0.2941176470588235,0.00362,0.00362,exact,0.00362,1.0,-2.441291429466834
cju,Li24.0P4.0S18.4Se1.6Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}, {""element"": ""Se"", ""value"": -2.0}]",0.4615384615384615,2.6413333333333333,2.19,17.0,186.9333333333333,0.0769230769230769,38922178734970.95,0.2941176470588235,0.00364,0.00364,exact,0.00364,1.0,-2.438898616350944
1kq,Li24.0P4.0S17.2Se2.8Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}, {""element"": ""Se"", ""value"": -2.0}]",0.4615384615384615,2.6398333333333333,2.19,17.0,187.63333333333333,0.0769230769230769,38922178734970.95,0.2941176470588235,0.00301,0.00301,exact,0.00301,1.0,-2.5214335044061564
c6e,Li24.0P4.0S16.8Se3.2Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}, {""element"": ""Se"", ""value"": -2.0}]",0.4615384615384615,2.639333333333333,2.19,17.0,187.86666666666667,0.0769230769230769,38922178734970.95,0.2941176470588235,0.00348,0.00348,exact,0.00348,1.0,-2.4584207560534193
w87,Li24.0P4.0S20.0Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.4615384615384615,2.643333333333333,2.19,17.0,186.0,0.0769230769230769,38922178734970.95,0.2941176470588235,3.2e-05,3.2e-05,exact,3.2e-05,1.0,-4.494850021680094
97p,Li24.0P4.0S20.0Cl4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Cl"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.4615384615384615,2.676666666666667,2.19,17.0,183.5,0.0769230769230769,38922178734970.95,0.2941176470588235,3.3e-05,3.3e-05,exact,3.3e-05,1.0,-4.481486060122112
p9u,Li24.0P4.0S20.0I4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""I"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.4615384615384615,2.5933333333333333,2.19,17.0,190.0,0.0769230769230769,38922178734970.95,0.2941176470588235,0.00022,0.00022,exact,0.00022,1.0,-3.657577319177794
5wz,Li24.0P4.0S20.0I4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""I"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.4615384615384615,2.5933333333333333,2.19,17.0,190.0,0.0769230769230769,38922178734970.95,0.2941176470588235,1.26e-06,1.26e-06,exact,1.26e-06,1.0,-5.8996294548824375
t17,Li24.6P3.4Ge0.6S20.0I4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""I"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.467680608365019,2.5933333333333333,2.163,21.35,190.0,0.0760456273764258,33319601901044.336,0.2630434782608695,3.93e-05,3.93e-05,exact,3.93e-05,1.0,-4.405607449624573
kf7,Li24.8P3.2Ge0.8S20.0I4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""I"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.4696969696969697,2.5933333333333333,2.154,22.800000000000004,190.0,0.0757575757575757,31452076289735.47,0.2526854219948849,3.19e-05,3.19e-05,exact,3.19e-05,1.0,-4.496209316942819
utv,Li25.0P3.0Ge1.0S20.0I4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""I"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.4716981132075472,2.5933333333333333,2.145,24.25,190.0,0.0754716981132075,29584550678426.6,0.2423273657289002,0.00015,0.00015,exact,0.00015,1.0,-3.8239087409443187
q9f,Li25.2P2.8Ge1.2S20.0I4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""I"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.4736842105263157,2.5933333333333333,2.136,25.7,190.0,0.075187969924812,27717025067117.727,0.2319693094629155,0.00065,0.00065,exact,0.00065,1.0,-3.1870866433571443
pa1,Li26.4P1.6Ge2.4S20.0I4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""I"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.4852941176470588,2.5933333333333333,2.082,34.4,190.0,0.0735294117647058,16511871399264.514,0.1698209718670076,0.00521,0.00521,exact,0.00521,1.0,-2.2831622767004753
lxk,Li26.8P1.2Ge2.8S20.0I4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""I"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.4890510948905109,2.5933333333333333,2.064,37.3,190.0,0.072992700729927,12776820176646.771,0.1491048593350383,0.00554,0.00554,exact,0.00554,1.0,-2.25649023527157
1m8,Li27.2P0.8Ge3.2S20.0I4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""I"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.4927536231884057,2.5933333333333333,2.046,40.2,190.0,0.072463768115942,9041768954029.035,0.128388746803069,0.00258,0.00258,exact,0.00258,1.0,-2.58838029403677
240,Li64.0Ge8.0P32.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""P"", ""value"": -3.0}]",0.6153846153846154,2.19,2.01,46.0,212.0,0.0769230769230769,1571666508793.5586,0.0869565217391304,8.6e-05,8.6e-05,exact,8.6e-05,1.0,-4.0655015487564325
4p7,Li3.0Cl1.0O1.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Cl"", ""value"": -1.0}, {""element"": ""O"", ""value"": -2.0}]",0.6,3.3,0.0,0.0,159.6,0.0,0.0,0.0,0.025,0.025,exact,0.025,1.0,-1.6020599913279623
gas,Li0.31La0.63Ti0.9Co0.1O3.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""Co"", ""value"": 2.0}]",0.0627530364372469,3.44,1.39079754601227,83.95644171779139,138.2,0.3299595141700405,419122968729.5596,0.0478990791508294,0.00026,0.00026,exact,0.00026,1.0,-3.5850266520291822
f5n,Li2.0O0.9H0.9F0.1Cl1.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""F"", ""value"": -1.0}, {""element"": ""Cl"", ""value"": -1.0}, {""element"": ""H"", ""value"": 1.0}]",0.4081632653061224,3.327,0.0,0.0,159.22125,0.0,0.0,0.0,3.86e-05,3.86e-05,exact,3.86e-05,1.0,-4.413412695328245
hx7,Li2.0O1.0H1.0Br1.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""H"", ""value"": 1.0}]",0.4,3.2,0.0,0.0,167.1,0.0,0.0,0.0,1.2e-06,1.2e-06,exact,1.2e-06,1.0,-5.920818753952375
lk8,La0.55Li0.45Ti0.9Al0.1O3.0,"[{""element"": ""La"", ""value"": 3.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}]",0.09,3.44,1.3883870967741934,80.3268817204301,138.2,0.31,500125419659.0885,0.0515226128587847,0.00151,0.00151,exact,0.00151,1.0,-2.8210230527068307
oi4,Li0.38Sr0.44Hf0.25Ta0.75O3.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sr"", ""value"": 2.0}, {""element"": ""Hf"", ""value"": 4.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.0788381742738589,3.44,1.2972222222222225,87.95601851851852,138.2,0.2987551867219917,385136257280.55566,0.0521116935327677,0.00038,0.00038,exact,0.00038,1.0,-3.42021640338319
lcx,La0.6Sr0.06Li0.06Ti1.0O3.0,"[{""element"": ""La"", ""value"": 3.0}, {""element"": ""Sr"", ""value"": 2.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}]",0.0127118644067796,3.44,1.3596385542168676,84.12048192771084,138.2,0.3516949152542373,442067217609.6627,0.0495023048958618,1.13e-05,1.13e-05,exact,1.13e-05,1.0,-4.94692155651658
mam,La0.56Sr0.1Li0.1Ti1.0O3.0,"[{""element"": ""La"", ""value"": 3.0}, {""element"": ""Sr"", ""value"": 2.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}]",0.0210084033613445,3.44,1.3560240963855423,84.37028112449798,138.2,0.3487394957983193,441277195234.9833,0.0492672873022561,1.37e-05,1.37e-05,exact,1.37e-05,1.0,-4.863279432843593
0jx,La0.51Sr0.15Li0.15Ti1.0O3.0,"[{""element"": ""La"", ""value"": 3.0}, {""element"": ""Sr"", ""value"": 2.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}]",0.0311850311850311,3.44,1.3515060240963854,84.68253012048191,138.2,0.3451143451143451,440289667266.634,0.048973515310249,5.3e-05,5.3e-05,exact,5.3e-05,1.0,-4.275724130399211
lyq,La0.41Sr0.25Li0.25Ti1.0O3.0,"[{""element"": ""La"", ""value"": 3.0}, {""element"": ""Sr"", ""value"": 2.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}]",0.0509164969450101,3.44,1.3424698795180725,85.3070281124498,138.2,0.3380855397148676,438314611329.9356,0.0483859713262348,7.64e-05,7.64e-05,exact,7.64e-05,1.0,-4.11690664142431
xy0,La0.36Sr0.3Li0.3Ti1.0O3.0,"[{""element"": ""La"", ""value"": 3.0}, {""element"": ""Sr"", ""value"": 2.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}]",0.0604838709677419,3.44,1.3379518072289158,85.61927710843374,138.2,0.3346774193548387,437327083361.58624,0.0480921993342277,1.92e-05,1.92e-05,exact,1.92e-05,1.0,-4.716698771296451
v7r,La0.56Li0.33Ti1.0O3.0,"[{""element"": ""La"", ""value"": 3.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}]",0.0674846625766871,3.44,1.382051282051282,81.48803418803419,138.2,0.3190184049079754,467297735825.1255,0.0514341699802358,0.0013,0.0013,exact,0.0013,1.0,-2.886056647693163
yhc,La0.55Li0.36Ti1.0O3.0,"[{""element"": ""La"", ""value"": 3.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}]",0.0733197556008146,3.44,1.3838709677419354,81.24623655913979,138.2,0.3156822810590631,469872929665.42975,0.0516033120597186,0.00154,0.00154,exact,0.00154,1.0,-2.812479279163537
sv7,La0.51Li0.34Ti1.0O2.94,"[{""element"": ""La"", ""value"": 3.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}]",0.0709812108559499,3.44,1.3913907284768212,80.24701986754967,138.2,0.3152400835073068,480514790303.5084,0.0523022833020844,0.001,0.001,exact,0.001,1.0,-3.0
qbb,Li3.0O1.0Br1.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Br"", ""value"": -1.0}]",0.6,3.2,0.0,0.0,167.1,0.0,0.0,0.0,1.1e-06,1.1e-06,exact,1.1e-06,1.0,-5.958607314841775
o23,Li0.25La0.25Ta1.0O3.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.0555555555555555,3.44,1.42,78.99333333333333,138.2,0.2777777777777778,479307503684.0538,0.0630144440248354,2.61e-05,2.61e-05,exact,2.61e-05,1.0,-4.583359492661719
w1l,Li0.5Sr0.5Cr0.25Ta0.75O3.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sr"", ""value"": 2.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Cr"", ""value"": 3.0}]",0.1,3.44,1.343333333333333,87.86111111111113,138.2,0.3,385043788258.26605,0.0495166045340417,6e-05,6e-05,exact,6e-05,1.0,-4.221848749616356
jce,Li0.5Sr0.5Fe0.25Ta0.75O3.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sr"", ""value"": 2.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Fe"", ""value"": 3.0}]",0.1,3.44,1.3716666666666668,87.06944444444446,138.2,0.3,407462551860.8885,0.0501970959204534,0.0001,0.0001,exact,0.0001,1.0,-4.0
3qz,Li56.0La24.0Zr16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}]",0.2916666666666667,3.44,1.1920000000000002,102.58,138.2,0.2083333333333333,169832268285.58978,0.0356431091090659,0.00012,0.00012,exact,0.00012,1.0,-3.9208187539523753
cjq,Li48.0Sr8.0La16.0Nb16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sr"", ""value"": 2.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Nb"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2608695652173913,3.44,1.27,98.95333333333332,138.2,0.217391304347826,329560362152.5685,0.0445521915889261,4.2e-06,4.2e-06,exact,4.2e-06,1.0,-5.376750709602099
uaz,Li48.0Ca8.0La16.0Nb16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ca"", ""value"": 2.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Nb"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2608695652173913,3.44,1.28,94.88666666666666,138.2,0.217391304347826,334301851876.2142,0.0451291328544136,1.6e-06,1.6e-06,exact,1.6e-06,1.0,-5.795880017344075
aax,Li42.0Ba2.0La22.0Ta16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ba"", ""value"": 2.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2359550561797752,3.44,1.2495,100.40309523809525,138.2,0.2247191011235955,271511480485.10748,0.0435332330332452,7.41e-06,7.41e-06,exact,7.41e-06,1.0,-5.130181792020672
