ID,True Composition,Z_by_element,χₐₗₗ,χ⁻,χ⁺(incl Li⁺),χ⁺(excl Li⁺),χ⁺(incl Li⁺) - χ⁻,χ⁺(excl Li⁺) - χ⁻,χₘₐₓ - χₘᵢₙ,rₐₗₗ (pm),r⁻ (pm),r⁺(incl Li⁺) (pm),r⁺(excl Li⁺) (pm),r⁺(excl Li⁺) - r⁻,r⁺(incl Li⁺) - r⁻,r⁺(excl Li⁺) / r⁻,r⁺(incl Li⁺) / r⁻,ρₐₗₗ (C m⁻³),ρ⁻ (C m⁻³),ρ⁺(incl Li⁺) (C m⁻³),ρ⁺(excl Li⁺) (C m⁻³),ρ⁺(incl Li⁺) / ρ⁻,ρ⁺(incl Li⁺) - ρ⁻,Φ⁺(incl Li⁺) (|Z| pm⁻¹),Φ⁺(excl Li⁺) (|Z| pm⁻¹),nₕₐₗᵢdₑ,nₕₒₛₜ cₐₜᵢₒₙ,nₐₙᵢₒₙ,n_Li,Ionic conductivity (S cm-1),ir_mean_nonLi,d_electrons_mean_nonLi,covalent_radius_mean_nonLi,cation_entropy,d_electrons_std_nonLi,s_electrons_mean_nonLi,p_electrons_mean_nonLi,atomic_mass_mean_nonLi,ir_std_nonLi,n_elements
xub,Li9.12Mg2.4Ti12.48O32.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Mg"", ""value"": 2.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.524657142857143,3.44,1.3042,1.5029032258064514,-2.1358,-1.9370967741935483,2.46,106.53285714285714,138.2,64.31,62.354838709677416,-75.84516129032258,-73.88999999999999,0.4511927547733532,0.4653400868306802,199549278945.34677,28978758058.690765,426976640127.5547,612454536772.9387,14.73412488081089,397997882068.8639,0.0427875726966636,0.0599321662371515,0.0,0.2657142857142857,0.5714285714285714,0.1628571428571428,1.51e-09,110.24232081911262,0.5324232081911263,85.90443686006826,0.44180334801001603,0.8839524556002553,5.167235494880546,6.232081911262799,24.90812627986348,23.23072397910407,4
bjw,Li16.0Mn8.0Cl32.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Cl"", ""value"": -1.0}, {""element"": ""Mn"", ""value"": 2.0}]",2.307142857142857,3.16,1.17,1.55,-1.99,-1.61,2.18,134.57142857142858,181.0,72.66666666666667,83.0,-98.0,-108.33333333333331,0.4585635359116022,0.4014732965009208,58325956238.498886,6449680150.445433,127494324355.90347,133773355550.16972,19.767542169838972,121044644205.45804,0.0179086717239327,0.0240963855421686,0.5714285714285714,0.1428571428571428,0.0,0.2857142857142857,4.79e-06,153.0,1.0,108.0,0.0,2.0,6.4,11.200000000000001,39.35000900000001,28.0,3
dvn,Li16.0Mg8.0Cl32.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Mg"", ""value"": 2.0}, {""element"": ""Cl"", ""value"": -1.0}]",2.2728571428571427,3.16,1.09,1.31,-2.0700000000000003,-1.85,2.18,133.0,181.0,69.0,72.0,-109.0,-112.0,0.3977900552486187,0.3812154696132597,68491249723.02053,6449680150.445433,151213342486.454,204930409941.8213,23.445091688153063,144763662336.00858,0.0191358024691358,0.0277777777777777,0.5714285714285714,0.1428571428571428,0.0,0.2857142857142857,6.24e-07,150.79999999999998,0.0,110.0,0.0,0.0,6.000000000000001,10.0,33.223400000000005,32.400000000000006,3
t3k,Li15.2Mn7.2Ga0.8Cl32.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ga"", ""value"": 3.0}, {""element"": ""Cl"", ""value"": -1.0}, {""element"": ""Mn"", ""value"": 2.0}]",2.330144927536232,3.16,1.1855172413793102,1.576,-1.97448275862069,-1.584,2.18,135.1304347826087,181.0,71.86206896551724,80.15,-100.85,-109.13793103448276,0.4428176795580111,0.3970280053343494,65702308697.82462,6449680150.445433,147430072211.4511,191273072771.54456,22.85850906905348,140980392061.00568,0.0190825801007114,0.0271913341439151,0.5797101449275363,0.144927536231884,0.0,0.2753623188405796,2.37e-07,152.57999999999998,1.0999999999999999,107.8,0.3250829733914482,2.3000000000000003,6.4,11.22,39.64570810000001,28.977294559706568,4
uxi,Li13.2Mn5.2In2.8Cl32.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""In"", ""value"": 3.0}, {""element"": ""Cl"", ""value"": -1.0}, {""element"": ""Mn"", ""value"": 2.0}]",2.3890977443609023,3.16,1.225471698113208,1.6305,-1.9345283018867925,-1.5295,2.18,137.9436090225564,181.0,72.95283018867924,81.95,-99.05,-108.04716981132076,0.4527624309392265,0.403054310434692,59604334933.28521,6449680150.445433,139837776114.93018,165384672252.59387,21.681350524843097,133388095964.48474,0.0200875830365487,0.0287876506024096,0.6015037593984962,0.150375939849624,0.0,0.2481203007518796,9.9e-08,152.79,2.05,109.05,0.6474466390346325,5.200721103847043,6.540000000000001,11.690000000000001,43.54160585,28.42720352057163,4
r5y,Li16.0Cd8.0Cl32.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Cd"", ""value"": 2.0}, {""element"": ""Cl"", ""value"": -1.0}]",2.327142857142857,3.16,1.2166666666666666,1.69,-1.9433333333333336,-1.4700000000000002,2.18,137.0952380952381,181.0,78.55555555555556,100.66666666666669,-80.33333333333333,-102.44444444444444,0.5561694290976059,0.4340085942295887,49926939908.93654,6449680150.445433,107896619586.92468,74980241243.23335,16.72898765056947,101446939436.47923,0.0164990597661679,0.0198675496688741,0.5714285714285714,0.1428571428571428,0.0,0.2857142857142857,5.8e-07,155.4,4.0,111.0,0.0,8.0,6.800000000000001,12.4,50.84460000000001,23.199999999999996,3
ek5,Li8.0Sr8.0Nb16.0O48.0F8.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sr"", ""value"": 2.0}, {""element"": ""Nb"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""F"", ""value"": -1.0}]",2.7045454545454546,3.5171428571428573,1.2825,1.3833333333333335,-2.234642857142857,-2.133809523809524,3.03,116.74166666666666,137.11785714285713,81.08333333333334,85.61111111111113,-51.506746031746005,-56.03452380952379,0.6243615010838204,0.5913404353224113,166082082359.3945,27290238226.806683,408967809591.4232,503838809868.9741,14.98586440296083,381677571364.61646,0.0467853693596568,0.0574422208746041,0.0909090909090909,0.2727272727272727,0.5454545454545454,0.0909090909090909,<1E-10,116.30000000000001,3.8000000000000003,90.0,0.6365141682948128,5.89576118919347,5.6,8.3,38.84275632,19.370338148829514,5
xut,Li8.0Sr8.0Ta16.0O48.0F8.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sr"", ""value"": 2.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""F"", ""value"": -1.0}]",2.6863636363636365,3.5171428571428573,1.2325,1.3166666666666669,-2.2846428571428574,-2.2004761904761905,3.03,117.69621212121211,137.11785714285713,83.70833333333334,89.11111111111113,-48.006746031746005,-53.40952380952379,0.6498869875006151,0.6104845501350074,137721877481.48514,27290238226.806683,330977246177.1724,399851391983.30646,12.128045326187728,303687007950.3657,0.043801567143118,0.053463817919219,0.0909090909090909,0.2727272727272727,0.5454545454545454,0.0909090909090909,<1E-10,116.30000000000001,5.6000000000000005,90.0,0.6365141682948128,9.189124006128115,6.200000000000001,9.5,56.451056320000006,19.370338148829514,5
ckw,Li8.0Sr7.2Nb16.0O48.0F6.4,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sr"", ""value"": 2.0}, {""element"": ""Nb"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""F"", ""value"": -1.0}]",2.697102803738318,3.5035294117647062,1.291025641025641,1.3982758620689657,-2.2125037707390653,-2.1052535496957407,3.03,116.3644859813084,137.30882352941177,79.84615384615384,84.10344827586208,-53.20537525354969,-57.46266968325793,0.6125130644488188,0.5815078142378131,170087421112.46378,27588212314.78623,418547580041.7477,519993363242.7745,15.171246881314678,390959367726.9615,0.0475884835092435,0.0588897485762879,0.0747663551401869,0.2710280373831775,0.5607476635514018,0.0934579439252336,<1E-10,116.08247422680414,3.814432989690722,89.69072164948454,0.6193762897414465,5.92796951886931,5.587628865979381,8.268041237113403,38.74906005773196,19.597848663277233,5
yab,Li8.0Sr7.2Ta16.0O48.0F6.4,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sr"", ""value"": 2.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""F"", ""value"": -1.0}]",2.678411214953271,3.5035294117647062,1.2397435897435898,1.3293103448275865,-2.2637858220211164,-2.17421906693712,3.03,117.34579439252336,137.30882352941177,82.53846153846153,87.72413793103449,-49.58468559837728,-54.77036199095024,0.6388820155628516,0.6011154958354272,140932070303.39807,27588212314.78623,338557258591.2342,412420172326.5665,12.271808507497257,310969046276.44794,0.0445281735435627,0.0547741593120965,0.0747663551401869,0.2710280373831775,0.5607476635514018,0.0934579439252336,<1E-10,116.08247422680414,5.670103092783506,89.69072164948454,0.6193762897414465,9.28441955003782,6.206185567010309,9.50515463917526,56.9019466556701,19.597848663277233,5
ysm,Li8.8Sr8.0Nb15.2Zr0.8O48.0F8.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sr"", ""value"": 2.0}, {""element"": ""Nb"", ""value"": 5.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""F"", ""value"": -1.0}]",2.686576576576577,3.5171428571428573,1.2685365853658537,1.3743333333333334,-2.248606271777004,-2.142809523809524,3.03,116.42642642642642,137.11785714285713,81.09959349593498,86.08611111111111,-51.031746031746025,-56.01826364692215,0.6278256742403853,0.5914590206251608,161960997021.17224,27290238226.806683,391886682767.6501,489981703237.5726,14.359958293904054,364596444540.8434,0.0453434211691248,0.0565372434990385,0.0900900900900901,0.2702702702702703,0.5405405405405406,0.0990990990990991,<1E-10,116.38,3.7800000000000002,90.1,0.7688576638587279,5.864435181669245,5.61,8.299999999999999,38.82593252,19.227990014559502,6
e81,Li8.8Sr8.0Ta15.2Zr0.8O48.0F8.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sr"", ""value"": 2.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""F"", ""value"": -1.0}]",2.66945945945946,3.5171428571428573,1.2221951219512197,1.311,-2.294947735191638,-2.2061428571428574,3.03,117.32507507507508,137.11785714285713,83.53252032520327,89.41111111111111,-47.70674603174602,-53.58533681765387,0.6520748863363403,0.6092023465490302,135261524861.33868,27290238226.806683,319602745944.686,391193656246.1883,11.711247930065568,292312507717.8793,0.0425779459440401,0.0527577606914227,0.0900900900900901,0.2702702702702703,0.5405405405405406,0.0990990990990991,<1E-10,116.38,5.49,90.1,0.7688576638587279,9.04488253102272,6.180000000000001,9.44,55.55381752,19.227990014559502,6
3qz,Li56.0La24.0Zr16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}]",2.254166666666667,3.44,1.0683333333333334,1.1920000000000002,-2.3716666666666666,-2.248,2.46,110.15833333333332,138.2,82.11666666666666,102.58,-35.61999999999999,-56.08333333333333,0.7422575976845153,0.594187168355041,86141254143.4846,28978758058.690765,143303750228.27844,169832268285.58978,4.945130841633894,114324992169.58768,0.0234932707707527,0.0356431091090659,0.0,0.2083333333333333,0.5,0.2916666666666667,0.00012,119.74117647058824,5.117647058823529,95.0,0.6730116670092565,8.28096579292946,6.117647058823529,9.176470588235295,46.538659411764705,12.756500480079556,4
cjq,Li48.0Sr8.0La16.0Nb16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sr"", ""value"": 2.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Nb"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",2.326521739130435,3.44,1.1118181818181818,1.27,-2.328181818181818,-2.17,2.49,111.2246376811594,138.2,81.7969696969697,98.95333333333332,-39.246666666666655,-56.40303030303029,0.7160154365653643,0.5918738762443538,119203293913.90234,28978758058.690765,217630060301.40588,329560362152.5685,7.509985757865781,188651302242.71512,0.0283318042575926,0.0445521915889261,0.0,0.217391304347826,0.5217391304347826,0.2608695652173913,4.2e-06,119.67058823529413,4.705882352941177,94.11764705882354,1.0549201679861442,7.660169756085143,5.882352941176471,8.823529411764707,43.719794117647055,15.563598733465605,5
uaz,Li48.0Ca8.0La16.0Nb16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ca"", ""value"": 2.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Nb"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",2.3286956521739133,3.44,1.1163636363636364,1.28,-2.3236363636363637,-2.16,2.46,110.34057971014492,138.2,79.94848484848484,94.88666666666666,-43.31333333333333,-58.25151515151515,0.6865894838398456,0.5784984431872999,120234052549.47748,28978758058.690765,219785282903.063,334301851876.2142,7.584358255033953,190806524844.37225,0.0285940502873597,0.0451291328544136,0.0,0.217391304347826,0.5217391304347826,0.2608695652173913,1.6e-06,118.61176470588236,4.117647058823529,92.94117647058825,1.0549201679861442,7.614864356608736,5.764705882352942,8.470588235294118,40.92320588235294,15.298822805652541,5
aax,Li42.0Ba2.0La22.0Ta16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ba"", ""value"": 2.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",2.3673033707865168,3.44,1.1114634146341464,1.2495,-2.3285365853658533,-2.1905,2.55,113.0242910647405,138.2,83.55029036004646,100.40309523809525,-37.79690476190476,-54.64970963995353,0.7265057542553924,0.604560711722478,105984954836.55598,28978758058.690765,196138551064.30063,271511480485.10748,6.7683560029405205,167159793005.60986,0.0288237993116101,0.0435332330332452,0.0,0.2247191011235955,0.5393258426966292,0.2359550561797752,7.41e-06,119.26764705882354,6.397058823529412,94.11764705882354,0.8451132568429528,9.926405228542993,6.352941176470589,9.882352941176471,57.071197205882356,15.685685129858996,5
o86,Li44.0Ba4.0La20.0Ta16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ba"", ""value"": 2.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",2.349555555555556,3.44,1.1033333333333335,1.239,-2.3366666666666664,-2.201,2.55,112.83470899470898,138.2,83.84580498866212,101.82619047619048,-36.37380952380951,-54.354195011337865,0.7368031148783682,0.6066990230728084,105697149514.3807,28978758058.690765,193375311178.02637,269297863839.20792,6.673002023978486,164396553119.33557,0.0282128412000783,0.0429506702238681,0.0,0.2222222222222222,0.5333333333333333,0.2444444444444444,1.41e-05,119.73529411764707,6.382352941176471,94.41176470588236,0.9433483923290392,9.905478893558183,6.352941176470589,9.882352941176471,57.04798441176471,16.085998338945384,5
coi,Li50.0Ba10.0La14.0Ta16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ba"", ""value"": 2.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",2.2986021505376346,3.44,1.0811111111111111,1.2075,-2.358888888888889,-2.2325,2.55,112.29042498719916,138.2,84.65354497354497,106.0954761904762,-32.1045238095238,-53.54645502645502,0.7676951967472952,0.6125437407637119,104870869718.45808,28978758058.690765,185822455488.87656,262657013901.50937,6.41236781481559,156843697430.1858,0.026542889028558,0.041202981795737,0.0,0.2150537634408602,0.5161290322580645,0.2688172043010752,4.99e-05,121.13823529411766,6.338235294117647,95.29411764705883,1.080527626604172,9.842301103068339,6.352941176470589,9.882352941176471,56.97834602941176,17.154908656226073,5
3vi,Li52.0Ba12.0La12.0Ta16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ba"", ""value"": 2.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",2.282340425531915,3.44,1.0743478260869566,1.197,-2.3656521739130434,-2.243,2.55,112.11671732522797,138.2,84.89937888198757,107.51857142857143,-30.681428571428555,-53.300621118012415,0.777992557370271,0.6143225678870302,104607163400.61046,28978758058.690765,183523760279.1353,260443397255.60983,6.33304435985297,154545002220.44458,0.0260346427154866,0.04062041898636,0.0,0.2127659574468085,0.5106382978723404,0.2765957446808511,3.08e-05,121.6058823529412,6.3235294117647065,95.58823529411765,1.0888999753452238,9.821107485876272,6.352941176470589,9.882352941176471,56.95513323529412,17.47169039898326,5
vwn,Li54.0Ba14.0La10.0Ta16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ba"", ""value"": 2.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",2.266421052631579,3.44,1.067872340425532,1.1865,-2.372127659574468,-2.2535,2.55,111.94666666666666,138.2,85.13475177304964,108.94166666666663,-29.25833333333334,-53.065248226950345,0.7882899179932464,0.6160257002391436,104349008794.7175,28978758058.690765,181322881886.82996,258229780609.7103,6.257096371058972,152344123828.13916,0.0255480239050991,0.0400378561769829,0.0,0.2105263157894736,0.5052631578947369,0.2842105263157894,1.18e-05,122.07352941176471,6.3088235294117645,95.88235294117648,1.080527626604172,9.799845966588359,6.352941176470589,9.882352941176471,56.931920441176466,17.770527630015238,5
tlp,Li56.0Ba16.0La8.0Ta16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ba"", ""value"": 2.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",2.250833333333333,3.44,1.0616666666666663,1.176,-2.3783333333333334,-2.264,2.55,111.78015873015872,138.2,85.36031746031746,110.36476190476188,-27.835238095238097,-52.83968253968253,0.7985872786162221,0.6176578687432523,104096232409.78064,28978758058.690765,179213706760.8705,256016163963.8108,6.184312881798055,150234948702.17975,0.0250816808784777,0.0394552933676059,0.0,0.2083333333333333,0.5,0.2916666666666667,2.85e-06,122.54117647058824,6.294117647058824,96.1764705882353,1.0549201679861442,9.778516102284117,6.352941176470588,9.88235294117647,56.908707647058826,18.052311529471602,5
ka6,Li40.0La24.0Ta16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",2.3854545454545457,3.44,1.12,1.2600000000000002,-2.32,-2.18,2.46,113.2181818181818,138.2,83.24,98.98,-39.22,-54.96,0.7162083936324167,0.6023154848046309,106279301188.78072,28978758058.690765,199039952944.88867,273725097131.007,6.868477680850658,170061194886.1979,0.0294653053287185,0.0441157958426222,0.0,0.2272727272727272,0.5454545454545454,0.2272727272727272,6.61e-06,118.80000000000001,6.411764705882353,93.82352941176471,0.6730116670092565,9.947265799495515,6.352941176470589,9.882352941176471,57.09441,15.260560470780652,4
7o7,Li48.0Ba8.0La16.0Ta16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ba"", ""value"": 2.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",2.315217391304348,3.44,1.088181818181818,1.218,-2.3518181818181816,-2.222,2.55,112.4679089026915,138.2,84.3965367965368,104.67238095238096,-33.52761904761904,-53.8034632034632,0.7573978361243195,0.6106840578620608,105140308782.3459,28978758058.690765,188225636844.51517,264870630547.40887,6.495296881367421,159246878785.82437,0.027074237446769,0.041785544605114,0.0,0.217391304347826,0.5217391304347826,0.2608695652173913,2.95e-05,120.67058823529413,6.352941176470589,95.0,1.0549201679861442,9.863427255869732,6.352941176470588,9.88235294117647,57.001558823529415,16.819168501021206,5
d6f,Li56.0La24.0Zr15.12Al1.2O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}]",2.2543760399334443,3.44,1.0726910299003325,1.2014285714285715,-2.367308970099668,-2.2385714285714284,2.46,109.90671797004993,138.2,81.70743355481727,101.43998015873017,-36.76001984126984,-56.49256644518272,0.7340085394987711,0.5912260025674188,91759171922.63911,28978758058.690765,154331012983.0527,195964629961.22263,5.325660011739828,125352254924.36194,0.0237548134001443,0.0361714781019908,0.0,0.2096505823627288,0.4991680532445923,0.2911813643926789,0.00034,119.49911971830986,5.028169014084507,94.87676056338029,0.7812157893815553,8.26620786226299,6.091549295774648,9.100352112676058,46.0780399524648,13.377689907202708,5
dvs,Li56.48La24.0Y0.48Zr15.52O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Y"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}]",2.250714879467997,3.44,1.067346600331675,1.19068,-2.372653399668325,-2.24932,2.46,110.09671654197838,138.2,82.13325041459369,102.7954,-35.40459999999999,-56.0667495854063,0.7438162083936325,0.5943071665310687,85756546624.8066,28978758058.690765,142251858630.89203,167522493050.3278,4.908832129478735,113273100572.20126,0.0233505134438134,0.0354029199079596,0.0,0.2078137988362427,0.4987531172069825,0.2934330839567747,0.00081,119.80470588235295,5.114117647058824,95.08823529411765,0.7269085342811632,8.278244385363738,6.117647058823529,9.176470588235295,46.530477705882355,12.632524836192653,5
3o4,Li50.0La24.0Zr16.0Ga2.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Ga"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}]",2.290106382978724,3.44,1.090217391304348,1.2214285714285715,-2.349782608695652,-2.2185714285714284,2.46,110.92765957446808,138.2,82.4695652173913,100.29047619047618,-37.909523809523805,-55.73043478260868,0.7256908552132865,0.596740703454351,91545388290.02264,28978758058.690765,156832306792.282,195495994927.4149,5.41197474628309,127853548733.59125,0.0247451831328548,0.0365670501781405,0.0,0.2234042553191489,0.5106382978723404,0.2659574468085106,0.00035,119.10724637681159,5.188405797101448,95.5072463768116,0.8324075743474855,8.2414212970063,6.144927536231885,9.231884057971014,46.87466434782609,13.700251968915106,5
kji,Li51.2La24.0Zr11.2Ta4.8O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",2.2911965811965813,3.44,1.0819298245614035,1.2124,-2.3580701754385966,-2.2276,2.46,111.02136752136752,138.2,82.41228070175437,101.5,-36.7,-55.78771929824562,0.7344428364688856,0.5963261989996699,91821216130.61942,28978758058.690765,157971171995.80746,201000116939.2149,5.451274746690937,128992413937.1167,0.0250648588123227,0.0381849151291328,0.0,0.2136752136752137,0.5128205128205129,0.2735042735042735,0.001,119.45882352941177,5.5058823529411764,94.64705882352942,0.9173573878312139,8.83392328991154,6.188235294117647,9.388235294117647,49.7053845882353,13.563231387642862,5
gdr,Li49.6La24.0Zr9.6Ta6.4O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",2.3039655172413798,3.44,1.0867857142857145,1.2192000000000005,-2.353214285714285,-2.2208,2.46,111.31896551724138,138.2,82.51785714285715,101.14,-37.05999999999999,-55.68214285714284,0.7318379160636759,0.597090138515609,93779823712.39005,28978758058.690765,163209536912.78214,211389399823.75668,5.632040427068453,134230778854.09135,0.0256261402557405,0.0390321838024884,0.0,0.2155172413793103,0.5172413793103449,0.2672413793103448,0.00032,119.36470588235295,5.635294117647058,94.52941176470588,0.9422163338129591,9.006986907328606,6.211764705882352,9.458823529411765,50.760959647058826,13.820400146436153,5
v1q,Li54.4La24.0Zr14.4Ta1.6O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",2.266302521008404,3.44,1.0727118644067797,1.1988,-2.3672881355932205,-2.2412,2.46,110.44117647058825,138.2,82.21186440677965,102.22,-35.97999999999999,-55.988135593220335,0.7396526772793054,0.5948760087321249,88002754290.52878,28978758058.690765,148027157238.16068,180221551170.1315,5.108126336482773,119048399179.46992,0.0239993753943092,0.0364903777824215,0.0,0.2100840336134453,0.5042016806722689,0.2857142857142857,0.00073,119.64705882352942,5.247058823529412,94.88235294117648,0.8030448563658358,8.471274482005702,6.141176470588236,9.24705882352941,47.59423447058823,13.031641025598779,5
4vd,Li54.0La24.0Zr14.0Ta2.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",2.2693684210526315,3.44,1.0738297872340428,1.2005,-2.366170212765957,-2.2395,2.46,110.51263157894736,138.2,82.23617021276596,102.13,-36.06999999999999,-55.96382978723403,0.7390014471780029,0.5950518828709549,88473028011.88731,28978758058.690765,149233133496.00293,182818871891.2669,5.149742207508018,120254375437.31216,0.0241285935960683,0.0367021949507605,0.0,0.2105263157894736,0.5052631578947369,0.2842105263157894,0.00063,119.62352941176471,5.279411764705882,94.8529411764706,0.8237197315118312,8.517880135745068,6.147058823529411,9.26470588235294,47.85812823529412,13.09941756279374,5
5xk,Li53.2La24.0Zr13.2Ta2.8O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",2.2755391120507404,3.44,1.0760944206008582,1.2039000000000002,-2.363905579399142,-2.2360999999999995,2.46,110.65644820295982,138.2,82.28540772532187,101.95,-36.25,-55.914592274678114,0.7376989869753979,0.5954081600963956,89419540871.78862,28978758058.690765,151676141194.29285,188013513333.53775,5.234045602889631,122697383135.60208,0.0243903575069279,0.0371258292874383,0.0,0.2114164904862579,0.5073995771670191,0.281183932346723,0.00046,119.5764705882353,5.344117647058824,94.79411764705883,0.8585022429370206,8.609969979331096,6.158823529411764,9.3,48.385915764705885,13.23380383766666,5
2wb,Li52.8La24.0Zr12.8Ta3.2O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",2.27864406779661,3.44,1.0772413793103448,1.2056,-2.362758620689655,-2.2344,2.46,110.72881355932202,138.2,82.31034482758622,101.86,-36.33999999999999,-55.88965517241377,0.7370477568740955,0.5955886022256601,89895805287.52286,28978758058.690765,152913440351.83194,190610834054.67325,5.276742365636784,123934682293.14116,0.0245229319014365,0.0373376464557772,0.0,0.211864406779661,0.5084745762711864,0.2796610169491525,0.00047,119.5529411764706,5.376470588235295,94.76470588235296,0.8731726364245317,8.655466101002622,6.164705882352941,9.31764705882353,48.64980952941177,13.300425364584877,5
