ID,True Composition,Z_by_element,n_Li,χ⁻,χ⁺(excl Li⁺),r⁺(excl Li⁺) (pm),r⁻ (pm),r⁺(incl Li⁺) (pm),nₕₒₛₜ cₐₜᵢₒₙ,ρ⁺(excl Li⁺) (C m⁻³),Φ⁺(excl Li⁺) (|Z| pm⁻¹),chi_range_x_r_avg,Ionic conductivity (S cm-1)
h82,Li24.0P4.0S20.0Br1.0I3.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""I"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.46153846153846156,2.6058333333333334,2.19,17.0,189.0,60.285714285714285,0.07692307692307693,38922178734970.945,0.29411764705882354,236.99076923076922,4.72e-06
9zr,Li24.0P4.0S20.0Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.46153846153846156,2.643333333333333,2.19,17.0,186.0,60.285714285714285,0.07692307692307693,38922178734970.945,0.29411764705882354,234.24923076923076,0.000701
a8v,Li24.1P3.9Si0.1S20.0Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.46257197696737046,2.643333333333333,2.18275,17.4,186.0,60.36832740213522,0.07677543186180422,38055546429896.29,0.28979500891265597,234.1169481765835,0.000878
09w,Li24.2P3.8Si0.2S20.0Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.4636015325670498,2.643333333333333,2.1755,17.799999999999997,186.0,60.45035460992907,0.07662835249042145,37188914124821.625,0.2854723707664884,233.98517241379307,0.000437
x2v,Li24.3P3.7Si0.3S20.0Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.4646271510516253,2.643333333333333,2.16825,18.200000000000003,186.0,60.53180212014135,0.07648183556405354,36322281819746.97,0.2811497326203209,233.8539005736138,0.000873
x9d,Li24.5P3.5Si0.5S20.0Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.4666666666666667,2.643333333333333,2.15375,19.0,186.0,60.69298245614035,0.0761904761904762,34589017209597.65,0.27250445632798576,233.59285714285716,0.000902
ish,Li24.7P3.3Si0.7S20.0Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.46869070208728647,2.643333333333333,2.1392499999999997,19.799999999999997,186.0,60.85191637630662,0.07590132827324478,32855752599448.33,0.2638591800356506,233.33379506641364,0.000931
iiy,Li24.8P3.2Si0.8S20.0Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.4696969696969697,2.643333333333333,2.132,20.200000000000003,186.0,60.93055555555556,0.07575757575757576,31989120294373.67,0.2595365418894831,233.20500000000004,0.00169
3zo,Li24.9P3.1Si0.9S20.0Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.4706994328922495,2.643333333333333,2.1247499999999997,20.6,186.0,61.00865051903115,0.07561436672967864,31122487989299.016,0.25521390374331554,233.07669187145558,0.00108
10s,Li25.4P2.6Si1.4S20.0Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.4756554307116105,2.643333333333333,2.0885,22.6,186.0,61.39115646258504,0.0749063670411985,26789326463925.72,0.23360071301247773,232.44235955056178,0.00234
fkj,Li26.0P2.0Si2.0S20.0Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.48148148148148145,2.643333333333333,2.045,25.0,186.0,61.833333333333336,0.07407407407407407,21589532633477.76,0.20766488413547238,231.69666666666666,0.00219
tt3,Li24.0P4.0S20.0Cl4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Cl"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.46153846153846156,2.676666666666667,2.19,17.0,183.5,60.285714285714285,0.07692307692307693,38922178734970.945,0.29411764705882354,255.39538461538464,0.0013
nig,Li24.0P4.0S20.0Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.46153846153846156,2.643333333333333,2.19,17.0,186.0,60.285714285714285,0.07692307692307693,38922178734970.945,0.29411764705882354,234.24923076923076,0.00277
z16,Li24.0P4.0S19.6Se0.4Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}, {""element"": ""Se"", ""value"": -2.0}]",0.46153846153846156,2.642833333333334,2.19,17.0,186.23333333333335,60.285714285714285,0.07692307692307693,38922178734970.945,0.29411764705882354,234.46246153846153,0.0032
hbz,Li24.0P4.0S19.2Se0.8Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}, {""element"": ""Se"", ""value"": -2.0}]",0.46153846153846156,2.642333333333333,2.19,17.0,186.46666666666667,60.285714285714285,0.07692307692307693,38922178734970.945,0.29411764705882354,234.67569230769226,0.00392
uut,Li24.0P4.0S18.8Se1.2Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}, {""element"": ""Se"", ""value"": -2.0}]",0.46153846153846156,2.641833333333334,2.19,17.0,186.70000000000002,60.285714285714285,0.07692307692307693,38922178734970.945,0.29411764705882354,234.8889230769231,0.00362
cju,Li24.0P4.0S18.4Se1.6Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}, {""element"": ""Se"", ""value"": -2.0}]",0.46153846153846156,2.6413333333333333,2.19,17.0,186.9333333333333,60.285714285714285,0.07692307692307693,38922178734970.945,0.29411764705882354,235.10215384615387,0.00364
1kq,Li24.0P4.0S17.2Se2.8Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}, {""element"": ""Se"", ""value"": -2.0}]",0.46153846153846156,2.6398333333333333,2.19,17.0,187.63333333333333,60.285714285714285,0.07692307692307693,38922178734970.945,0.29411764705882354,235.74184615384613,0.00301
c6e,Li24.0P4.0S16.8Se3.2Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}, {""element"": ""Se"", ""value"": -2.0}]",0.46153846153846156,2.6393333333333335,2.19,17.0,187.86666666666667,60.285714285714285,0.07692307692307693,38922178734970.945,0.29411764705882354,235.95507692307697,0.00348
w87,Li24.0P4.0S20.0Br4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.46153846153846156,2.643333333333333,2.19,17.0,186.0,60.285714285714285,0.07692307692307693,38922178734970.945,0.29411764705882354,234.24923076923076,3.2e-05
97p,Li24.0P4.0S20.0Cl4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Cl"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.46153846153846156,2.676666666666667,2.19,17.0,183.5,60.285714285714285,0.07692307692307693,38922178734970.945,0.29411764705882354,255.39538461538464,3.3e-05
p9u,Li24.0P4.0S20.0I4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""I"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.46153846153846156,2.5933333333333333,2.19,17.0,190.0,60.285714285714285,0.07692307692307693,38922178734970.945,0.29411764705882354,201.85846153846157,0.00022
5wz,Li24.0P4.0S20.0I4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""I"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.46153846153846156,2.5933333333333333,2.19,17.0,190.0,60.285714285714285,0.07692307692307693,38922178734970.945,0.29411764705882354,201.85846153846157,1.26e-06
t17,Li24.6P3.4Ge0.6S20.0I4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""I"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.467680608365019,2.5933333333333333,2.163,21.349999999999998,190.0,61.04545454545454,0.07604562737642585,33319601901044.336,0.26304347826086955,201.4051711026616,3.93e-05
kf7,Li24.8P3.2Ge0.8S20.0I4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""I"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.4696969696969697,2.5933333333333333,2.154,22.800000000000004,190.0,61.291666666666664,0.07575757575757576,31452076289735.47,0.2526854219948849,201.25636363636366,3.19e-05
utv,Li25.0P3.0Ge1.0S20.0I4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""I"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.4716981132075472,2.5933333333333333,2.145,24.25,190.0,61.53448275862069,0.07547169811320754,29584550678426.6,0.24232736572890023,201.10867924528304,0.00015
q9f,Li25.2P2.8Ge1.2S20.0I4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""I"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.47368421052631576,2.5933333333333333,2.1359999999999997,25.699999999999996,190.0,61.773972602739725,0.07518796992481203,27717025067117.727,0.23196930946291558,200.96210526315792,0.00065
pa1,Li26.4P1.6Ge2.4S20.0I4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""I"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.4852941176470588,2.5933333333333333,2.082,34.4,190.0,63.14473684210527,0.07352941176470588,16511871399264.514,0.16982097186700768,200.1052941176471,0.00521
lxk,Li26.8P1.2Ge2.8S20.0I4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""I"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.48905109489051096,2.5933333333333333,2.0639999999999996,37.3,190.0,63.577922077922075,0.07299270072992702,12776820176646.773,0.14910485933503836,199.8280291970803,0.00554
1m8,Li27.2P0.8Ge3.2S20.0I4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""I"", ""value"": -1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.49275362318840576,2.5933333333333333,2.046,40.2,190.0,64.0,0.07246376811594203,9041768954029.037,0.12838874680306905,199.55478260869566,0.00258
240,Li64.0Ge8.0P32.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""P"", ""value"": -3.0}]",0.6153846153846154,2.19,2.01,46.0,212.0,65.11111111111111,0.07692307692307693,1571666508793.5586,0.08695652173913043,133.47230769230768,8.6e-05
4p7,Li3.0Cl1.0O1.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Cl"", ""value"": -1.0}, {""element"": ""O"", ""value"": -2.0}]",0.6,3.3,0,0,159.6,67.5,0.0,0,0,256.6764,0.025
gas,Li0.31La0.63Ti0.9Co0.1O3.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""Co"", ""value"": 2.0}]",0.06275303643724697,3.44,1.3907975460122701,83.95644171779139,138.2,81.32680412371134,0.32995951417004055,419122968729.5596,0.047899079150829416,285.02834817813766,0.00026
f5n,Li2.0O0.9H0.9F0.1Cl1.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""F"", ""value"": -1.0}, {""element"": ""Cl"", ""value"": -1.0}, {""element"": ""H"", ""value"": 1.0}]",0.4081632653061224,3.327,0,0,159.22125,67.5,0.0,0,0,277.61785714285713,3.86e-05
hx7,Li2.0O1.0H1.0Br1.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Br"", ""value"": -1.0}, {""element"": ""H"", ""value"": 1.0}]",0.4,3.2,0,0,167.1,67.5,0.0,0,0,230.84640000000002,1.2e-06
lk8,La0.55Li0.45Ti0.9Al0.1O3.0,"[{""element"": ""La"", ""value"": 3.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}]",0.09,3.44,1.3883870967741934,80.3268817204301,138.2,77.44083333333333,0.31000000000000005,500125419659.0885,0.05152261285878479,280.18497999999994,0.00151
oi4,Li0.38Sr0.44Hf0.25Ta0.75O3.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sr"", ""value"": 2.0}, {""element"": ""Hf"", ""value"": 4.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.07883817427385892,3.44,1.2972222222222223,87.95601851851852,138.2,83.68498168498168,0.2987551867219917,385136257280.55566,0.05211169353276779,292.8625726141079,0.00038
lcx,La0.6Sr0.06Li0.06Ti1.0O3.0,"[{""element"": ""La"", ""value"": 3.0}, {""element"": ""Sr"", ""value"": 2.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}]",0.012711864406779662,3.44,1.3596385542168676,84.12048192771084,138.2,83.54069767441861,0.3516949152542373,442067217609.6627,0.04950230489586186,294.5216313559322,1.13e-05
mam,La0.56Sr0.1Li0.1Ti1.0O3.0,"[{""element"": ""La"", ""value"": 3.0}, {""element"": ""Sr"", ""value"": 2.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}]",0.02100840336134454,3.44,1.3560240963855423,84.37028112449798,138.2,83.41174242424242,0.34873949579831937,441277195234.9833,0.04926728730225617,293.67597058823526,1.37e-05
0jx,La0.51Sr0.15Li0.15Ti1.0O3.0,"[{""element"": ""La"", ""value"": 3.0}, {""element"": ""Sr"", ""value"": 2.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}]",0.03118503118503118,3.44,1.3515060240963854,84.68253012048191,138.2,83.25856353591159,0.34511434511434513,440289667266.634,0.048973515310249065,292.6386735966736,5.3e-05
lyq,La0.41Sr0.25Li0.25Ti1.0O3.0,"[{""element"": ""La"", ""value"": 3.0}, {""element"": ""Sr"", ""value"": 2.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}]",0.05091649694501018,3.44,1.3424698795180723,85.3070281124498,138.2,82.97626527050612,0.3380855397148676,438314611329.93555,0.04838597132623486,290.6274582484725,7.64e-05
xy0,La0.36Sr0.3Li0.3Ti1.0O3.0,"[{""element"": ""La"", ""value"": 3.0}, {""element"": ""Sr"", ""value"": 2.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}]",0.06048387096774193,3.44,1.3379518072289158,85.61927710843374,138.2,82.84591836734694,0.3346774193548387,437327083361.58624,0.04809219933422775,289.65226209677417,1.92e-05
v7r,La0.56Li0.33Ti1.0O3.0,"[{""element"": ""La"", ""value"": 3.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}]",0.06748466257668712,3.44,1.382051282051282,81.48803418803419,138.2,79.04567901234569,0.31901840490797545,467297735825.1255,0.05143416998023586,283.72821676891607,0.0013
yhc,La0.55Li0.36Ti1.0O3.0,"[{""element"": ""La"", ""value"": 3.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}]",0.07331975560081466,3.44,1.3838709677419354,81.24623655913979,138.2,78.65532286212915,0.31568228105906315,469872929665.42975,0.0516033120597186,282.9910183299389,0.00154
sv7,La0.51Li0.34Ti1.0O2.94,"[{""element"": ""La"", ""value"": 3.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}]",0.0709812108559499,3.44,1.3913907284768212,80.24701986754967,138.2,77.90432432432432,0.31524008350730687,480514790303.5084,0.05230228330208442,282.68481419624214,0.001
qbb,Li3.0O1.0Br1.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Br"", ""value"": -1.0}]",0.6,3.2,0,0,167.1,67.5,0.0,0,0,264.0564,1.1e-06
o23,Li0.25La0.25Ta1.0O3.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.05555555555555555,3.44,1.42,78.99333333333333,138.2,77.07777777777777,0.2777777777777778,479307503684.05383,0.06301444402483544,289.8517777777777,2.61e-05
w1l,Li0.5Sr0.5Cr0.25Ta0.75O3.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sr"", ""value"": 2.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Cr"", ""value"": 3.0}]",0.1,3.44,1.343333333333333,87.86111111111113,138.2,82.77083333333334,0.3,385043788258.26605,0.049516604534041754,288.91055000000006,6e-05
jce,Li0.5Sr0.5Fe0.25Ta0.75O3.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sr"", ""value"": 2.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Fe"", ""value"": 3.0}]",0.1,3.44,1.3716666666666668,87.06944444444446,138.2,82.17708333333334,0.3,407462551860.8885,0.050197095920453426,288.31917500000003,0.0001
3qz,Li56.0La24.0Zr16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}]",0.2916666666666667,3.44,1.1920000000000002,102.58,138.2,82.11666666666666,0.20833333333333334,169832268285.58978,0.035643109109065964,270.98949999999996,0.00012
cjq,Li48.0Sr8.0La16.0Nb16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sr"", ""value"": 2.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Nb"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2608695652173913,3.44,1.27,98.95333333333333,138.2,81.7969696969697,0.21739130434782608,329560362152.5685,0.044552191588926114,276.9493478260869,4.2e-06
uaz,Li48.0Ca8.0La16.0Nb16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ca"", ""value"": 2.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Nb"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2608695652173913,3.44,1.28,94.88666666666666,138.2,79.94848484848484,0.21739130434782608,334301851876.2142,0.04512913285441368,271.4378260869565,1.6e-06
aax,Li42.0Ba2.0La22.0Ta16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ba"", ""value"": 2.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.23595505617977527,3.44,1.2495,100.40309523809523,138.2,83.55029036004646,0.2247191011235955,271511480485.10748,0.043533233033245224,288.21194221508824,7.41e-06
3vi,Li52.0Ba12.0La12.0Ta16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ba"", ""value"": 2.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2765957446808511,3.44,1.197,107.51857142857143,138.2,84.89937888198757,0.2127659574468085,260443397255.60986,0.04062041898636,285.8976291793313,3.08e-05
vwn,Li54.0Ba14.0La10.0Ta16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ba"", ""value"": 2.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.28421052631578947,3.44,1.1865,108.94166666666665,138.2,85.13475177304964,0.21052631578947367,258229780609.7103,0.04003785617698295,285.46399999999994,1.18e-05
tlp,Li56.0Ba16.0La8.0Ta16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ba"", ""value"": 2.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2916666666666667,3.44,1.176,110.36476190476189,138.2,85.36031746031746,0.20833333333333334,256016163963.8108,0.03945529336760591,285.03940476190473,2.85e-06
ka6,Li40.0La24.0Ta16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.22727272727272727,3.44,1.2600000000000002,98.97999999999999,138.2,83.24,0.22727272727272727,273725097131.007,0.04411579584262226,278.5167272727272,6.61e-06
7o7,Li48.0Ba8.0La16.0Ta16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ba"", ""value"": 2.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2608695652173913,3.44,1.218,104.67238095238095,138.2,84.3965367965368,0.21739130434782608,264870630547.40887,0.04178554460511409,286.7931677018633,2.95e-05
kji,Li51.2La24.0Zr11.2Ta4.8O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.27350427350427353,3.44,1.2124,101.49999999999999,138.2,82.41228070175437,0.2136752136752137,201000116939.21494,0.03818491512913285,273.1125641025641,0.001
gdr,Li49.6La24.0Zr9.6Ta6.4O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.26724137931034486,3.44,1.2192000000000003,101.14,138.2,82.51785714285715,0.21551724137931036,211389399823.75668,0.039032183802488477,273.8446551724138,0.00032
v1q,Li54.4La24.0Zr14.4Ta1.6O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2857142857142857,3.44,1.1988,102.22,138.2,82.21186440677965,0.21008403361344538,180221551170.1315,0.03649037778242159,271.68529411764706,0.00073
4vd,Li54.0La24.0Zr14.0Ta2.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.28421052631578947,3.44,1.2005000000000001,102.13,138.2,82.23617021276596,0.21052631578947367,182818871891.2669,0.0367021949507605,271.8610736842105,0.00063
2wb,Li52.8La24.0Zr12.8Ta3.2O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2796610169491525,3.44,1.2056,101.86,138.2,82.31034482758622,0.211864406779661,190610834054.67325,0.03733764645577722,272.39288135593216,0.00047
zfg,Li52.4La24.0Zr12.4Ta3.6O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2781316348195329,3.44,1.2073,101.77,138.2,82.33549783549782,0.21231422505307854,193208154775.80865,0.037549463624116125,272.57165605095537,0.0004
6hq,Li48.0La24.0Zr8.0Ta8.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2608695652173913,3.44,1.2260000000000002,100.78,138.2,82.62727272727273,0.21739130434782608,221778682708.2984,0.03987945247584411,274.58947826086956,0.00035
hcm,Li40.0La24.0Ta16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.22727272727272727,3.44,1.2600000000000002,98.97999999999999,138.2,83.24,0.22727272727272727,273725097131.007,0.04411579584262226,278.5167272727272,3.4e-05
