ID,True Composition,Z_by_element,χₐₗₗ,χ⁻,χ⁺(incl Li⁺),χ⁺(excl Li⁺),χ⁺(incl Li⁺) - χ⁻,χ⁺(excl Li⁺) - χ⁻,χₘₐₓ - χₘᵢₙ,rₐₗₗ (pm),r⁻ (pm),r⁺(incl Li⁺) (pm),r⁺(excl Li⁺) (pm),r⁺(excl Li⁺) - r⁻,r⁺(incl Li⁺) - r⁻,r⁺(excl Li⁺) / r⁻,r⁺(incl Li⁺) / r⁻,ρₐₗₗ (C m⁻³),ρ⁻ (C m⁻³),ρ⁺(incl Li⁺) (C m⁻³),ρ⁺(excl Li⁺) (C m⁻³),ρ⁺(incl Li⁺) / ρ⁻,ρ⁺(incl Li⁺) - ρ⁻,Φ⁺(incl Li⁺) (|Z| pm⁻¹),Φ⁺(excl Li⁺) (|Z| pm⁻¹),nₕₐₗᵢdₑ,nₕₒₛₜ cₐₜᵢₒₙ,nₐₙᵢₒₙ,n_Li,Ionic conductivity (S cm-1),conductivity_value,conductivity_qualifier,conductivity_used,sample_weight,log10_conductivity,r_ratio_x_chi_diff,log_rho_ratio,n_Li × r⁻ (pm),chi_range_x_r_avg,field_x_r_diff
1tk,Li49.6La24.0Zr12.8Mo3.2O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Mo"", ""value"": 6.0}]",2.3124137931034485,3.44,1.1042857142857143,1.2584000000000002,-2.3357142857142854,-2.1815999999999995,2.46,111.14655172413794,138.2,82.16071428571429,100.34,-37.85999999999999,-56.0392857142857,0.7260492040520985,0.594505892081869,110916478824.89069,28978758058.690765,198706893931.53348,290903479545.75964,6.856984468730227,169728135872.8427,0.0265673729361036,0.0411405450065018,0.0,0.2155172413793103,0.5172413793103449,0.2672413793103448,0.00034,0.00034,exact,0.00034,1.0,-3.4685210829577446,-1.3885959050769368,0.8361331657768232,36.93275862068965,273.42051724137934,-1.4888166026442908
9o6,Li52.0La24.0Zr14.0Mo2.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Mo"", ""value"": 6.0}]",2.290106382978724,3.44,1.090217391304348,1.2335,-2.349782608695652,-2.2065,2.46,110.76808510638296,138.2,82.14347826086956,101.18,-37.02,-56.05652173913043,0.7321273516642547,0.5943811741018058,101428094904.3522,28978758058.690765,177027402917.21628,245501775323.19595,6.108867832040357,148048644858.5255,0.0253644633931402,0.0390790065449633,0.0,0.2127659574468085,0.5106382978723404,0.2765957446808511,0.000333,0.000333,exact,0.000333,1.0,-3.4775557664936803,-1.3966665458405256,0.7859607290874052,38.225531914893615,272.48948936170206,-1.4218435935989417
r07,Li54.0La24.0Zr15.0Te1.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Te"", ""value"": 6.0}]",2.2716315789473684,3.44,1.078404255319149,1.2112500000000002,-2.3615957446808507,-2.22875,2.46,110.4915789473684,138.2,82.1936170212766,102.03,-36.16999999999999,-56.006382978723394,0.7382778581765558,0.5947439726575731,90919473451.81888,28978758058.690765,154178076406.5029,194439487730.94183,5.32038247098946,125199318347.81212,0.0242721826619515,0.0370396292555861,0.0,0.2105263157894736,0.5052631578947369,0.2842105263157894,0.00033,0.00033,exact,0.00033,1.0,-3.4814860601221125,-1.4045448350027088,0.725942853924672,39.27789473684209,271.80928421052624,-1.3593971578947857
uht,Li52.0La24.0Zr14.0Te2.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Te"", ""value"": 6.0}]",2.289468085106383,3.44,1.088913043478261,1.2305,-2.3510869565217387,-2.2095,2.46,110.831914893617,138.2,82.27391304347826,101.48,-36.72,-55.92608695652173,0.7342981186685962,0.5953249858428239,95799357000.756,28978758058.690765,165525199375.08493,219046707176.29388,5.711949388577876,136546441316.39417,0.0250849602875502,0.0384361494021062,0.0,0.2127659574468085,0.5106382978723404,0.2765957446808511,0.00102,0.00102,exact,0.00102,1.0,-2.9913998282380825,-1.399660809106552,0.7567843506660996,38.225531914893615,272.6465106382978,-1.4029036703424267
kbq,Li40.0La24.0Bi16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Bi"", ""value"": 5.0}]",2.421818181818182,3.44,1.2,1.42,-2.24,-2.02,2.46,113.85454545454544,138.2,84.64,101.78,-36.41999999999999,-53.55999999999999,0.7364688856729379,0.6124457308248915,92962628282.7005,28978758058.690765,169743272551.5122,215131736344.2541,5.857506805768924,140764514492.82144,0.0281304464423722,0.0414460780699296,0.0,0.2272727272727272,0.5454545454545454,0.2272727272727272,1.9e-05,1.9e-05,exact,1.9e-05,1.0,-4.721246399047171,-1.371878437047757,0.767712801870993,31.4090909090909,280.08218181818177,-1.5066667114534547
uw9,Li48.0La16.0Sr8.0Bi16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Sr"", ""value"": 2.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Bi"", ""value"": 5.0}]",2.3526086956521737,3.44,1.1663636363636365,1.39,-2.2736363636363635,-2.05,2.49,112.28985507246377,138.2,84.02424242424242,103.85333333333332,-34.346666666666664,-54.17575757575757,0.751471297636276,0.6079901767311319,92902030540.39072,28978758058.690765,162636509611.33612,208574550634.41504,5.612266380841716,133657751552.64536,0.0260332771912637,0.0394954320430024,0.0,0.217391304347826,0.5217391304347826,0.2608695652173913,2e-05,2e-05,exact,2e-05,1.0,-4.698970004336019,-1.3823485745496007,0.7491382762166386,36.052173913043475,279.6017391304348,-1.4103725140164012
xog,Li40.0La24.0Sb16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Sb"", ""value"": 5.0}]",2.435454545454545,3.44,1.23,1.48,-2.21,-1.96,2.46,112.4,138.2,81.44,95.38,-42.81999999999999,-56.75999999999999,0.6901591895803184,0.5892908827785818,133842997914.97076,28978758058.690765,259680085742.5068,395005362726.2432,8.961049511389547,230701327683.816,0.0316392183721968,0.0484636219295787,0.0,0.2272727272727272,0.5454545454545454,0.2272727272727272,7.8e-06,7.8e-06,exact,7.8e-06,1.0,-5.107905397309519,-1.3023328509406658,0.9523588768845394,31.4090909090909,276.504,-1.7958420348058899
bi3,Li48.0Sr8.0La16.0Sb16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sr"", ""value"": 2.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Sb"", ""value"": 5.0}]",2.365652173913044,3.44,1.1936363636363636,1.45,-2.246363636363636,-1.99,2.49,110.89855072463769,138.2,81.11515151515151,97.45333333333332,-40.746666666666655,-57.08484848484848,0.7051616015436566,0.5869403148708503,132004992797.34488,28978758058.690765,244397248875.87665,388448177016.4042,8.433668840496829,215418490817.18588,0.0292230698547406,0.0465129759026516,0.0,0.217391304347826,0.5217391304347826,0.2608695652173913,6.3e-06,6.3e-06,exact,6.3e-06,1.0,-5.200659450546418,-1.3184813800417008,0.9260165438488139,36.052173913043475,276.1373913043479,-1.6681945149200101
gcj,Li48.0La16.0Ca8.0Nb16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ca"", ""value"": 2.0}, {""element"": ""Nb"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",2.3286956521739133,3.44,1.1163636363636364,1.28,-2.3236363636363637,-2.16,2.46,110.34057971014492,138.2,79.94848484848484,94.88666666666666,-43.31333333333333,-58.25151515151515,0.6865894838398456,0.5784984431872999,120234052549.47748,28978758058.690765,219785282903.063,334301851876.2142,7.584358255033953,190806524844.37225,0.0285940502873597,0.0451291328544136,0.0,0.217391304347826,0.5217391304347826,0.2608695652173913,1.33e-06,1.33e-06,exact,1.33e-06,1.0,-5.876148359032914,-1.3442200188970352,0.8799188391651387,36.052173913043475,271.4378260869565,-1.6656467535573198
20k,Li48.0La16.0Sr8.0Nb16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Sr"", ""value"": 2.0}, {""element"": ""Nb"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",2.326521739130435,3.44,1.1118181818181818,1.27,-2.328181818181818,-2.17,2.49,111.2246376811594,138.2,81.7969696969697,98.95333333333332,-39.246666666666655,-56.40303030303029,0.7160154365653643,0.5918738762443538,119203293913.90234,28978758058.690765,217630060301.40588,329560362152.5685,7.509985757865781,188651302242.71512,0.0283318042575926,0.0445521915889261,0.0,0.217391304347826,0.5217391304347826,0.2608695652173913,3.69e-06,3.69e-06,exact,3.69e-06,1.0,-5.432973633840939,-1.3779899973289,0.8756391133974883,36.052173913043475,276.9493478260869,-1.597999614080518
jej,Li48.0Ca8.0La16.0Ta16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ca"", ""value"": 2.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",2.32,3.44,1.098181818181818,1.24,-2.341818181818182,-2.2,2.46,110.79710144927536,138.2,80.90303030303029,96.98666666666664,-41.21333333333334,-57.2969696969697,0.7017848528702363,0.5854054291102048,106670476303.52084,28978758058.690765,191425078025.15363,271909401144.8136,6.605703309902372,162446319966.46286,0.0275090312995274,0.0427420910811826,0.0,0.217391304347826,0.5217391304347826,0.2608695652173913,2.2e-06,2.2e-06,exact,2.2e-06,1.0,-5.657577319177793,-1.3709130776253522,0.8199190637898776,36.052173913043475,272.5608695652174,-1.5761841327620123
hud,Li48.0Ba8.0La16.0Ta16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ba"", ""value"": 2.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",2.315217391304348,3.44,1.088181818181818,1.218,-2.3518181818181816,-2.222,2.55,112.4679089026915,138.2,84.3965367965368,104.67238095238096,-33.52761904761904,-53.8034632034632,0.7573978361243195,0.6106840578620608,105140308782.3459,28978758058.690765,188225636844.51517,264870630547.40887,6.495296881367421,159246878785.82437,0.027074237446769,0.041785544605114,0.0,0.217391304347826,0.5217391304347826,0.2608695652173913,1.3e-05,1.3e-05,exact,1.3e-05,1.0,-4.886056647693163,-1.436217870626501,0.8125990062162839,36.052173913043475,286.7931677018633,-1.4566877382290615
4uu,Li49.2La24.0Zr14.0Ta2.0Ga1.6O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""Ga"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}]",2.298565310492505,3.44,1.091762114537445,1.2239423076923075,-2.348237885462555,-2.216057692307692,2.46,111.13811563169163,138.2,82.52643171806167,100.2980769230769,-37.90192307692308,-55.67356828193832,0.7257458532784147,0.5971521831987097,92864052915.62505,28978758058.690765,160407976993.44104,203047781732.5227,5.535364099060639,131429218934.75027,0.0251657497953163,0.0374077209741786,0.0,0.2226980728051391,0.5139186295503212,0.2633832976445396,0.00041,0.00041,exact,0.00041,1.0,-3.3872161432802645,-1.4022553799738862,0.7431461926966318,36.39957173447537,273.39976445396144,-1.4010670895957174
sdz,Li49.2La24.0Zr14.0Ta2.0Al1.6O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}]",2.2968522483940044,3.44,1.0882378854625552,1.21625,-2.3517621145374448,-2.22375,2.46,111.06745182012844,138.2,82.38105726872247,99.98076923076924,-38.21923076923076,-55.81894273127752,0.7234498497161305,0.5961002696723768,96726730674.0947,28978758058.690765,168354543130.90942,220392690513.3431,5.809584482190039,139375785072.21866,0.0253387717037785,0.0377853745628414,0.0,0.2226980728051391,0.5139186295503212,0.2633832976445396,0.00037,0.00037,exact,0.00037,1.0,-3.431798275933005,-1.40188603068105,0.76414507153917,36.39957173447537,273.225931477516,-1.4143834466141274
7w5,Li54.0La24.0Zr14.0Ta2.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",2.2693684210526315,3.44,1.0738297872340428,1.2005,-2.366170212765957,-2.2395,2.46,110.51263157894736,138.2,82.23617021276596,102.13,-36.06999999999999,-55.96382978723403,0.7390014471780029,0.5950518828709549,88473028011.88731,28978758058.690765,149233133496.00293,182818871891.2669,5.149742207508018,120254375437.31216,0.0241285935960683,0.0367021949507605,0.0,0.2105263157894736,0.5052631578947369,0.2842105263157894,0.00087,0.00087,exact,0.00087,1.0,-3.0604807473813813,-1.4079940402995508,0.7117854891074118,39.27789473684209,271.8610736842105,-1.3503285050157114
etz,Li56.0La24.0Zr16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}]",2.254166666666667,3.44,1.0683333333333334,1.1920000000000002,-2.3716666666666666,-2.248,2.46,110.15833333333332,138.2,82.11666666666666,102.58,-35.61999999999999,-56.08333333333333,0.7422575976845153,0.594187168355041,86141254143.4846,28978758058.690765,143303750228.27844,169832268285.58978,4.945130841633894,114324992169.58768,0.0234932707707527,0.0356431091090659,0.0,0.2083333333333333,0.5,0.2916666666666667,1.97e-06,1.97e-06,exact,1.97e-06,1.0,-5.705533773838407,-1.4092139009487057,0.6941777869438869,40.30833333333333,270.98949999999996,-1.3175809357263806
ner,Li48.0Ba8.0La16.0Ta16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ba"", ""value"": 2.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",2.315217391304348,3.44,1.088181818181818,1.218,-2.3518181818181816,-2.222,2.55,112.4679089026915,138.2,84.3965367965368,104.67238095238096,-33.52761904761904,-53.8034632034632,0.7573978361243195,0.6106840578620608,105140308782.3459,28978758058.690765,188225636844.51517,264870630547.40887,6.495296881367421,159246878785.82437,0.027074237446769,0.041785544605114,0.0,0.217391304347826,0.5217391304347826,0.2608695652173913,1.69e-05,1.69e-05,exact,1.69e-05,1.0,-4.772113295386326,-1.436217870626501,0.8125990062162839,36.052173913043475,286.7931677018633,-1.4566877382290615
z2s,Nd24.0Zr16.0Al4.0Li44.0O96.0,"[{""element"": ""Nd"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}]",2.328478260869565,3.44,1.1159090909090907,1.2518181818181815,-2.324090909090909,-2.1881818181818184,2.46,110.49891304347824,138.2,80.27954545454546,93.05909090909093,-45.14090909090908,-57.92045454545453,0.6733653466649125,0.5808939613208789,109072157464.7373,28978758058.690765,196446774998.60623,268538741238.44217,6.778992205281607,167468016939.9155,0.0270574735858775,0.0393001323569402,0.0,0.2391304347826087,0.5217391304347826,0.2391304347826087,3.9e-05,3.9e-05,exact,3.9e-05,1.0,-4.4089353929735005,-1.3500503746516608,0.8311651345429973,33.04782608695652,271.8273260869565,-1.5671811689456545
72f,Li50.08Al1.92La24.0Zr16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}]",2.2877106382978725,3.44,1.0853217391304348,1.2111450381679392,-2.354678260869565,-2.2288549618320608,2.46,110.84893617021277,138.2,82.30869565217391,100.0,-38.19999999999999,-55.89130434782608,0.7235890014471781,0.595576668973762,95902327592.2468,28978758058.690765,165735617540.30527,215171469252.59705,5.719210506007208,136756859481.6145,0.0249151177264033,0.0369815101360491,0.0,0.2229787234042553,0.5106382978723404,0.2663829787234043,0.00021,0.00021,exact,0.00021,1.0,-3.677780705266081,-1.4023914351136266,0.7573360818439004,36.81412765957447,272.6883829787234,-1.3925384277083233
j5g,Li48.0La24.0Nb12.0Y4.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Nb"", ""value"": 5.0}, {""element"": ""Y"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}]",2.324782608695652,3.44,1.1081818181818182,1.2620000000000002,-2.331818181818182,-2.178,2.46,111.47391304347823,138.2,82.31818181818181,100.1,-38.1,-55.881818181818176,0.7243125904486252,0.5956453098276543,107407150186.7541,28978758058.690765,192965396144.6414,275298101007.68665,6.658856661621868,163986638085.95062,0.0270745939050218,0.0417863288132702,0.0,0.217391304347826,0.5217391304347826,0.2608695652173913,0.000188,0.000188,exact,0.000188,1.0,-3.72584215073632,-1.3889365633708486,0.8233996663812561,36.052173913043475,274.22582608695643,-1.5129775339469909
dvb,Li41.6La24.0Nb15.2Y0.8O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Nb"", ""value"": 5.0}, {""element"": ""Y"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}]",2.38009009009009,3.44,1.133137254901961,1.2924,-2.306862745098039,-2.1476,2.46,112.47837837837838,138.2,82.21764705882353,97.524,-40.67599999999999,-55.98235294117646,0.705672937771346,0.5949178513663064,117754882644.469,28978758058.690765,222197382157.1493,323953658491.4634,7.667595060738362,193218624098.45856,0.0298857565013451,0.0455595358553366,0.0,0.2252252252252252,0.5405405405405406,0.2342342342342342,6.39e-05,6.39e-05,exact,6.39e-05,1.0,-4.1944991418416,-1.3723938277107046,0.8846591689516472,32.37117117117116,276.6968108108108,-1.6730749683723602
cti,Li43.2La24.0Nb14.4Y1.6O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Nb"", ""value"": 5.0}, {""element"": ""Y"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}]",2.365892857142857,3.44,1.1265384615384617,1.2848000000000002,-2.3134615384615382,-2.1552,2.46,112.22053571428572,138.2,82.24423076923075,98.168,-40.032,-55.95576923076924,0.7103328509406657,0.5951102081709896,115098656678.76096,28978758058.690765,214467770471.14963,311789769120.5192,7.40086134943352,185489012412.4589,0.0291424202378942,0.04461623409482,0.0,0.2232142857142857,0.5357142857142857,0.2410714285714286,6.74e-05,6.74e-05,exact,6.74e-05,1.0,-4.17134010346468,-1.376764577749424,0.8692822680467207,33.31607142857143,276.06251785714284,-1.6306865416577072
2d1,Li44.0La24.0Nb14.0Y2.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Nb"", ""value"": 5.0}, {""element"": ""Y"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}]",2.358888888888889,3.44,1.1233333333333333,1.281,-2.3166666666666664,-2.159,2.46,112.09333333333332,138.2,82.25714285714285,98.49,-39.71,-55.942857142857136,0.7126628075253256,0.5952036386189787,113788251869.0116,28978758058.690765,210713387652.23544,305707824435.04706,7.271304975371167,181734629593.54468,0.0287813711956467,0.0441445832145617,0.0,0.2222222222222222,0.5333333333333333,0.2444444444444444,9.18e-05,9.18e-05,exact,9.18e-05,1.0,-4.037157318798758,-1.3788884294673005,0.8616123603422787,33.78222222222222,275.7496,-1.6101121371736067
sqm,Li48.0Ba4.0Sr4.0La16.0Ta16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ba"", ""value"": 2.0}, {""element"": ""Sr"", ""value"": 2.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",2.316521739130435,3.44,1.0909090909090908,1.224,-2.349090909090909,-2.216,2.55,112.07453416149066,138.2,83.57402597402597,102.86285714285714,-35.33714285714285,-54.62597402597402,0.7443043208600373,0.6047324600146597,105390013225.1458,28978758058.690765,188747746134.00583,266019270984.2884,6.513313847050811,159768988075.31506,0.0271605113582647,0.0419753472104045,0.0,0.217391304347826,0.5217391304347826,0.2608695652173913,7.1e-06,7.1e-06,exact,7.1e-06,1.0,-5.1487416512809245,-1.420571524252619,0.8138020053594637,36.052173913043475,285.79006211180115,-1.48366938798874
zxr,Li48.0Sr8.0La16.0Ta16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sr"", ""value"": 2.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",2.3178260869565217,3.44,1.0936363636363635,1.23,-2.346363636363636,-2.21,2.49,111.68115942028984,138.2,82.75151515151515,101.05333333333331,-37.14666666666666,-55.44848484848484,0.7312108055957549,0.5987808621672588,105639717667.9457,28978758058.690765,189269855423.49652,267167911421.1679,6.531330812734201,160291097364.8058,0.0272467852697603,0.042165149815695,0.0,0.217391304347826,0.5217391304347826,0.2608695652173913,5.4e-06,5.4e-06,exact,5.4e-06,1.0,-5.267606240177032,-1.4049576411397227,0.815001681388454,36.052173913043475,278.08608695652174,-1.510792960200224
h89,Li48.0Ba8.0La16.0Ta16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ba"", ""value"": 2.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",2.315217391304348,3.44,1.088181818181818,1.218,-2.3518181818181816,-2.222,2.55,112.4679089026915,138.2,84.3965367965368,104.67238095238096,-33.52761904761904,-53.8034632034632,0.7573978361243195,0.6106840578620608,105140308782.3459,28978758058.690765,188225636844.51517,264870630547.40887,6.495296881367421,159246878785.82437,0.027074237446769,0.041785544605114,0.0,0.217391304347826,0.5217391304347826,0.2608695652173913,1.5e-05,1.5e-05,exact,1.5e-05,1.0,-4.823908740944319,-1.436217870626501,0.8125990062162839,36.052173913043475,286.7931677018633,-1.4566877382290615
l9r,Li48.0Ca8.0La16.0Ta16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ca"", ""value"": 2.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",2.32,3.44,1.098181818181818,1.24,-2.341818181818182,-2.2,2.46,110.79710144927536,138.2,80.90303030303029,96.98666666666664,-41.21333333333334,-57.2969696969697,0.7017848528702363,0.5854054291102048,106670476303.52084,28978758058.690765,191425078025.15363,271909401144.8136,6.605703309902372,162446319966.46286,0.0275090312995274,0.0427420910811826,0.0,0.217391304347826,0.5217391304347826,0.2608695652173913,2.2e-06,2.2e-06,exact,2.2e-06,1.0,-5.657577319177793,-1.3709130776253522,0.8199190637898776,36.052173913043475,272.5608695652174,-1.5761841327620123
544,Li48.0Ba8.0La16.0Ta16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ba"", ""value"": 2.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",2.315217391304348,3.44,1.088181818181818,1.218,-2.3518181818181816,-2.222,2.55,112.4679089026915,138.2,84.3965367965368,104.67238095238096,-33.52761904761904,-53.8034632034632,0.7573978361243195,0.6106840578620608,105140308782.3459,28978758058.690765,188225636844.51517,264870630547.40887,6.495296881367421,159246878785.82437,0.027074237446769,0.041785544605114,0.0,0.217391304347826,0.5217391304347826,0.2608695652173913,4e-05,4e-05,exact,4e-05,1.0,-4.3979400086720375,-1.436217870626501,0.8125990062162839,36.052173913043475,286.7931677018633,-1.4566877382290615
wa3,Li51.2Al1.6La24Zr16O96,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}]",2.2811016949152543,3.44,1.0822413793103447,1.208076923076923,-2.3577586206896552,-2.231923076923077,2.46,110.70127118644066,138.2,82.25431034482757,100.41346153846152,-37.786538461538456,-55.945689655172416,0.7265807636647,0.5951831428714007,94268001923.7889,28978758058.690765,161808599025.61453,207905571661.73047,5.583696813296936,132829840966.92377,0.0246554597700963,0.0367670227919812,0.0,0.2203389830508474,0.5084745762711864,0.2711864406779661,0.000254,0.000254,exact,0.000254,1.0,-3.595166283380062,-1.4032981859942077,0.7469218286898054,37.47796610169491,272.32512711864405,-1.3793667006033963
gz8,Li40.0La24.0Ta16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",2.3854545454545457,3.44,1.12,1.2600000000000002,-2.32,-2.18,2.46,113.2181818181818,138.2,83.24,98.98,-39.22,-54.96,0.7162083936324167,0.6023154848046309,106279301188.78072,28978758058.690765,199039952944.88867,273725097131.007,6.868477680850658,170061194886.1979,0.0294653053287185,0.0441157958426222,0.0,0.2272727272727272,0.5454545454545454,0.2272727272727272,1.59e-05,1.59e-05,exact,1.59e-05,1.0,-4.798602875679548,-1.3973719247467438,0.8368604913437849,31.4090909090909,278.5167272727272,-1.6194131808663688
419,Li42.4La24.0Ta14.8Sm1.2O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""Sm"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}]",2.3643273542600896,3.44,1.1111165048543687,1.2501000000000002,-2.3288834951456314,-2.1899,2.46,112.86937219730942,138.2,83.35796116504854,100.1674,-38.0326,-54.84203883495145,0.7248002894356005,0.6031690388209012,103209888914.06432,28978758058.690765,189692759813.52863,258950987931.5724,6.545924412265816,160714001754.83786,0.0283856642879716,0.0427707647295179,0.0,0.2242152466367712,0.5381165919282511,0.2376681614349775,7.11e-06,7.11e-06,exact,7.11e-06,1.0,-5.148130399270234,-1.4047104192928515,0.8159709860735149,32.84573991031389,277.65865560538117,-1.556727703236833
