ID,Reduced Composition,Z,True Composition,Ionic conductivity (S cm-1),IC (Total),IC (Bulk),Space group,Space group #,a,b,c,alpha,beta,gamma,Family,DOI,Checked,Ref,Cif ID,Cif ref_1,Cif ref_2,note,close match,close match DOI,ICSD ID,Laskowski ID,Liion ID,conductivity_value,conductivity_qualifier,conductivity_used,sample_weight,log10_conductivity,Z_by_element,χₐₗₗ,χ⁻,χ⁺(incl Li⁺),χ⁺(excl Li⁺),χ⁺(incl Li⁺) - χ⁻,χ⁺(excl Li⁺) - χ⁻,χₘₐₓ - χₘᵢₙ,rₐₗₗ (pm),r⁻ (pm),r⁺(incl Li⁺) (pm),r⁺(excl Li⁺) (pm),r⁺(excl Li⁺) - r⁻,r⁺(incl Li⁺) - r⁻,r⁺(excl Li⁺) / r⁻,r⁺(incl Li⁺) / r⁻,ρₐₗₗ (C m⁻³),ρ⁻ (C m⁻³),ρ⁺(incl Li⁺) (C m⁻³),ρ⁺(excl Li⁺) (C m⁻³),ρ⁺(incl Li⁺) / ρ⁻,ρ⁺(incl Li⁺) - ρ⁻,Φ⁺(incl Li⁺) (|Z| pm⁻¹),Φ⁺(excl Li⁺) (|Z| pm⁻¹),nₕₐₗᵢdₑ,nₕₒₛₜ cₐₜᵢₒₙ,nₐₙᵢₒₙ,n_Li,delta_anion,tau_cationic,family,r_ratio_x_chi_diff,log_rho_ratio,n_Li × r⁻ (pm),chi_range_x_r_avg,field_x_r_diff,ir_mean_square_all,d_mean_c,r_mean_l,s_mean_square_c,entropy_c_l,Vs_variance_c_l,mp_variance_c_l,atwt_geometric_mean_all
liverpool_597_0493,Li0.36La0.58Mg0.05Ti0.95O3,,Li0.36 La0.58 Mg0.05 Ti0.95 O3,0.00021,,,,,,,,,,,perovskites,10.1007/bf02375549,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=597; measured_temperature_C=25; chemical_family=Oxides,,,,,,0.00021,exact,0.00021,1.0,-3.677780705266081,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Mg"", ""value"": 2.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.5990485829959518,3.44,1.2986082474226803,1.3712025316455696,-2.1413917525773196,-2.0687974683544303,2.46,115.1772604588394,138.2,79.5750859106529,82.32637130801686,-55.87362869198313,-58.62491408934709,0.5957045680753753,0.5757965695416274,169586360215.9714,28978758058.690765,387020796541.6631,446868743125.10706,13.355327228234858,358042038482.9723,0.04338045629929454,0.04988908347297346,0.0,0.31983805668016196,0.6072874493927126,0.07287449392712551,0.0,1.5463917525773196,perovskites,-1.233006025178754,1.1256545334413075,10.071255060728745,283.33606072874494,-2.5431755237028177,14348.82324111561,7.257731958762887,91.53275109170305,76.98969072164948,0.7830305464705478,26044214631731.98,144057.92100624897,24.056849455546832
liverpool_598_0494,Li0.36La0.55Ti0.95Mn0.05O3,,Li0.36 La0.55 Ti0.95 Mn0.05 O3,0.00019,,,,,,,,,,,perovskites,10.1007/bf02375549,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=598; measured_temperature_C=25; chemical_family=Oxides,,,,,,0.00019,exact,0.00019,1.0,-3.721246399047171,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""Mn"", ""value"": 4.0}]",2.610651731160896,3.44,1.3080104712041885,1.3841935483870969,-2.1319895287958115,-2.055806451612903,2.46,114.96062457569585,138.2,78.4589877835951,81.00430107526881,-57.195698924731175,-59.74101221640488,0.5861382132798033,0.5677206062488792,178583240565.67767,28978758058.690765,413564103142.097,480735294095.64374,14.271284583849466,384585345083.40625,0.04491427581549247,0.051905118370488564,0.0,0.31568228105906315,0.6109979633401221,0.07331975560081466,0.0,1.5706806282722514,perovskites,-1.2103743878042204,1.1544630664971542,10.132790224032586,282.8031364562118,-2.683224300184314,14325.833966960847,7.172774869109948,90.82417582417582,76.67015706806284,0.7784649914224222,23613342864998.797,126419.32154006245,23.998981767645493
liverpool_599_0495,Li0.36La0.55Ti0.95Ru0.05O3,,Li0.36 La0.55 Ti0.95 Ru0.05 O3,5.2e-05,,,,,,,,,,,perovskites,10.1007/bf02375549,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=599; measured_temperature_C=25; chemical_family=Oxides,,,,,,5.2e-05,exact,5.2e-05,1.0,-4.2839966563652006,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""Ru"", ""value"": 4.0}]",2.6172708757637473,3.44,1.325026178010471,1.4051612903225805,-2.114973821989529,-2.0348387096774196,2.46,115.05227427019686,138.2,78.69458987783594,81.29462365591397,-56.90537634408602,-59.50541012216405,0.5882389555420693,0.5694253970899851,174655842438.12247,28978758058.690765,403468016856.078,468294310349.64624,13.922888484003801,374489258797.3872,0.044627480813373366,0.05155171291626438,0.0,0.31568228105906315,0.6109979633401221,0.07331975560081466,0.0,1.5706806282722514,perovskites,-1.204319808421311,1.143729344651603,10.132790224032586,283.0285947046843,-2.6555765485187894,14336.373681828463,7.486910994764399,90.9010989010989,77.11518324607331,0.7784649914224222,22870995833081.11,153337.41519250782,24.148426344078835
liverpool_603_0499,Li0.34La0.51Ti1O2.94,,Li0.34 La0.51 Ti1 O2.94,0.00102,,,,,,,,,,,perovskites,10.1016/0038-1098(93)90841-a,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=603; measured_temperature_C=27; chemical_family=Oxides,,,,,,0.00102,exact,0.00102,1.0,-2.9913998282380825,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.6195824634655533,3.44,1.3157837837837838,1.3913907284768212,-2.124216216216216,-2.048609271523179,2.46,114.91252609603339,138.2,77.90432432432432,80.24701986754967,-57.95298013245032,-60.29567567567567,0.5806586097507213,0.5637071224625494,178090922135.45523,28978758058.69076,415058361262.8539,480514790303.5084,14.322848495516439,386079603204.16315,0.045412694499018656,0.05230228330208442,0.0,0.31524008350730687,0.6137787056367432,0.0709812108559499,0.0,1.5891891891891892,perovskites,-1.197435810731528,1.1560293980599616,9.809603340292275,282.68481419624214,-2.7381890990713695,14317.161830201807,6.87027027027027,90.65393258426965,75.94594594594594,0.6395306588828067,21641756298591.418,125146.72163501603,23.85919753821735
liverpool_606_0502,Li0.1La0.63Ti1O3,,Li0.1 La0.63 Ti1 O3,7.9e-05,,,,,,,,,,,perovskites,10.1016/0167-2738(94)90309-3,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=606; measured_temperature_C=27; chemical_family=Oxides,,,,,,7.9e-05,exact,7.9e-05,1.0,-4.102372908709558,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.674630021141649,3.44,1.347398843930636,1.3699386503067486,-2.092601156069364,-2.070061349693251,2.46,117.71649048625791,138.2,82.19595375722544,83.09754601226994,-55.102453987730044,-56.00404624277455,0.6012847034172935,0.5947608810218918,176136619720.84613,28978758058.690765,431323663065.6243,450156108115.1245,14.884132100901745,402344905006.9336,0.04825663987680812,0.050308285586132866,0.0,0.3446088794926004,0.6342494714587738,0.021141649048625793,0.0,1.7341040462427746,perovskites,-1.2445973072112442,1.1727235158535336,2.9217758985200843,289.58256659619445,-2.7025670911816806,14868.927632135305,8.803468208092486,92.32613390928725,89.95375722543352,0.6671581372394269,22942543372412.875,132668.71918401145,26.42849611653968
liverpool_608_0504,Na0.125Li0.375La0.5Ti1O3,,Na0.125 Li0.375 La0.5 Ti1 O3,0.000158,,,,,,,,,,,perovskites,10.1016/0167-2738(94)90309-3,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=608; measured_temperature_C=27; chemical_family=Oxides,,,,,,0.000158,exact,0.000158,1.0,-3.8013429130455774,"[{""element"": ""Na"", ""value"": 1.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.5787500000000003,3.44,1.286875,1.3576923076923075,-2.153125,-2.082307692307692,2.51,114.81488095238095,138.2,79.73720238095238,82.56117216117215,-55.63882783882784,-58.462797619047606,0.5974035612241111,0.5769696264902489,172348205499.80804,28978758058.690765,387402376661.484,448105661562.1102,13.368494808399891,358423618602.7932,0.042690923489224535,0.04912387164485754,0.0,0.325,0.6,0.075,0.0,1.5,perovskites,-1.2422877270368171,1.126082511734281,10.364999999999998,288.1853511904761,-2.4958308201207795,14270.27054818594,6.25,91.91891891891893,71.25,0.8587409130062869,19947386966121.918,238640.14605207104,23.43615778031066
liverpool_610_0506,Li0.34Pr0.56Ti1O3,,Li0.34 Pr0.56 Ti1 O3,1e-06,,,,,,,,,,,perovskites,10.1016/0167-2738(94)90310-7,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=610; measured_temperature_C=25; chemical_family=Oxides,,,,,,1e-06,exact,1e-06,1.0,-6.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Pr"", ""value"": 3.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.6175510204081633,3.44,1.3189473684210526,1.392820512820513,-2.121052631578947,-2.047179487179487,2.46,114.19523809523808,138.2,76.29298245614035,78.2094017094017,-59.990598290598285,-61.90701754385964,0.565914628866872,0.5520476299286567,177251970070.0181,28978758058.690765,411367567982.6402,473921630890.40674,14.195486471487019,382388809923.94946,0.045499285473437984,0.05218692651441996,0.0,0.3183673469387755,0.6122448979591836,0.06938775510204082,0.0,1.5789473684210524,perovskites,-1.1709220782170982,1.1521502801491101,9.58938775510204,280.9202857142857,-2.816725064037203,14135.21984126984,6.947368421052632,92.00877192982458,77.73684210526315,0.652825793916348,202437667015855.25,123636.52202498357,24.212954532151272
liverpool_612_0508,Li0.5La0.4Nd0.1Ti1O3,,Li0.5 La0.4 Nd0.1 Ti1 O3,0.001,,,,,,,,,,,perovskites,10.1016/s0167-2738(97)00015-5,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=612; measured_temperature_C=25; chemical_family=Oxides,,,,,,0.001,exact,0.001,1.0,-3.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Nd"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.5808,3.44,1.292,1.3960000000000001,-2.1479999999999997,-2.0439999999999996,2.46,113.50533333333333,138.2,76.46333333333334,79.45111111111112,-58.74888888888887,-61.73666666666665,0.5748995015275769,0.553280270139894,175121468050.60083,28978758058.690765,394335533038.46594,484329107798.3645,13.607744411952265,365356774979.77515,0.04315755435823222,0.05260513420603802,0.0,0.3,0.6,0.1,0.0,1.5,perovskites,-1.188446020260492,1.133786143526235,13.82,279.22312,-2.6644035475627295,14025.44062222222,6.2,90.22222222222223,70.25,0.8033149761408755,21542349633312.273,118092.37333333332,22.762032898360317
liverpool_613_0509,Li0.34La0.56Ti1O3,,Li0.34 La0.56 Ti1 O3,0.00153,,,,,,,,,,,perovskites,10.1016/s0167-2738(98)00070-8,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=613; measured_temperature_C=25; chemical_family=Oxides,,,,,,0.00153,exact,0.00153,1.0,-2.815308569182401,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.614122448979592,3.44,1.3101052631578949,1.382051282051282,-2.129894736842105,-2.057948717948718,2.46,115.23904761904761,138.2,78.98491228070175,81.48803418803419,-56.7119658119658,-59.21508771929824,0.5896384528801317,0.5715261380658593,175143138171.68365,28978758058.690765,405929001507.9883,467297735825.1255,14.007812228731785,376950243449.2975,0.04488123274010788,0.05143416998023586,0.0,0.3183673469387755,0.6122448979591836,0.06938775510204082,0.0,1.5789473684210524,perovskites,-1.2172905134341678,1.146370311503987,9.58938775510204,283.48805714285714,-2.657646133655728,14374.043460317458,7.242105263157895,91.14912280701755,77.73684210526315,0.652825793916348,22264607891797.707,128748.45496383958,24.17338534955783
liverpool_632_0519,Li0.12La0.29Nb1O3,,Li0.12 La0.29 Nb1 O3,4.25e-05,,,,,,,,,,,other,10.1016/s0167-2738(98)00266-5,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=632; measured_temperature_C=25; chemical_family=Oxides,,,,,,4.25e-05,exact,4.25e-05,1.0,-4.371611069949688,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Nb"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",2.801950113378685,3.44,1.4443971631205674,1.487596899224806,-1.9956028368794325,-1.9524031007751939,2.46,118.12932728647014,138.2,75.425768321513,76.16304909560724,-62.036950904392754,-62.774231678486984,0.5511074464226283,0.5457725638314979,194943325461.18182,28978758058.690765,548059426317.54584,587473809346.269,18.912453915642605,519080668258.8551,0.06207242776476314,0.06646848478336298,0.0,0.2925170068027211,0.6802721088435374,0.027210884353741496,0.0,2.127659574468085,other,-1.0891452766730982,1.2767478827784207,3.7605442176870745,290.59814512471655,-3.8965489613513893,14968.91658856135,14.24822695035461,86.71561771561771,87.82978723404256,0.5329240503429367,11556038370889.336,422469.9296917253,26.865026620395057
liverpool_633_0520,Li0.15La0.283Nb1O3,,Li0.15 La0.283 Nb1 O3,3.85e-05,,,,,,,,,,,other,10.1016/s0167-2738(98)00266-5,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=633; measured_temperature_C=25; chemical_family=Oxides,,,,,,3.85e-05,exact,3.85e-05,1.0,-4.414539270491499,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Nb"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",2.792307692307692,3.44,1.4363572923935801,1.4897116134060797,-2.00364270760642,-1.9502883865939202,2.46,117.78537484021355,138.2,75.0471505001163,75.92951415952196,-62.27048584047803,-63.152849499883686,0.5494176133105786,0.5430329269183525,194665849472.71133,28978758058.690765,541533451874.7084,590307260500.8898,18.68725536056235,512554693816.0176,0.061263117626753384,0.0666935505353978,0.0,0.28942025716219266,0.6767426122264832,0.03383713061132416,0.0,2.0935101186322402,other,-1.088043964010127,1.27154552025027,4.676291450484999,289.7520221069253,-3.868940447376028,14899.7379158834,13.916957431960924,86.58113471865515,85.90509420795534,0.5276369951572004,11400490071122.05,416783.3373529621,26.55112352216837
liverpool_634_0521,Li0.18La0.273Nb1O3,,Li0.18 La0.273 Nb1 O3,3.82e-05,,,,,,,,,,,other,10.1016/s0167-2738(98)00266-5,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=634; measured_temperature_C=25; chemical_family=Oxides,,,,,,3.82e-05,exact,3.82e-05,1.0,-4.4179366370882915,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Nb"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",2.783898495396362,3.44,1.4292498279421886,1.4927729772191674,-2.0107501720578114,-1.9472270227808326,2.46,117.44394790029193,138.2,74.58905712319338,75.59143754909663,-62.608562450903364,-63.610942876806604,0.5469713281410755,0.5397182136265802,194476291953.62964,28978758058.690765,536178013691.28735,594409103155.4294,18.502449711798015,507199255632.59656,0.060552182055731554,0.0670193667402288,0.0,0.2858746912194027,0.6737031214911295,0.04042218728946777,0.0,2.064693737095664,other,-1.085238490912381,1.2672292325048218,5.586346283404445,288.91211183471813,-3.8517813938131336,14831.730294932253,13.58086717136958,86.38825181371402,83.91741225051618,0.519798464961467,11171107669307.402,408397.490572523,26.214626440674028
liverpool_635_0522,Li0.09La0.303Nb1O3,,Li0.09 La0.303 Nb1 O3,3.52e-05,,,,,,,,,,,other,10.1016/s0167-2738(98)00266-5,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=635; measured_temperature_C=25; chemical_family=Oxides,,,,,,3.52e-05,exact,3.52e-05,1.0,-4.453457336521869,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Nb"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",2.809355793307535,3.44,1.4511844938980618,1.4837298541826556,-1.9888155061019381,-1.9562701458173444,2.46,118.47755520145687,138.2,76.00279971284996,76.59009976976209,-61.6099002302379,-62.197200287150025,0.5541975381314189,0.5499478995141097,195050142499.10364,28978758058.690765,552705672521.529,582292455129.8547,19.072786742693825,523726914462.83826,0.06274623232121816,0.06605692117430818,0.0,0.2966082403824266,0.6829046209879354,0.020487138629638062,0.0,2.1536252692031588,other,-1.093744910101852,1.2804141528547883,2.83132255861598,291.45478579558386,-3.9026399789468527,15037.610866530084,14.618090452261306,86.96421101557053,90.05168700646087,0.5423276323424384,11834344158606.512,432644.3357291662,27.246622417361106
liverpool_636_0523,Li0.06La0.313Nb1O3,,Li0.06 La0.313 Nb1 O3,2.33e-05,,,,,,,,,,,other,10.1016/s0167-2738(98)00266-5,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=636; measured_temperature_C=25; chemical_family=Oxides,,,,,,2.33e-05,exact,2.33e-05,1.0,-4.632644078973981,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Nb"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",2.817996798536474,3.44,1.4589220684632194,1.480807311500381,-1.9810779315367806,-1.959192688499619,2.46,118.82839393246434,138.2,76.50150521971352,76.91284589997461,-61.287154100025376,-61.69849478028647,0.5565328936322331,0.5535564777113858,195244925369.6727,28978758058.690765,558535895459.2181,578376615338.9034,19.273976280419394,529557137400.52734,0.06352019567051459,0.06574587948722593,0.0,0.3002515435627715,0.686027898467871,0.013720557969357419,0.0,2.184996358339403,other,-1.0966385218532582,1.2849713201823039,1.8961811113651952,292.31784907386225,-3.9191004610200193,15107.493188759305,14.983976693372178,87.15441687920242,92.21558630735615,0.5492116278281541,12039412183181.797,440141.2885034476,27.60607082126484
liverpool_639_0526,Sr0.6Li0.3Ta0.5Ti0.35Fe0.15O3,,Sr0.6 Li0.3 Ta0.5 Ti0.35 Fe0.15 O3,2.8e-05,,,,,,,,,,,perovskites,10.1149/1.1629102,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=639; measured_temperature_C=25; chemical_family=Oxides,,,,,,2.8e-05,exact,2.8e-05,1.0,-4.552841968657781,"[{""element"": ""Sr"", ""value"": 2.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""Fe"", ""value"": 3.0}]",2.601530612244898,3.44,1.2776315789473685,1.3334374999999998,-2.1623684210526317,-2.1065625,2.49,117.6811224489796,138.2,85.28289473684212,88.61718749999999,-49.5828125,-52.917105263157865,0.6412242221418234,0.617097646431564,157644810988.2448,28978758058.690765,360801736666.4881,405135535649.1852,12.450558989993818,331822978607.79736,0.04264457384428957,0.047862653662316075,0.0,0.32653061224489793,0.6122448979591836,0.06122448979591836,0.0,1.5789473684210527,perovskites,-1.3343924633495161,1.0951888502927962,8.461224489795917,293.0259948979592,-2.25662740302078,14866.435416666667,10.052631578947366,94.42391304347825,87.73684210526315,1.2856753204001021,51090675648342.516,862315.0,26.942386690802124
liverpool_640_0527,Sr0.6Li0.3Ta0.5Ti0.4Fe0.1O3,,Sr0.6 Li0.3 Ta0.5 Ti0.4 Fe0.1 O3,3.6e-05,,,,,,,,,,,perovskites,10.1149/1.1629102,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=640; measured_temperature_C=25; chemical_family=Oxides,,,,,,3.6e-05,exact,3.6e-05,1.0,-4.443697499232712,"[{""element"": ""Sr"", ""value"": 2.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""Fe"", ""value"": 3.0}]",2.5985714285714283,3.44,1.27,1.3243749999999999,-2.17,-2.115625,2.49,117.71938775510205,138.2,85.38157894736844,88.73437500000001,-49.465624999999974,-52.81842105263155,0.6420721780028945,0.6178117145250973,158288269099.85162,28978758058.690765,362461181270.1057,407106126115.981,12.507823162608004,333482423211.4149,0.04299331769576302,0.0482767869859408,0.0,0.32653061224489793,0.6122448979591836,0.06122448979591836,0.0,1.5789473684210527,perovskites,-1.340651420519461,1.097181732496828,8.461224489795917,293.1212755102041,-2.270839156504366,14870.922023809522,9.94736842105263,94.58695652173913,87.73684210526315,1.2511559833636317,47691497721574.18,861158.96484375,26.900039723382655
liverpool_641_0528,Sr0.6Li0.3Ta0.5Ti0.45Fe0.05O3,,Sr0.6 Li0.3 Ta0.5 Ti0.45 Fe0.05 O3,6e-05,,,,,,,,,,,perovskites,10.1149/1.1629102,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=641; measured_temperature_C=30; chemical_family=Oxides,,,,,,6e-05,exact,6e-05,1.0,-4.221848749616356,"[{""element"": ""Sr"", ""value"": 2.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""Fe"", ""value"": 3.0}]",2.5956122448979593,3.44,1.2623684210526316,1.3153124999999999,-2.177631578947368,-2.1246875000000003,2.49,117.75765306122449,138.2,85.48026315789475,88.85156250000001,-49.348437499999974,-52.719736842105235,0.6429201338639654,0.6185257826186307,158931727211.45847,28978758058.690765,364120625873.72327,409076716582.7769,12.565087335222188,335141867815.0325,0.04334206154723645,0.048690920309565504,0.0,0.32653061224489793,0.6122448979591836,0.06122448979591836,0.0,1.5789473684210527,perovskites,-1.3469212766234653,1.0991655115575845,8.461224489795917,293.216556122449,-2.2849820789646342,14875.40863095238,9.842105263157894,94.75,87.73684210526318,1.1963686551927755,44239942704243.26,859969.921875,26.857759315235405
liverpool_642_0529,Sr0.6Li0.3Ta0.5Ti0.5O3,,Sr0.6 Li0.3 Ta0.5 Ti0.5 O3,0.00017,,,,,,,,,,,perovskites,10.1149/1.1629102,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=642; measured_temperature_C=30; chemical_family=Oxides,,,,,,0.00017,exact,0.00017,1.0,-3.769551078621726,"[{""element"": ""Sr"", ""value"": 2.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.59265306122449,3.44,1.2547368421052632,1.30625,-2.185263157894737,-2.13375,2.49,117.79591836734694,138.2,85.57894736842107,88.96875000000001,-49.231249999999974,-52.62105263157892,0.6437680897250363,0.619239850712164,159575185323.0653,28978758058.690765,365780070477.34094,411047307049.5729,12.622351507836377,336801312418.65015,0.0436908053987099,0.04910505363319022,0.0,0.32653061224489793,0.6122448979591836,0.06122448979591836,0.0,1.5789473684210527,perovskites,-1.353202031661529,1.1011402702602473,8.461224489795917,293.3118367346939,-2.299056170401586,14879.895238095236,9.736842105263158,94.91304347826087,87.73684210526315,1.094780226007948,40736010596349.75,858747.87109375,26.81554536174514
liverpool_643_0530,Sr0.6Li0.3Ti0.5Nb0.5O3,,Sr0.6 Li0.3 Ti0.5 Nb0.5 O3,5.4e-06,,,,,,,,,,,perovskites,10.1149/1.1629102,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=643; measured_temperature_C=30; chemical_family=Oxides,,,,,,5.4e-06,exact,5.4e-06,1.0,-5.267606240177032,"[{""element"": ""Sr"", ""value"": 2.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""Nb"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.6028571428571428,3.44,1.2810526315789474,1.3374999999999997,-2.1589473684210523,-2.1025,2.49,117.26020408163265,138.2,84.19736842105264,87.32812500000001,-50.871874999999974,-54.002631578947344,0.6318967076700436,0.6092428974026964,175491626836.1777,28978758058.690765,406827735432.2098,459791409183.4796,14.038825770526824,377848977373.51904,0.04526122761794084,0.05096993001852696,0.0,0.32653061224489793,0.6122448979591836,0.06122448979591836,0.0,1.5789473684210527,perovskites,-1.3153233500767687,1.1473307842391511,8.461224489795917,291.97790816326534,-2.4442253998625354,14808.779166666665,7.368421052631579,94.91304347826087,71.1578947368421,1.094780226007948,60303815748226.336,495618.96484375,25.052150106321943
liverpool_647_0534,SrLiTaTiO6,,Sr1 Li1 Ta1 Ti1 O6,0.00055,,,,,,,,,,,perovskites,10.1021/cm9810382,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=647; measured_temperature_C=25; chemical_family=Oxides,,,,,,0.00055,exact,0.00055,1.0,-3.2596373105057563,"[{""element"": ""Sr"", ""value"": 2.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.561,3.44,1.2425,1.33,-2.1975,-2.11,2.49,115.55333333333333,138.2,81.58333333333334,86.27777777777779,-51.9222222222222,-56.616666666666646,0.6242965106930376,0.5903280270139895,160650738726.37952,28978758058.690765,358158709727.91266,436093343384.29346,12.359353323649438,329179951669.2219,0.042214550733967224,0.051347796040351355,0.0,0.3,0.6,0.1,0.0,1.5,perovskites,-1.2972458393632418,1.0919957478306386,13.82,287.7278,-2.39004714738811,14430.00511111111,8.75,92.77777777777777,79.25,1.0986122886681096,39830372993841.44,847920.2222222222,24.809825974918038
liverpool_648_0535,Sr1.65Li1Ta1.7Ti1.3O9,,Sr1.65 Li1 Ta1.7 Ti1.3 O9,4.9e-05,,,,,,,,,,,perovskites,10.1021/cm9810382,0,data/database/liverpool/LiIonDatabase.csv,,,,source_id=648; measured_temperature_C=25; chemical_family=Oxides,,,,,,4.9e-05,exact,4.9e-05,1.0,-4.309803919971486,"[{""element"": ""Sr"", ""value"": 2.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}]",2.5979180887372015,3.44,1.256548672566372,1.3160215053763442,-2.183451327433628,-2.123978494623656,2.49,117.4505119453925,138.2,84.39823008849558,88.03225806451614,-50.167741935483846,-53.80176991150441,0.6369917370804352,0.610696310336437,159122322182.9372,28978758058.690765,366430654416.2501,418489976063.02,12.64480188123028,337451896357.5593,0.04415382261107656,0.05046328665328339,0.0,0.3174061433447099,0.6143344709897611,0.06825938566552901,0.0,1.5929203539823011,perovskites,-1.3334256694629123,1.1019120292073117,9.433447098976108,292.4517747440274,-2.3755538048345217,14805.54050056883,10.300884955752213,93.88644688644689,88.84955752212389,1.0918304893478594,37420565125629.28,915666.6877095618,26.73001658251785
