ID,True Composition,Z_by_element,χₐₗₗ,χ⁻,χ⁺(incl Li⁺),χ⁺(excl Li⁺),χ⁺(incl Li⁺) - χ⁻,χ⁺(excl Li⁺) - χ⁻,χₘₐₓ - χₘᵢₙ,rₐₗₗ (pm),r⁻ (pm),r⁺(incl Li⁺) (pm),r⁺(excl Li⁺) (pm),r⁺(excl Li⁺) - r⁻,r⁺(incl Li⁺) - r⁻,r⁺(excl Li⁺) / r⁻,r⁺(incl Li⁺) / r⁻,ρₐₗₗ (C m⁻³),ρ⁻ (C m⁻³),ρ⁺(incl Li⁺) (C m⁻³),ρ⁺(excl Li⁺) (C m⁻³),ρ⁺(incl Li⁺) / ρ⁻,ρ⁺(incl Li⁺) - ρ⁻,Φ⁺(incl Li⁺) (|Z| pm⁻¹),Φ⁺(excl Li⁺) (|Z| pm⁻¹),nₕₐₗᵢdₑ,nₕₒₛₜ cₐₜᵢₒₙ,nₐₙᵢₒₙ,n_Li,Ionic conductivity (S cm-1),conductivity_value,conductivity_qualifier,conductivity_used,sample_weight,log10_conductivity,r_ratio_x_chi_diff,log_rho_ratio,Li_channel_size,chi_range_x_r_avg,field_x_r_diff
zfg,Li52.4La24.0Zr12.4Ta3.6O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",2.2817622080679407,3.44,1.0783982683982685,1.2073,-2.3616017316017315,-2.2327,2.46,110.80148619957536,138.2,82.33549783549782,101.77,-36.42999999999999,-55.86450216450217,0.7363965267727931,0.5957706066244416,90374092057.46404,28978758058.690765,154161452056.1895,193208154775.80865,5.319808797325471,125182693997.49876,0.0246566541262006,0.0375494636241161,0.0,0.2123142250530785,0.5095541401273885,0.2781316348195329,0.0004,0.0004,exact,0.0004,1.0,-3.3979400086720375,-1.4069728962416952,0.725896023317845,38.43779193205945,272.57165605095537,-1.3774317078025147
6hq,Li48.0La24.0Zr8.0Ta8.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",2.3169565217391304,3.44,1.0918181818181818,1.2260000000000002,-2.348181818181818,-2.2139999999999995,2.46,111.62173913043478,138.2,82.62727272727273,100.78,-37.41999999999999,-55.57272727272726,0.7292329956584661,0.5978818576503092,95772494034.71317,28978758058.690765,168638387826.7376,221778682708.2984,5.81937940491424,139659629768.04684,0.0262078319334644,0.0398794524758441,0.0,0.217391304347826,0.5217391304347826,0.2608695652173913,0.00035,0.00035,exact,0.00035,1.0,-3.4559319556497243,-1.403935307555226,0.7648766727268691,36.052173913043475,274.58947826086956,-1.4564406964478895
hcm,Li40.0La24.0Ta16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",2.3854545454545457,3.44,1.12,1.2600000000000002,-2.32,-2.18,2.46,113.2181818181818,138.2,83.24,98.98,-39.22,-54.96,0.7162083936324167,0.6023154848046309,106279301188.78072,28978758058.690765,199039952944.88867,273725097131.007,6.868477680850658,170061194886.1979,0.0294653053287185,0.0441157958426222,0.0,0.2272727272727272,0.5454545454545454,0.2272727272727272,3.4e-05,3.4e-05,exact,3.4e-05,1.0,-4.468521082957745,-1.3973719247467438,0.8368604913437849,31.4090909090909,278.5167272727272,-1.6194131808663688
g5q,Li52.0La24.0Zr12.0Ta4.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",2.2848936170212766,3.44,1.0795652173913042,1.209,-2.360434782608696,-2.231,2.46,110.87446808510636,138.2,82.36086956521739,101.68,-36.52,-55.83913043478261,0.7357452966714906,0.5959541936701692,90854414090.25604,28978758058.690765,155420316036.23718,195805475496.9441,5.363249719724495,126441557977.54642,0.0247915391529192,0.037761280792455,0.0,0.2127659574468085,0.5106382978723404,0.2765957446808511,0.00028,0.00028,exact,0.00028,1.0,-3.552841968657781,-1.4067110075805866,0.7294280187369824,38.225531914893615,272.75119148936164,-1.3843379884388751
4ie,Li48.4Ga2.0La24.0Zr16.0O94.4F1.6,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ga"", ""value"": 3.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""F"", ""value"": -1.0}]",2.305987124463519,3.449,1.0921681415929203,1.2214285714285715,-2.3568318584070798,-2.2275714285714283,3.0,111.23540772532188,138.07375,82.73451327433628,100.29047619047618,-37.783273809523806,-55.33923672566371,0.7263544025600536,0.5992052310764087,91162306236.0146,28781764078.30429,157407129766.32642,195495994927.4149,5.468988257220134,128625365688.02213,0.0249209418641475,0.0365670501781405,0.0085836909871244,0.2253218884120171,0.5064377682403434,0.259656652360515,0.00128,0.00128,exact,0.00128,1.0,-2.8927900303521317,-1.412225978325056,0.7379069908769292,35.851767703862656,333.70622317596565,-1.3791059012465614
5d6,Li54.4La24.0Zr15.2Mo0.8O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Mo"", ""value"": 6.0}]",2.2683613445378152,3.44,1.0768644067796609,1.2086,-2.3631355932203397,-2.2314,2.46,110.39915966386556,138.2,82.12711864406778,102.02,-36.17999999999999,-56.07288135593221,0.738205499276411,0.5942627977139492,92178913939.79364,28978758058.690765,156450258903.62708,200100071100.63223,5.3987910243347175,127471500844.93633,0.0242227187421919,0.0370174680834249,0.0,0.2100840336134453,0.5042016806722689,0.2857142857142857,8e-05,8e-05,exact,8e-05,1.0,-4.096910013008056,-1.4043235690045321,0.7322965171851217,39.48571428571428,271.58193277310926,-1.3582376341490419
ciq,Li52.8La24.0Zr14.4Mo1.6O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Mo"", ""value"": 6.0}]",2.282796610169492,3.44,1.085689655172414,1.2252000000000005,-2.354310344827586,-2.2147999999999994,2.46,110.64406779661016,138.2,82.13793103448276,101.46,-36.74,-56.06206896551723,0.7341534008683068,0.5943410349817856,98318906952.98927,28978758058.690765,170050095464.33258,230367873915.6747,5.868094661611433,141071337405.6418,0.0249773200919566,0.0383918270577839,0.0,0.211864406779661,0.5084745762711864,0.2796610169491525,0.000311,0.000311,exact,0.000311,1.0,-3.5072396109731625,-1.3992632470131519,0.76849711108193,38.649152542372875,272.184406779661,-1.40028024156907
suz,Li51.2La24.0Zr13.6Mo2.4O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Mo"", ""value"": 6.0}]",2.297478632478633,3.44,1.0948245614035088,1.2418,-2.345175438596491,-2.1982,2.46,110.89316239316238,138.2,82.14912280701755,100.9,-37.29999999999998,-56.05087719298244,0.7301013024602027,0.5944220174169143,104563857111.70964,28978758058.690765,184127119272.78214,260635676730.7172,6.35386509317856,155148361214.09137,0.0257583986820639,0.0397661860321428,0.0,0.2136752136752137,0.5128205128205129,0.2735042735042735,0.000369,0.000369,exact,0.000369,1.0,-3.43297363384094,-1.3940239154071228,0.8030379895421029,37.79829059829059,272.79717948717945,-1.4437808412162445
1tk,Li49.6La24.0Zr12.8Mo3.2O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Mo"", ""value"": 6.0}]",2.3124137931034485,3.44,1.1042857142857143,1.2584000000000002,-2.3357142857142854,-2.1815999999999995,2.46,111.14655172413794,138.2,82.16071428571429,100.34,-37.85999999999999,-56.0392857142857,0.7260492040520985,0.594505892081869,110916478824.89069,28978758058.690765,198706893931.53348,290903479545.75964,6.856984468730227,169728135872.8427,0.0265673729361036,0.0411405450065018,0.0,0.2155172413793103,0.5172413793103449,0.2672413793103448,0.00034,0.00034,exact,0.00034,1.0,-3.4685210829577446,-1.3885959050769368,0.8361331657768232,36.93275862068965,273.42051724137934,-1.4888166026442908
9o6,Li52.0La24.0Zr14.0Mo2.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Mo"", ""value"": 6.0}]",2.290106382978724,3.44,1.090217391304348,1.2335,-2.349782608695652,-2.2065,2.46,110.76808510638296,138.2,82.14347826086956,101.18,-37.02,-56.05652173913043,0.7321273516642547,0.5943811741018058,101428094904.3522,28978758058.690765,177027402917.21628,245501775323.19595,6.108867832040357,148048644858.5255,0.0253644633931402,0.0390790065449633,0.0,0.2127659574468085,0.5106382978723404,0.2765957446808511,0.000333,0.000333,exact,0.000333,1.0,-3.4775557664936803,-1.3966665458405256,0.7859607290874052,38.225531914893615,272.48948936170206,-1.4218435935989417
r07,Li54.0La24.0Zr15.0Te1.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Te"", ""value"": 6.0}]",2.2716315789473684,3.44,1.078404255319149,1.2112500000000002,-2.3615957446808507,-2.22875,2.46,110.4915789473684,138.2,82.1936170212766,102.03,-36.16999999999999,-56.006382978723394,0.7382778581765558,0.5947439726575731,90919473451.81888,28978758058.690765,154178076406.5029,194439487730.94183,5.32038247098946,125199318347.81212,0.0242721826619515,0.0370396292555861,0.0,0.2105263157894736,0.5052631578947369,0.2842105263157894,0.00033,0.00033,exact,0.00033,1.0,-3.4814860601221125,-1.4045448350027088,0.725942853924672,39.27789473684209,271.80928421052624,-1.3593971578947857
uht,Li52.0La24.0Zr14.0Te2.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Te"", ""value"": 6.0}]",2.289468085106383,3.44,1.088913043478261,1.2305,-2.3510869565217387,-2.2095,2.46,110.831914893617,138.2,82.27391304347826,101.48,-36.72,-55.92608695652173,0.7342981186685962,0.5953249858428239,95799357000.756,28978758058.690765,165525199375.08493,219046707176.29388,5.711949388577876,136546441316.39417,0.0250849602875502,0.0384361494021062,0.0,0.2127659574468085,0.5106382978723404,0.2765957446808511,0.00102,0.00102,exact,0.00102,1.0,-2.9913998282380825,-1.399660809106552,0.7567843506660996,38.225531914893615,272.6465106382978,-1.4029036703424267
kbq,Li40.0La24.0Bi16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Bi"", ""value"": 5.0}]",2.421818181818182,3.44,1.2,1.42,-2.24,-2.02,2.46,113.85454545454544,138.2,84.64,101.78,-36.41999999999999,-53.55999999999999,0.7364688856729379,0.6124457308248915,92962628282.7005,28978758058.690765,169743272551.5122,215131736344.2541,5.857506805768924,140764514492.82144,0.0281304464423722,0.0414460780699296,0.0,0.2272727272727272,0.5454545454545454,0.2272727272727272,1.9e-05,1.9e-05,exact,1.9e-05,1.0,-4.721246399047171,-1.371878437047757,0.767712801870993,31.4090909090909,280.08218181818177,-1.5066667114534547
uw9,Li48.0La16.0Sr8.0Bi16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Sr"", ""value"": 2.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Bi"", ""value"": 5.0}]",2.3526086956521737,3.44,1.1663636363636365,1.39,-2.2736363636363635,-2.05,2.49,112.28985507246377,138.2,84.02424242424242,103.85333333333332,-34.346666666666664,-54.17575757575757,0.751471297636276,0.6079901767311319,92902030540.39072,28978758058.690765,162636509611.33612,208574550634.41504,5.612266380841716,133657751552.64536,0.0260332771912637,0.0394954320430024,0.0,0.217391304347826,0.5217391304347826,0.2608695652173913,2e-05,2e-05,exact,2e-05,1.0,-4.698970004336019,-1.3823485745496007,0.7491382762166386,36.052173913043475,279.6017391304348,-1.4103725140164012
vqu,Li40.0Nd24.0Sb16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Nd"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Sb"", ""value"": 5.0}]",2.440909090909091,3.44,1.242,1.504,-2.198,-1.936,2.46,111.3,138.2,79.02000000000001,90.54,-47.65999999999998,-59.17999999999998,0.6551374819102751,0.5717800289435602,136021755067.28252,28978758058.690765,264473351477.59268,404591894196.4149,9.126455693579208,235494593418.90192,0.0321894933707377,0.0495641719266606,0.0,0.2272727272727272,0.5454545454545454,0.2272727272727272,1.3e-07,1.3e-07,exact,1.3e-07,1.0,-6.886056647693163,-1.2567725036179451,0.9603021497605516,31.4090909090909,273.798,-1.9049742176802562
lpt,Li32.0Nd24.0Te8.0Sb8.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Nd"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Te"", ""value"": 6.0}, {""element"": ""Sb"", ""value"": 5.0}]",2.5128571428571425,3.44,1.2766666666666664,1.5139999999999998,-2.1633333333333336,-1.926,2.46,113.1952380952381,138.2,79.85555555555555,89.74000000000001,-48.45999999999998,-58.344444444444434,0.6493487698986976,0.577826017044541,156641897353.99496,28978758058.690765,326859416414.4006,488863102538.9047,11.279276211644792,297880658355.70984,0.0367655158557873,0.0543260766885654,0.0,0.238095238095238,0.5714285714285714,0.1904761904761904,8.7e-09,8.7e-09,exact,8.7e-09,1.0,-8.060480747381382,-1.2500302835396904,1.0522812319723243,26.323809523809512,278.4602857142857,-2.1450635973193233
xog,Li40.0La24.0Sb16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Sb"", ""value"": 5.0}]",2.435454545454545,3.44,1.23,1.48,-2.21,-1.96,2.46,112.4,138.2,81.44,95.38,-42.81999999999999,-56.75999999999999,0.6901591895803184,0.5892908827785818,133842997914.97076,28978758058.690765,259680085742.5068,395005362726.2432,8.961049511389547,230701327683.816,0.0316392183721968,0.0484636219295787,0.0,0.2272727272727272,0.5454545454545454,0.2272727272727272,7.8e-06,7.8e-06,exact,7.8e-06,1.0,-5.107905397309519,-1.3023328509406658,0.9523588768845394,31.4090909090909,276.504,-1.7958420348058899
bi3,Li48.0Sr8.0La16.0Sb16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sr"", ""value"": 2.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Sb"", ""value"": 5.0}]",2.365652173913044,3.44,1.1936363636363636,1.45,-2.246363636363636,-1.99,2.49,110.89855072463769,138.2,81.11515151515151,97.45333333333332,-40.746666666666655,-57.08484848484848,0.7051616015436566,0.5869403148708503,132004992797.34488,28978758058.690765,244397248875.87665,388448177016.4042,8.433668840496829,215418490817.18588,0.0292230698547406,0.0465129759026516,0.0,0.217391304347826,0.5217391304347826,0.2608695652173913,6.3e-06,6.3e-06,exact,6.3e-06,1.0,-5.200659450546418,-1.3184813800417008,0.9260165438488139,36.052173913043475,276.1373913043479,-1.6681945149200101
gcj,Li48.0La16.0Ca8.0Nb16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ca"", ""value"": 2.0}, {""element"": ""Nb"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",2.3286956521739133,3.44,1.1163636363636364,1.28,-2.3236363636363637,-2.16,2.46,110.34057971014492,138.2,79.94848484848484,94.88666666666666,-43.31333333333333,-58.25151515151515,0.6865894838398456,0.5784984431872999,120234052549.47748,28978758058.690765,219785282903.063,334301851876.2142,7.584358255033953,190806524844.37225,0.0285940502873597,0.0451291328544136,0.0,0.217391304347826,0.5217391304347826,0.2608695652173913,1.33e-06,1.33e-06,exact,1.33e-06,1.0,-5.876148359032914,-1.3442200188970352,0.8799188391651387,36.052173913043475,271.4378260869565,-1.6656467535573198
20k,Li48.0La16.0Sr8.0Nb16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Sr"", ""value"": 2.0}, {""element"": ""Nb"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",2.326521739130435,3.44,1.1118181818181818,1.27,-2.328181818181818,-2.17,2.49,111.2246376811594,138.2,81.7969696969697,98.95333333333332,-39.246666666666655,-56.40303030303029,0.7160154365653643,0.5918738762443538,119203293913.90234,28978758058.690765,217630060301.40588,329560362152.5685,7.509985757865781,188651302242.71512,0.0283318042575926,0.0445521915889261,0.0,0.217391304347826,0.5217391304347826,0.2608695652173913,3.69e-06,3.69e-06,exact,3.69e-06,1.0,-5.432973633840939,-1.3779899973289,0.8756391133974883,36.052173913043475,276.9493478260869,-1.597999614080518
jej,Li48.0Ca8.0La16.0Ta16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ca"", ""value"": 2.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",2.32,3.44,1.098181818181818,1.24,-2.341818181818182,-2.2,2.46,110.79710144927536,138.2,80.90303030303029,96.98666666666664,-41.21333333333334,-57.2969696969697,0.7017848528702363,0.5854054291102048,106670476303.52084,28978758058.690765,191425078025.15363,271909401144.8136,6.605703309902372,162446319966.46286,0.0275090312995274,0.0427420910811826,0.0,0.217391304347826,0.5217391304347826,0.2608695652173913,2.2e-06,2.2e-06,exact,2.2e-06,1.0,-5.657577319177793,-1.3709130776253522,0.8199190637898776,36.052173913043475,272.5608695652174,-1.5761841327620123
hud,Li48.0Ba8.0La16.0Ta16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ba"", ""value"": 2.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",2.315217391304348,3.44,1.088181818181818,1.218,-2.3518181818181816,-2.222,2.55,112.4679089026915,138.2,84.3965367965368,104.67238095238096,-33.52761904761904,-53.8034632034632,0.7573978361243195,0.6106840578620608,105140308782.3459,28978758058.690765,188225636844.51517,264870630547.40887,6.495296881367421,159246878785.82437,0.027074237446769,0.041785544605114,0.0,0.217391304347826,0.5217391304347826,0.2608695652173913,1.3e-05,1.3e-05,exact,1.3e-05,1.0,-4.886056647693163,-1.436217870626501,0.8125990062162839,36.052173913043475,286.7931677018633,-1.4566877382290615
4uu,Li49.2La24.0Zr14.0Ta2.0Ga1.6O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""Ga"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}]",2.298565310492505,3.44,1.091762114537445,1.2239423076923075,-2.348237885462555,-2.216057692307692,2.46,111.13811563169163,138.2,82.52643171806167,100.2980769230769,-37.90192307692308,-55.67356828193832,0.7257458532784147,0.5971521831987097,92864052915.62505,28978758058.690765,160407976993.44104,203047781732.5227,5.535364099060639,131429218934.75027,0.0251657497953163,0.0374077209741786,0.0,0.2226980728051391,0.5139186295503212,0.2633832976445396,0.00041,0.00041,exact,0.00041,1.0,-3.3872161432802645,-1.4022553799738862,0.7431461926966318,36.39957173447537,273.39976445396144,-1.4010670895957174
sdz,Li49.2La24.0Zr14.0Ta2.0Al1.6O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}]",2.2968522483940044,3.44,1.0882378854625552,1.21625,-2.3517621145374448,-2.22375,2.46,111.06745182012844,138.2,82.38105726872247,99.98076923076924,-38.21923076923076,-55.81894273127752,0.7234498497161305,0.5961002696723768,96726730674.0947,28978758058.690765,168354543130.90942,220392690513.3431,5.809584482190039,139375785072.21866,0.0253387717037785,0.0377853745628414,0.0,0.2226980728051391,0.5139186295503212,0.2633832976445396,0.00037,0.00037,exact,0.00037,1.0,-3.431798275933005,-1.40188603068105,0.76414507153917,36.39957173447537,273.225931477516,-1.4143834466141274
7w5,Li54.0La24.0Zr14.0Ta2.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",2.2693684210526315,3.44,1.0738297872340428,1.2005,-2.366170212765957,-2.2395,2.46,110.51263157894736,138.2,82.23617021276596,102.13,-36.06999999999999,-55.96382978723403,0.7390014471780029,0.5950518828709549,88473028011.88731,28978758058.690765,149233133496.00293,182818871891.2669,5.149742207508018,120254375437.31216,0.0241285935960683,0.0367021949507605,0.0,0.2105263157894736,0.5052631578947369,0.2842105263157894,0.00087,0.00087,exact,0.00087,1.0,-3.0604807473813813,-1.4079940402995508,0.7117854891074118,39.27789473684209,271.8610736842105,-1.3503285050157114
etz,Li56.0La24.0Zr16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}]",2.254166666666667,3.44,1.0683333333333334,1.1920000000000002,-2.3716666666666666,-2.248,2.46,110.15833333333332,138.2,82.11666666666666,102.58,-35.61999999999999,-56.08333333333333,0.7422575976845153,0.594187168355041,86141254143.4846,28978758058.690765,143303750228.27844,169832268285.58978,4.945130841633894,114324992169.58768,0.0234932707707527,0.0356431091090659,0.0,0.2083333333333333,0.5,0.2916666666666667,1.97e-06,1.97e-06,exact,1.97e-06,1.0,-5.705533773838407,-1.4092139009487057,0.6941777869438869,40.30833333333333,270.98949999999996,-1.3175809357263806
ner,Li48.0Ba8.0La16.0Ta16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ba"", ""value"": 2.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",2.315217391304348,3.44,1.088181818181818,1.218,-2.3518181818181816,-2.222,2.55,112.4679089026915,138.2,84.3965367965368,104.67238095238096,-33.52761904761904,-53.8034632034632,0.7573978361243195,0.6106840578620608,105140308782.3459,28978758058.690765,188225636844.51517,264870630547.40887,6.495296881367421,159246878785.82437,0.027074237446769,0.041785544605114,0.0,0.217391304347826,0.5217391304347826,0.2608695652173913,1.69e-05,1.69e-05,exact,1.69e-05,1.0,-4.772113295386326,-1.436217870626501,0.8125990062162839,36.052173913043475,286.7931677018633,-1.4566877382290615
z2s,Nd24.0Zr16.0Al4.0Li44.0O96.0,"[{""element"": ""Nd"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}]",2.328478260869565,3.44,1.1159090909090907,1.2518181818181815,-2.324090909090909,-2.1881818181818184,2.46,110.49891304347824,138.2,80.27954545454546,93.05909090909093,-45.14090909090908,-57.92045454545453,0.6733653466649125,0.5808939613208789,109072157464.7373,28978758058.690765,196446774998.60623,268538741238.44217,6.778992205281607,167468016939.9155,0.0270574735858775,0.0393001323569402,0.0,0.2391304347826087,0.5217391304347826,0.2391304347826087,3.9e-05,3.9e-05,exact,3.9e-05,1.0,-4.4089353929735005,-1.3500503746516608,0.8311651345429973,33.04782608695652,271.8273260869565,-1.5671811689456545
72f,Li50.08Al1.92La24.0Zr16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}]",2.2877106382978725,3.44,1.0853217391304348,1.2111450381679392,-2.354678260869565,-2.2288549618320608,2.46,110.84893617021277,138.2,82.30869565217391,100.0,-38.19999999999999,-55.89130434782608,0.7235890014471781,0.595576668973762,95902327592.2468,28978758058.690765,165735617540.30527,215171469252.59705,5.719210506007208,136756859481.6145,0.0249151177264033,0.0369815101360491,0.0,0.2229787234042553,0.5106382978723404,0.2663829787234043,0.00021,0.00021,exact,0.00021,1.0,-3.677780705266081,-1.4023914351136266,0.7573360818439004,36.81412765957447,272.6883829787234,-1.3925384277083233
j5g,Li48.0La24.0Nb12.0Y4.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Nb"", ""value"": 5.0}, {""element"": ""Y"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}]",2.324782608695652,3.44,1.1081818181818182,1.2620000000000002,-2.331818181818182,-2.178,2.46,111.47391304347823,138.2,82.31818181818181,100.1,-38.1,-55.881818181818176,0.7243125904486252,0.5956453098276543,107407150186.7541,28978758058.690765,192965396144.6414,275298101007.68665,6.658856661621868,163986638085.95062,0.0270745939050218,0.0417863288132702,0.0,0.217391304347826,0.5217391304347826,0.2608695652173913,0.000188,0.000188,exact,0.000188,1.0,-3.72584215073632,-1.3889365633708486,0.8233996663812561,36.052173913043475,274.22582608695643,-1.5129775339469909
dvb,Li41.6La24.0Nb15.2Y0.8O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Nb"", ""value"": 5.0}, {""element"": ""Y"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}]",2.38009009009009,3.44,1.133137254901961,1.2924,-2.306862745098039,-2.1476,2.46,112.47837837837838,138.2,82.21764705882353,97.524,-40.67599999999999,-55.98235294117646,0.705672937771346,0.5949178513663064,117754882644.469,28978758058.690765,222197382157.1493,323953658491.4634,7.667595060738362,193218624098.45856,0.0298857565013451,0.0455595358553366,0.0,0.2252252252252252,0.5405405405405406,0.2342342342342342,6.39e-05,6.39e-05,exact,6.39e-05,1.0,-4.1944991418416,-1.3723938277107046,0.8846591689516472,32.37117117117116,276.6968108108108,-1.6730749683723602
